segmentID,binID
tc0445§0005,1
tc0761§0011,3
tc0712§0000,0
tc0786§0008,2
tc0840§0008,3
tc0858§0006,3
tc0404§0006,1
tc0571§0005,2
tc0826§0000,0
tc0643§0015,4
tc0123§0002,0
tc0538§0008,2
tc0867§0010,3
tc0072§0001,0
tc0183§0006,1
tc0059§0006,2
tc0518§0004,1
tc0201§0002,0
tc0688§0007,2
tc0157§0010,3
tc0873§0001,0
tc0854§0007,3
tc0870§0007,2
tc0548§0013,4
tc0306§0010,2
tc0644§0005,1
tc0435§0003,1
tc0621§0009,2
tc0690§0002,0
tc0755§0013,4
tc0839§0008,4
tc0034§0016,4
tc0404§0012,3
tc0509§0001,0
tc0755§0005,1
tc0113§0002,0
tc0844§0005,1
tc0327§0009,2
tc0365§0011,3
tc0403§0009,3
tc0175§0005,1
tc0715§0001,0
tc0182§0001,0
tc0227§0014,3
tc0107§0007,2
tc0530§0001,0
tc0605§0014,4
tc0436§0000,0
tc0538§0000,0
tc0855§0000,0
tc0658§0000,0
tc0537§0002,0
tc0519§0008,3
tc0805§0003,1
tc0215§0014,4
tc0169§0002,0
tc0445§0001,0
tc0511§0001,0
tc0106§0007,2
tc0223§0007,1
tc0867§0000,0
tc0402§0000,0
tc0613§0004,1
tc0214§0003,0
tc0538§0010,3
tc0669§0017,3
tc0716§0000,0
tc0220§0010,2
tc0559§0010,2
tc0723§0005,4
tc0347§0013,4
tc0825§0011,3
tc0752§0004,1
tc0787§0006,1
tc0544§0011,3
tc0399§0015,4
tc0761§0004,1
tc0574§0007,2
tc0792§0010,2
tc0754§0010,3
tc0127§0010,3
tc0782§0004,1
tc0074§0007,2
tc0722§0010,3
tc0260§0019,3
tc0173§0005,1
tc0486§0007,2
tc0790§0011,3
tc0790§0007,2
tc0541§0013,4
tc0190§0001,0
tc0562§0010,2
tc0252§0019,4
tc0610§0005,1
tc0858§0001,0
tc0034§0005,1
tc0708§0003,1
tc0504§0009,3
tc0444§0001,0
tc0812§0007,2
tc0858§0000,0
tc0828§0013,4
tc0105§0010,4
tc0562§0003,0
tc0863§0011,3
tc0689§0001,0
tc0184§0001,0
tc0169§0004,1
tc0740§0003,1
tc0553§0007,2
tc0612§0013,4
tc0713§0004,1
tc0694§0004,1
tc0578§0004,0
tc0786§0006,2
tc0482§0009,3
tc0596§0003,2
tc0096§0012,4
tc0070§0005,1
tc0464§0012,4
tc0126§0004,1
tc0545§0008,2
tc0451§0001,0
tc0243§0001,0
tc0551§0007,2
tc0483§0006,2
tc0122§0012,4
tc0675§0012,4
tc0570§0006,1
tc0219§0014,3
tc0389§0000,0
tc0232§0002,0
tc0392§0009,3
tc0762§0006,1
tc0438§0013,3
tc0799§0013,3
tc0751§0008,2
tc0238§0004,1
tc0110§0006,2
tc0479§0007,1
tc0208§0011,3
tc0752§0011,3
tc0559§0016,4
tc0127§0011,3
tc0521§0013,4
tc0389§0012,3
tc0675§0008,2
tc0863§0012,4
tc0824§0004,2
tc0108§0000,0
tc0549§0009,1
tc0788§0012,3
tc0214§0017,4
tc0399§0012,3
tc0179§0007,2
tc0484§0004,1
tc0842§0012,4
tc0826§0007,2
tc0548§0011,3
tc0758§0007,2
tc0839§0007,3
tc0849§0004,2
tc0792§0007,2
tc0684§0010,3
tc0127§0002,0
tc0201§0017,4
tc0547§0006,1
tc0395§0016,4
tc0608§0007,1
tc0249§0008,2
tc0161§0000,0
tc0688§0012,4
tc0468§0004,1
tc0711§0002,0
tc0180§0000,0
tc0221§0012,3
tc0567§0012,3
tc0236§0013,3
tc0646§0004,1
tc0074§0001,0
tc0189§0012,3
tc0855§0001,0
tc0540§0002,0
tc0389§0014,4
tc0001§0005,1
tc0738§0001,0
tc0425§0001,0
tc0797§0001,0
tc0053§0005,1
tc0227§0011,3
tc0436§0003,0
tc0098§0001,0
tc0713§0007,2
tc0512§0012,4
tc0559§0005,1
tc0036§0013,3
tc0786§0005,1
tc0791§0000,0
tc0222§0002,0
tc0846§0003,0
tc0244§0014,4
tc0108§0002,0
tc0307§0011,3
tc0850§0011,3
tc0596§0000,0
tc0218§0007,1
tc0740§0000,0
tc0232§0013,4
tc0863§0006,2
tc0096§0013,4
tc0390§0005,1
tc0393§0002,0
tc0512§0009,3
tc0217§0009,3
tc0567§0005,1
tc0068§0007,1
tc0578§0016,3
tc0874§0009,3
tc0787§0008,2
tc0610§0002,0
tc0606§0005,1
tc0203§0014,4
tc0650§0010,3
tc0847§0001,0
tc0117§0007,4
tc0502§0006,2
tc0126§0007,3
tc0096§0001,0
tc0319§0005,1
tc0116§0009,3
tc0157§0005,1
tc0228§0005,1
tc0827§0010,3
tc0852§0000,0
tc0436§0020,4
tc0433§0004,1
tc0364§0011,3
tc0234§0005,1
tc0405§0004,1
tc0799§0015,3
tc0608§0013,3
tc0502§0003,1
tc0582§0014,3
tc0111§0007,1
tc0738§0011,2
tc0710§0005,1
tc0125§0006,2
tc0196§0011,3
tc0242§0012,4
tc0859§0006,2
tc0392§0001,0
tc0260§0025,4
tc0578§0020,4
tc0718§0001,0
tc0103§0013,4
tc0438§0006,1
tc0873§0009,4
tc0405§0011,3
tc0576§0015,4
tc0711§0007,2
tc0438§0011,3
tc0041§0007,2
tc0711§0011,3
tc0861§0011,3
tc0185§0008,2
tc0539§0001,0
tc0182§0008,2
tc0512§0007,2
tc0548§0003,0
tc0111§0010,2
tc0547§0018,4
tc0094§0002,0
tc0236§0017,4
tc0054§0004,1
tc0124§0000,0
tc0056§0007,2
tc0873§0003,1
tc0327§0011,3
tc0157§0009,3
tc0581§0002,0
tc0220§0008,2
tc0186§0012,4
tc0668§0000,0
tc0602§0011,3
tc0098§0003,1
tc0214§0000,0
tc0328§0016,3
tc0265§0008,2
tc0189§0001,0
tc0662§0011,4
tc0611§0017,4
tc0535§0004,1
tc0873§0000,0
tc0193§0010,3
tc0041§0002,0
tc0402§0003,1
tc0111§0018,4
tc0805§0006,3
tc0397§0006,1
tc0505§0010,4
tc0056§0010,3
tc0610§0012,3
tc0537§0010,3
tc0795§0016,4
tc0598§0013,2
tc0186§0003,1
tc0857§0001,0
tc0754§0005,1
tc0752§0007,2
tc0867§0005,1
tc0169§0010,3
tc0091§0009,2
tc0689§0010,3
tc0849§0006,3
tc0053§0010,2
tc0231§0008,2
tc0584§0003,0
tc0208§0008,2
tc0364§0006,1
tc0551§0008,2
tc0736§0012,3
tc0209§0017,4
tc0041§0003,0
tc0438§0007,2
tc0395§0008,2
tc0306§0006,1
tc0826§0008,2
tc0210§0008,2
tc0562§0015,3
tc0675§0002,0
tc0648§0003,0
tc0372§0012,4
tc0208§0014,4
tc0571§0004,2
tc0523§0004,1
tc0718§0003,1
tc0754§0008,2
tc0738§0002,0
tc0222§0015,4
tc0857§0003,1
tc0567§0000,0
tc0266§0017,4
tc0855§0010,4
tc0324§0014,3
tc0549§0013,2
tc0548§0014,4
tc0839§0001,0
tc0823§0011,3
tc0639§0001,0
tc0270§0011,3
tc0445§0012,3
tc0840§0003,1
tc0068§0010,2
tc0182§0015,4
tc0642§0010,2
tc0118§0008,2
tc0478§0007,2
tc0518§0006,1
tc0392§0005,1
tc0606§0003,0
tc0266§0009,2
tc0675§0011,3
tc0512§0002,0
tc0365§0001,0
tc0438§0003,0
tc0278§0014,4
tc0123§0007,2
tc0237§0005,1
tc0791§0008,2
tc0849§0009,4
tc0124§0012,4
tc0224§0018,4
tc0243§0007,2
tc0445§0013,4
tc0175§0004,1
tc0282§0000,0
tc0232§0014,4
tc0784§0001,0
tc0625§0011,3
tc0812§0010,3
tc0242§0002,0
tc0646§0015,4
tc0091§0002,0
tc0295§0010,2
tc0176§0015,4
tc0795§0013,3
tc0228§0013,3
tc0119§0006,3
tc0161§0004,1
tc0209§0009,2
tc0191§0006,1
tc0318§0006,2
tc0244§0004,1
tc0448§0003,0
tc0687§0003,1
tc0249§0011,3
tc0751§0000,0
tc0570§0014,4
tc0094§0003,0
tc0758§0006,1
tc0848§0011,3
tc0299§0000,0
tc0794§0015,4
tc0433§0009,3
tc0687§0005,1
tc0530§0004,1
tc0282§0002,1
tc0828§0001,0
tc0445§0010,3
tc0391§0009,2
tc0363§0001,0
tc0260§0023,4
tc0210§0003,0
tc0195§0009,3
tc0398§0002,0
tc0204§0010,2
tc0791§0010,2
tc0610§0007,2
tc0369§0001,0
tc0404§0015,4
tc0795§0010,2
tc0697§0007,2
tc0512§0011,4
tc0535§0000,0
tc0074§0011,3
tc0842§0008,2
tc0114§0006,2
tc0313§0008,3
tc0322§0004,1
tc0578§0015,3
tc0842§0006,2
tc0229§0002,0
tc0113§0005,1
tc0180§0012,4
tc0176§0011,3
tc0366§0002,0
tc0736§0000,0
tc0621§0005,1
tc0085§0010,3
tc0173§0014,3
tc0539§0011,3
tc0859§0002,0
tc0238§0007,2
tc0578§0001,0
tc0519§0009,3
tc0169§0003,1
tc0858§0007,3
tc0330§0017,4
tc0700§0008,2
tc0657§0001,0
tc0520§0003,1
tc0535§0015,4
tc0364§0007,2
tc0521§0010,3
tc0545§0011,3
tc0372§0007,2
tc0036§0012,2
tc0856§0012,4
tc0570§0012,3
tc0226§0013,3
tc0123§0011,4
tc0755§0004,1
tc0265§0000,0
tc0201§0010,2
tc0202§0011,3
tc0280§0007,2
tc0638§0009,3
tc0116§0004,1
tc0595§0001,0
tc0209§0015,4
tc0848§0010,3
tc0270§0007,2
tc0225§0008,2
tc0072§0000,0
tc0642§0009,2
tc0125§0010,3
tc0716§0008,2
tc0281§0006,1
tc0220§0006,1
tc0643§0001,0
tc0639§0013,4
tc0496§0012,4
tc0436§0018,4
tc0217§0003,1
tc0801§0006,2
tc0313§0011,4
tc0307§0012,3
tc0444§0000,0
tc0581§0016,4
tc0545§0004,1
tc0541§0004,1
tc0605§0009,2
tc0364§0013,3
tc0259§0009,3
tc0192§0012,3
tc0758§0015,4
tc0740§0012,4
tc0193§0011,3
tc0478§0003,0
tc0704§0014,4
tc0356§0000,0
tc0304§0006,3
tc0265§0016,4
tc0712§0005,1
tc0729§0012,3
tc0167§0007,3
tc0637§0000,0
tc0795§0015,4
tc0059§0000,0
tc0757§0006,1
tc0193§0008,2
tc0871§0002,0
tc0542§0008,2
tc0839§0002,1
tc0362§0009,3
tc0057§0009,3
tc0535§0013,4
tc0485§0000,0
tc0856§0009,3
tc0243§0004,1
tc0168§0003,0
tc0222§0006,1
tc0317§0007,2
tc0189§0014,4
tc0244§0013,4
tc0567§0014,4
tc0364§0012,3
tc0553§0010,3
tc0191§0000,0
tc0779§0002,1
tc0248§0014,4
tc0330§0003,0
tc0724§0008,3
tc0728§0010,3
tc0307§0016,4
tc0784§0006,2
tc0864§0007,2
tc0540§0006,2
tc0190§0012,3
tc0168§0013,4
tc0707§0009,3
tc0180§0013,4
tc0098§0004,2
tc0612§0000,0
tc0108§0011,4
tc0435§0008,2
tc0233§0010,2
tc0757§0009,2
tc0184§0003,0
tc0211§0013,3
tc0348§0009,3
tc0648§0001,0
tc0521§0002,0
tc0041§0014,4
tc0647§0010,2
tc0562§0016,4
tc0404§0010,2
tc0874§0005,1
tc0666§0002,0
tc0098§0008,4
tc0405§0008,2
tc0738§0017,4
tc0319§0004,1
tc0836§0011,3
tc0167§0000,0
tc0788§0005,1
tc0237§0011,3
tc0559§0019,4
tc0604§0006,1
tc0512§0004,1
tc0270§0016,4
tc0270§0010,2
tc0369§0006,3
tc0194§0011,3
tc0505§0008,3
tc0788§0014,4
tc0604§0015,4
tc0398§0005,1
tc0863§0002,0
tc0316§0002,0
tc0220§0014,3
tc0278§0011,3
tc0068§0018,4
tc0389§0007,2
tc0647§0016,4
tc0789§0005,1
tc0235§0014,3
tc0710§0013,4
tc0686§0008,2
tc0574§0013,4
tc0053§0011,3
tc0482§0005,1
tc0329§0002,0
tc0198§0008,2
tc0786§0004,1
tc0598§0016,3
tc0158§0001,0
tc0642§0014,3
tc0576§0010,2
tc0190§0008,2
tc0074§0000,0
tc0228§0014,3
tc0056§0006,2
tc0852§0003,1
tc0260§0027,4
tc0053§0014,4
tc0167§0005,2
tc0870§0001,0
tc0235§0000,0
tc0662§0004,1
tc0320§0008,2
tc0510§0009,3
tc0227§0008,2
tc0581§0001,0
tc0559§0004,1
tc0394§0011,4
tc0398§0012,3
tc0826§0014,4
tc0548§0008,2
tc0094§0015,4
tc0542§0007,2
tc0233§0007,2
tc0857§0006,2
tc0365§0002,0
tc0444§0003,1
tc0570§0007,2
tc0037§0009,4
tc0196§0007,2
tc0224§0013,3
tc0192§0015,4
tc0217§0005,1
tc0202§0003,1
tc0221§0003,0
tc0234§0013,3
tc0578§0017,4
tc0266§0004,1
tc0855§0004,1
tc0124§0002,0
tc0363§0000,0
tc0856§0005,1
tc0464§0007,2
tc0204§0008,2
tc0270§0001,0
tc0844§0012,3
tc0201§0005,1
tc0347§0014,4
tc0551§0004,1
tc0852§0006,2
tc0484§0005,1
tc0327§0004,1
tc0715§0003,0
tc0183§0003,0
tc0213§0010,4
tc0234§0014,3
tc0584§0008,2
tc0076§0003,3
tc0730§0002,0
tc0839§0004,2
tc0536§0000,0
tc0866§0005,2
tc0754§0001,0
tc0324§0012,3
tc0196§0013,4
tc0711§0010,3
tc0168§0000,0
tc0237§0008,2
tc0217§0013,4
tc0545§0015,4
tc0521§0007,2
tc0040§0008,4
tc0840§0012,4
tc0504§0004,1
tc0158§0013,4
tc0730§0000,0
tc0686§0014,4
tc0119§0001,0
tc0584§0004,1
tc0607§0001,0
tc0259§0012,4
tc0621§0007,2
tc0760§0001,0
tc0242§0007,2
tc0122§0005,1
tc0628§0001,0
tc0223§0016,4
tc0316§0008,2
tc0608§0018,4
tc0697§0002,0
tc0036§0008,1
tc0183§0016,4
tc0854§0005,2
tc0736§0009,2
tc0034§0014,3
tc0393§0015,4
tc0519§0001,0
tc0502§0010,3
tc0118§0007,2
tc0103§0003,1
tc0685§0003,1
tc0823§0009,3
tc0070§0010,3
tc0316§0005,1
tc0799§0003,0
tc0736§0015,4
tc0758§0002,0
tc0496§0001,0
tc0037§0000,0
tc0863§0008,2
tc0647§0014,4
tc0484§0012,4
tc0689§0000,0
tc0091§0011,3
tc0238§0011,3
tc0610§0015,4
tc0697§0012,3
tc0650§0008,2
tc0400§0013,4
tc0213§0006,2
tc0232§0009,2
tc0425§0000,0
tc0755§0006,1
tc0126§0009,4
tc0711§0015,4
tc0211§0001,0
tc0731§0005,1
tc0518§0017,4
tc0447§0003,0
tc0057§0005,1
tc0540§0010,3
tc0585§0010,2
tc0199§0009,2
tc0503§0006,2
tc0085§0004,1
tc0625§0010,2
tc0324§0011,3
tc0445§0015,4
tc0544§0004,1
tc0372§0009,3
tc0628§0003,0
tc0107§0002,0
tc0544§0005,1
tc0080§0015,4
tc0697§0004,1
tc0295§0015,4
tc0328§0022,4
tc0496§0002,0
tc0707§0013,4
tc0265§0012,3
tc0054§0007,2
tc0480§0004,1
tc0686§0013,4
tc0402§0004,1
tc0722§0012,4
tc0299§0009,4
tc0192§0013,3
tc0722§0004,1
tc0571§0003,1
tc0237§0015,4
tc0362§0004,1
tc0231§0007,2
tc0437§0002,0
tc0209§0014,3
tc0797§0019,4
tc0329§0003,1
tc0846§0002,0
tc0108§0010,3
tc0158§0014,4
tc0281§0003,0
tc0237§0003,0
tc0306§0000,0
tc0598§0001,0
tc0611§0002,0
tc0262§0003,0
tc0328§0008,1
tc0731§0012,4
tc0190§0006,1
tc0724§0003,1
tc0210§0007,2
tc0192§0014,3
tc0086§0008,4
tc0436§0019,4
tc0094§0004,1
tc0173§0009,2
tc0176§0010,2
tc0874§0006,2
tc0397§0011,3
tc0787§0012,3
tc0072§0006,4
tc0094§0008,2
tc0571§0001,0
tc0722§0001,0
tc0317§0001,0
tc0520§0001,0
tc0686§0004,1
tc0068§0016,4
tc0788§0002,0
tc0265§0001,0
tc0405§0015,4
tc0685§0008,2
tc0842§0000,0
tc0825§0008,2
tc0064§0004,1
tc0290§0007,4
tc0509§0003,1
tc0759§0010,3
tc0329§0001,0
tc0871§0001,0
tc0402§0008,2
tc0200§0008,2
tc0728§0008,2
tc0570§0001,0
tc0484§0007,2
tc0641§0010,3
tc0782§0010,3
tc0738§0007,1
tc0838§0014,4
tc0483§0004,1
tc0451§0006,3
tc0779§0000,0
tc0690§0001,0
tc0189§0007,2
tc0789§0008,2
tc0226§0008,2
tc0479§0016,4
tc0483§0007,2
tc0074§0005,1
tc0161§0002,0
tc0504§0003,1
tc0204§0009,2
tc0675§0006,2
tc0519§0000,0
tc0265§0015,4
tc0367§0004,1
tc0262§0001,0
tc0860§0006,2
tc0864§0012,4
tc0740§0010,3
tc0758§0001,0
tc0227§0003,0
tc0072§0004,2
tc0646§0003,0
tc0602§0000,0
tc0758§0013,4
tc0335§0015,3
tc0248§0001,0
tc0850§0000,0
tc0438§0001,0
tc0722§0005,1
tc0195§0008,2
tc0223§0005,1
tc0369§0005,2
tc0838§0002,0
tc0468§0001,0
tc0111§0003,0
tc0372§0002,0
tc0484§0000,0
tc0686§0000,0
tc0224§0008,2
tc0085§0002,0
tc0582§0002,0
tc0850§0001,0
tc0791§0001,0
tc0625§0015,4
tc0080§0010,2
tc0849§0000,0
tc0486§0003,1
tc0757§0004,1
tc0788§0001,0
tc0510§0001,0
tc0238§0005,1
tc0724§0006,2
tc0730§0003,0
tc0161§0009,2
tc0102§0012,3
tc0393§0001,0
tc0486§0011,3
tc0075§0003,0
tc0518§0000,0
tc0249§0012,3
tc0523§0010,3
tc0539§0006,2
tc0281§0001,0
tc0578§0018,4
tc0392§0012,4
tc0433§0000,0
tc0221§0010,2
tc0812§0008,2
tc0638§0011,4
tc0290§0000,0
tc0259§0004,1
tc0799§0010,2
tc0403§0008,2
tc0610§0013,3
tc0183§0015,4
tc0720§0002,1
tc0057§0002,0
tc0524§0009,3
tc0451§0007,3
tc0123§0003,1
tc0608§0015,3
tc0179§0006,1
tc0503§0000,0
tc0736§0005,1
tc0080§0014,3
tc0238§0016,4
tc0549§0001,0
tc0448§0006,1
tc0608§0001,0
tc0793§0005,1
tc0838§0008,2
tc0034§0012,3
tc0210§0002,0
tc0369§0008,4
tc0108§0004,1
tc0111§0014,3
tc0434§0006,2
tc0704§0007,2
tc0173§0015,4
tc0323§0011,3
tc0202§0008,2
tc0219§0008,2
