"ne0013" "ne0014" "ne0016" "ne0020" "ne0022" "ne0045" "ne0048" "ne0054" "ne0055" "ne0065" "ne0115" "ne0237" "ne0248" "ne0305"
"del" 0.881859573448359 0.754430605776528 0.750183611373413 1.3064457392571 1.00320864302831 0.896312894683235 0.871137729208392 1.59547311095984 1.4029261719126 0.707215649525594 1.05866392808692 0.882172692965197 0.874516342130926 1.03518228713847
"una" 0.92020129403307 0.821391902147226 1.0492078480747 1.01511289147851 0.974777628853418 0.461736945745909 0.672798335504696 0.529697072838666 0.71229184714602 1.17283589082816 0.742966541148429 1.08537883430636 1.0947182987826 1.1522633744856
"su" 0.74287083632878 0.549082630239721 0.67149302276781 0.64639475600874 0.686405913650948 1.63645005771712 1.39032025978572 1.44443498978897 1.60265665607854 0.543223614852993 0.792413119825542 0.503177111892398 0.596118154078455 0.6874166811569
"por" 0.690150970524802 0.656220704432838 0.702969258210051 0.719227967953387 0.844807278339629 0.855571399470361 0.713632916561339 0.644571136827774 0.635287323130234 0.966381632892117 0.977520824616789 0.830564784053156 0.770706848280852 0.938967136150235
"al" 0.627845674574647 0.749966519351815 0.687231140488931 0.760196649672251 0.698590634011616 0.604332178990969 0.458902910922278 0.599897889720899 0.570314755991915 0.83606653391121 1.06119965007037 1.06280037415734 0.742395168139923 0.796383237697792
"le" 0.416966211358735 0.339270568278202 0.314762354422411 0.546249089584851 0.755452662361399 0.909893393087526 0.9586404029012 0.848791695030633 0.919241505438445 0.871207684198196 0.943288577840326 0.646711608554011 0.67476171002548 0.792905581637976
"lo" 0.330697340043134 0.29462970403107 0.440667296191376 0.509832483612527 0.552373989683603 0.597541929788823 0.773912536216384 0.287185159972771 0.375397054576956 0.666217640857444 0.412054822309282 0.49350062897139 0.73453081254522 0.489190285747406
"para" 0.426551641504913 0.397303691799473 0.393452943028014 0.564457392571012 0.544250842776492 0.414205201330889 0.447235887763237 0.474387338325391 0.437963230339782 0.452442309944946 0.637734078835597 0.541883043576428 0.437258171065463 0.434707007476961
"como" 0.670980110232447 0.656220704432838 0.67149302276781 0.468863801893664 0.499573534787377 0.509268690160929 0.567795127073327 0.648825731790334 0.543844450861488 0.399730584514466 0.308090220988171 0.393510305454311 0.435685299946522 0.419637164551093
"sus" 0.57033309369758 0.482121333869024 0.582310355681461 0.268572469045885 0.243694407213354 0.583961431384532 0.560017111633967 0.923247106875425 0.945711810568871 0.218167974698372 0.333447440822588 0.24029932587169 0.281543930290352 0.475279661508143
"me" 0.953750299544692 0.830320074996652 1.02297765187284 0.259468317552804 0.410218918809147 0.4753174441502 0.260563517218582 0.176565690946222 0.122725960150159 0.398266369919175 0.128053960163808 0.980550269328775 0.316147094907043 0.3547209181012
"es" 0.292355619458423 0.245524753359225 0.19410345189382 0.350509832483613 0.324925876284473 0.482107693352346 0.348066190911389 0.223366235534377 0.218981615169891 0.691109288977393 0.13185754313897 0.304809212011741 0.968888609267357 0.442821538283197
"era" 0.397795351066379 0.339270568278202 0.367222746826146 0.368718135469774 0.292433288656025 0.291980715692266 0.318898633013787 0.125510551395507 0.108287611897199 0.414372730467377 0.405715517350678 0.411250524142825 0.380634810783604 0.466005912015302
"yo" 0.666187395159358 0.629436185884559 0.792151925296401 0.31864530225783 0.239632833759799 0.366673456915869 0.262508021078422 0.206347855684139 0.231013572047358 0.417301159657959 0.0760716595032521 0.496726123278392 0.388499166378307 0.261983423172782
"más" 0.215672178289001 0.218740234810946 0.230825726576435 0.209395484340859 0.170586085049348 0.264819718883683 0.303342602135065 0.19571136827774 0.240639137549331 0.39094529694272 0.309358081979892 0.348353385156275 0.39793639309195 0.389497478699357
"había" 0.249221183800623 0.138386679166109 0.188857412653447 0.127458120903132 0.170586085049348 0.244448971277246 0.24111847862018 0.0850918992511913 0.141977091154105 0.409980086681504 0.460233539994675 0.435441731445344 0.226493441127434 0.395293572132383
"pero" 0.177330457704289 0.142850765590822 0.246563844297555 0.236707938820102 0.320864302830917 0.319141712500849 0.272230540377623 0.104237576582709 0.173260179035518 0.440728593182617 0.202857758675339 0.245137567332194 0.42782094435182 0.299078421144149
"dijo" 0.0623052959501558 0.0178563456988527 0.0524603924037352 0.086489439184268 0.0690467487104504 0.224078223670809 0.171116339665934 0.131892443839347 0.117913177399172 0.554937331615322 0.273857974211707 0.254814050253201 0.536349051558715 0.265461079232597
"qué" 0.340282770189312 0.169635284139101 0.241317805057182 0.172978878368536 0.276186994841802 0.482107693352346 0.35584420635075 0.0914737916950306 0.0625661757628261 0.503689820780134 0.112839628263157 0.153210979582621 0.448268268898046 0.249232017620124
"si" 0.210879463215912 0.223204321235659 0.246563844297555 0.273124544792425 0.243694407213354 0.278400217287974 0.276119548097303 0.146783526208305 0.146789873905092 0.347018859083987 0.155946901981667 0.219333612876173 0.297272641479757 0.200544832782704
"muy" 0.153366882338845 0.142850765590822 0.115412863288217 0.200291332847779 0.365541610820032 0.33272221090514 0.274175044237463 0.0616916269571137 0.0433150447588796 0.177169966030221 0.205393480658781 0.322549430700255 0.316147094907043 0.309511389323596
"don" 0.292355619458423 0.0133922592741395 0.0209841569614941 0.286780772032047 0.434588359530482 0.115434236436477 0.194450385984016 0.00212729748127978 0 0.0790675881457186 0.715073599330569 0.137083508047608 0.254805121268363 0.106648119167681
"usted" 0.0287562904385334 0.0223204321235659 0 0.0455207574654042 0.190893952317128 0.516058939363075 0.0758356505337663 0 0.00240639137549331 0.338233571512241 0.211732785617385 0.140309002354611 0.525338953726132 0.359357792847621
"mi" 0.536784088185957 0.656220704432838 0.792151925296401 0.304989075018208 0.207140246131351 0.149385482447206 0.176949851245455 0.19783866575902 0.156415439407065 0.0995665924797938 0.0811431034701355 0.283843499016224 0.0975180093743119 0.110125775227497
"o" 0.0287562904385334 0.0223204321235659 0.010492078480747 0.0227603787327021 0.0243694407213354 0.224078223670809 0.178894355105295 0.0787100068073519 0.0938492636442391 0.200597399554879 0.136928987105854 0.270941521788214 0.281543930290352 0.494986379180432
"dos" 0.26359932901989 0.18302754341324 0.173119294932326 0.209395484340859 0.162462938142236 0.0543219936171657 0.143893285628172 0.131892443839347 0.115506786023679 0.273808129319433 0.209197063633943 0.280618004709222 0.173015823083457 0.205181707529125
"cuando" 0.268392044092979 0.312486049729923 0.293778197460917 0.191187181354698 0.211201819584907 0.19012697766008 0.149726797207692 0.129765146358067 0.122725960150159 0.225489047674827 0.168625511898875 0.230622842950682 0.162005725250873 0.20170405146931
"todo" 0.115025161754134 0.165171197714388 0.167873255691953 0.150218499635834 0.121847203606677 0.230868472872954 0.221673440021778 0.225493533015657 0.240639137549331 0.196204755769006 0.139464709089295 0.167725703964132 0.217056214413791 0.206340926215731
"ya" 0.258806613946801 0.191955716262667 0.199349491134194 0.159322651128915 0.186832378863572 0.271609968085829 0.227506951601299 0.163801906058543 0.216575223794398 0.29723556284409 0.086214547437019 0.108054059284585 0.207618987700148 0.12635483683997
"sin" 0.273184759166068 0.312486049729923 0.335746511383905 0.195739257101238 0.264002274481134 0.169756230053643 0.180838858965135 0.110619469026549 0.161228222158052 0.144957244933818 0.138196848097575 0.182240428345644 0.173015823083457 0.170405146930969
"él" 0.0143781452192667 0.0312486049729923 0.0367222746826146 0.0500728332119446 0.0812314690711182 0.319141712500849 0.175005347385615 0.161674608577263 0.166041004909038 0.21523954550779 0.19017914875813 0.187078669806148 0.199754632105445 0.219092331768388
"entre" 0.167745027558112 0.218740234810946 0.125904941768964 0.163874726875455 0.215263393038463 0.0882732396278943 0.12444824702977 0.285057862491491 0.209356049667918 0.181562609816095 0.136928987105854 0.203206141341161 0.106955236087955 0.158812960064916
"casa" 0.052719865803978 0.0446408642471318 0.0524603924037352 0.118353969410051 0.0771698956175622 0.176546479255789 0.0952806891321679 0.138274336283186 0.0890364808932525 0.2298816914607 0.237090005451802 0.209657129955166 0.187171663153921 0.220251550454993
"sobre" 0.508027797747424 0.428552296772466 0.351484629105026 0.31864530225783 0.255879127574022 0.0814829904257486 0.138059774048651 0.185074880871341 0.166041004909038 0.084924446526883 0.0874824084287399 0.15159823242912 0.0723520714712636 0.134469367646206
"después" 0.191708602923556 0.165171197714388 0.19410345189382 0.141114348142753 0.0812314690711182 0.115434236436477 0.128337254749451 0.0999829816201498 0.115506786023679 0.133243528171489 0.253572198344174 0.256426797406703 0.135266916228884 0.144902335825654
"tenía" 0.158159597411934 0.133922592741395 0.120658902528591 0.136562272396213 0.134031923967345 0.101853738032186 0.0894471775526474 0.0382913546630361 0.0288766965059197 0.159599390886728 0.17496481685748 0.246750314485695 0.169870080845576 0.284008578218281
"estaba" 0.158159597411934 0.169635284139101 0.152135137970832 0.132010196649672 0.15840136468868 0.129014734840769 0.173060843525774 0.0744554118447924 0.0625661757628261 0.194740541173714 0.209197063633943 0.198367899880657 0.116392462801598 0.166927490871153
"todos" 0.100647016534867 0.0937458149189768 0.0891826670863498 0.195739257101238 0.219324966492019 0.169756230053643 0.140004277908492 0.229748127978216 0.175666570411012 0.234274335246574 0.153411179998225 0.127407025126601 0.125829689515241 0.103170463107865
"sí" 0.215672178289001 0.0357126913977055 0.0681985101248557 0.0773852876911872 0.125908777060233 0.19012697766008 0.12250374316993 0.0553097345132743 0.0433150447588796 0.357268361251025 0.0405715517350678 0.0951520820565752 0.33659441945327 0.164609053497942
"señor" 0.158159597411934 0.227668407660372 0.188857412653447 0.264020393299345 0.10966248324601 0.0950634888300401 0.192505882124176 0.238257317903336 0.235826354798344 0.165456249267893 0.0900181304121816 0.0677353804470535 0.146277014061468 0.0938967136150235
"les" 0.047927150730889 0.0535690370965582 0.010492078480747 0.0364166059723234 0.0974777628853418 0.0679024920214572 0.11861473545025 0.155292716133424 0.32726922706709 0.136171957362071 0.197786314708455 0.137083508047608 0.221774827770612 0.107807337854286
"hombre" 0.00479271507308891 0.0446408642471318 0.0209841569614941 0.0728332119446468 0.0690467487104504 0.129014734840769 0.11861473545025 0.144656228727025 0.139570699778612 0.263558627152395 0.0760716595032521 0.122568783666097 0.256377992387304 0.195907958036284
"ha" 0.0335490055116223 0.0803535556448373 0.146889098730458 0.100145666423889 0.117785630153121 0.183336728457934 0.11861473545025 0.0999829816201498 0.146789873905092 0.17570575143493 0.0963574353707859 0.0967648292100764 0.273679574695649 0.127514055526575
"ojos" 0.440929786724179 0.366055086826481 0.445913335431749 0.341405680990532 0.349295317005808 0.149385482447206 0.157504812647053 0.19358407079646 0.168447396284532 0.0497832962398969 0.0215536368592548 0.0258039544560204 0.0408946490924534 0.0672346838231032
"porque" 0.110232446681045 0.11160216061783 0.110166824047844 0.0591769847050255 0.134031923967345 0.14259523324506 0.161393820366733 0.261657590197413 0.158821830782558 0.177169966030221 0.0722680765280895 0.0935393349030739 0.168297209726635 0.0938967136150235
"este" 0.0191708602923556 0.0223204321235659 0.0891826670863498 0.086489439184268 0.0609236018033386 0.0543219936171657 0.112781223870729 0.0468005445881552 0.038502262007893 0.140564601147944 0.237090005451802 0.196755152727155 0.195036018748624 0.127514055526575
"aviraneta" 0 0 0 0 0 0 0 0 0 0 0.973717241641626 0 0 0
"ella" 0.215672178289001 0.160707111289675 0.209841569614941 0.0273124544792425 0.0528004548962268 0.495688191756637 0.149726797207692 0.068073519400953 0.103474829146212 0.112744523837414 0.0621251885943225 0.0951520820565752 0.0990908804932524 0.175042021677389
"hasta" 0.148574167265756 0.102673987768403 0.131150981009338 0.0910415149308084 0.105600909792454 0.0679024920214572 0.171116339665934 0.0999829816201498 0.110694003272692 0.115672953027996 0.140732570081016 0.159661968196626 0.0817892981849067 0.10201124442126
"fue" 0.105439731607956 0.0580331235212714 0.125904941768964 0.086489439184268 0.113724056699565 0.0746927412236029 0.0952806891321679 0.146783526208305 0.101068437770719 0.106887665456249 0.249768615369011 0.0967648292100764 0.0833621693038472 0.0927374949284182
"donde" 0.138988737119578 0.165171197714388 0.162627216451579 0.163874726875455 0.174647658502904 0.0271609968085829 0.0447235887763237 0.0723281143635126 0.0938492636442391 0.0805318027410097 0.115375350246599 0.169338451117634 0.103809493850074 0.127514055526575
"ni" 0.0431344356578001 0.0446408642471318 0.0262301962018676 0.0682811361981063 0.08935461597823 0.2376587220751 0.147782293347852 0.114874063989108 0.132351525652132 0.159599390886728 0.0938217133873442 0.082250104828565 0.144704142942527 0.106648119167681
"juan" 0.239635753654445 0.0714253827954109 0.010492078480747 0.182083029861617 0.00406157345355591 0.00679024920214572 0.0136115270188811 0.142528931245745 0.0264703051304264 0.467084455897856 0.0748037985115312 0.0258039544560204 0.0408946490924534 0.0892598388686026
"tan" 0.158159597411934 0.156243024864961 0.125904941768964 0.10924981791697 0.0974777628853418 0.149385482447206 0.260563517218582 0.0553097345132743 0.0721917412647993 0.0995665924797938 0.0710002155363686 0.0596716446795471 0.111673849444776 0.125195618153365
"gran" 0.100647016534867 0.0937458149189768 0.0996747455670968 0.191187181354698 0.150278217781569 0.00679024920214572 0.00972251929920081 0.0361640571817563 0.0168447396284532 0.0922455195033384 0.138196848097575 0.141921749508112 0.119538205039479 0.199385614096099
"vida" 0.100647016534867 0.129458506316682 0.0786905886056028 0.0455207574654042 0.0974777628853418 0.162965980851497 0.149726797207692 0.0744554118447924 0.0914428722687458 0.13470774276678 0.067196632561206 0.0757991162145599 0.116392462801598 0.127514055526575
"nos" 0.124610591900312 0.205347975536806 0.0629524708844822 0.122906045156591 0.0690467487104504 0.0746927412236029 0.0777801543936065 0.0723281143635126 0.0529406102608528 0.0776033735504276 0.0152143319006504 0.304809212011741 0.0896536537796093 0.114762649973918
"desde" 0.1294033069734 0.0892817284942636 0.0944287063267233 0.0955935906773489 0.08935461597823 0.135804984042914 0.108892216151049 0.0872191967324711 0.134757917027625 0.0863886611221741 0.120446794213482 0.0790246105215624 0.0597691025197395 0.137947023706022
"tiempo" 0.239635753654445 0.205347975536806 0.146889098730458 0.191187181354698 0.142155070874457 0.115434236436477 0.0252785501779221 0.0531824370319946 0.0409086533833863 0.0863886611221741 0.0824109644618564 0.117730542205593 0.103809493850074 0.121717962093549
"también" 0.143781452192667 0.0892817284942636 0.0944287063267233 0.0819373634377276 0.0771698956175622 0.108643987234331 0.141948781768332 0.09785568413887 0.0577533930118394 0.0951739486939206 0.0608573276026017 0.127407025126601 0.127402560634182 0.112444212600707
"esta" 0.0191708602923556 0.11160216061783 0.0524603924037352 0.10924981791697 0.0568620283497827 0.115434236436477 0.0680576350944057 0.0319094622191967 0.038502262007893 0.0937097340986295 0.148339736031342 0.124181530819598 0.150995627418289 0.130991711586391
"mismo" 0.0623052959501558 0.102673987768403 0.115412863288217 0.0955935906773489 0.121847203606677 0.101853738032186 0.147782293347852 0.0914737916950306 0.0481278275098662 0.084924446526883 0.119178933221762 0.0887010934425701 0.114819591682658 0.0799860893757607
"hay" 0.0335490055116223 0.0401767778224186 0.0367222746826146 0.122906045156591 0.117785630153121 0.0339512460107286 0.0213895424582418 0.0234002722940776 0.0216575223794398 0.196204755769006 0.0557858836357182 0.0967648292100764 0.281543930290352 0.0857821828087869
"te" 0.273184759166068 0.0357126913977055 0.0839366278459763 0.159322651128915 0.174647658502904 0.115434236436477 0.223617943881619 0.09785568413887 0.101068437770719 0.155206747100855 0.0101428879337669 0.0564461503725446 0.0503318758060965 0.0486871848374196
"día" 0.0862688713156003 0.0401767778224186 0.0629524708844822 0.0591769847050255 0.0690467487104504 0.0611122428193115 0.0369455733369631 0.0723281143635126 0.0360958706323997 0.106887665456249 0.209197063633943 0.11450504789859 0.0802164270659662 0.107807337854286
"uno" 0.0575125808770669 0.049104950671845 0.0314762354422411 0.0637290604515659 0.0731083221640063 0.0135804984042914 0.00583351157952048 0.0404186521443159 0.031283087881413 0.203525828745461 0.0887502694204607 0.201593394187659 0.15256849853723 0.0753492146293398
"entonces" 0.115025161754134 0.107138074193116 0.115412863288217 0.0455207574654042 0.0609236018033386 0.149385482447206 0.101114200711688 0.0914737916950306 0.0866300895177592 0.0922455195033384 0.103964601321111 0.106441312131084 0.0959451382553713 0.0707123398829189
"félix" 0 0 0 0 0 0 1.11420071168841 0 0 0.00146421459529109 0 0.00161274715350127 0 0
"manuel" 0.230050323508267 0 0 0.177530954115076 0.0771698956175622 0 0 0 0 0.653039709499824 0.0152143319006504 0.00967648292100765 0.00314574223788103 0
"poco" 0.0575125808770669 0.0669612963706977 0.0944287063267233 0.0364166059723234 0.105600909792454 0.0135804984042914 0.0291675578976024 0.0106364874063989 0.0288766965059197 0.0937097340986295 0.086214547437019 0.135470760894107 0.162005725250873 0.161131397438127
"mujer" 0.052719865803978 0.0669612963706977 0.0157381177211206 0.10924981791697 0.0284310141748914 0.2376587220751 0.12444824702977 0.0829646017699115 0.127538742901145 0.0966381632892117 0.0228214978509756 0.099990323517079 0.130548302872063 0.0962151509882339
"aquí" 0.100647016534867 0.0803535556448373 0.0524603924037352 0.0910415149308084 0.0649851752568945 0.0679024920214572 0.0661131312345655 0.0425459496255956 0.038502262007893 0.142028815743235 0.0532501616522764 0.064509886140051 0.185598792034981 0.0996928070480496
"pueblo" 0 0.00446408642471318 0.010492078480747 0.0136562272396213 0 0.0135804984042914 0.0194450385984016 0.0638189244383935 0.0770045240157859 0.06735387138339 0.100161018345949 0.0887010934425701 0.240649281197899 0.156494522691706
"nada" 0.0623052959501558 0.0535690370965582 0.0314762354422411 0.0227603787327021 0.0649851752568945 0.0543219936171657 0.101114200711688 0.0212729748127978 0.0216575223794398 0.168384678458475 0.0545180226439973 0.112892300745089 0.168297209726635 0.0892598388686026
"noche" 0.124610591900312 0.102673987768403 0.110166824047844 0.113801893663511 0.10966248324601 0.0611122428193115 0.083613665973127 0.10211027910143 0.0601597843873328 0.0863886611221741 0.0849466864452981 0.0983775763635777 0.0660605869955016 0.0683939025097085
"otro" 0.0862688713156003 0.0758894692201241 0.0524603924037352 0.177530954115076 0.125908777060233 0.04753174441502 0.0505571003558442 0.0553097345132743 0.0481278275098662 0.142028815743235 0.0659287715694851 0.082250104828565 0.103809493850074 0.0846229641221816
"siempre" 0.0766834411694225 0.138386679166109 0.0681985101248557 0.086489439184268 0.101539336338898 0.162965980851497 0.0991696968518482 0.110619469026549 0.108287611897199 0.0702823005739721 0.0329643857847426 0.0725736219075573 0.0896536537796093 0.0823045267489712
"luego" 0.0287562904385334 0.0580331235212714 0.0944287063267233 0.0773852876911872 0.0609236018033386 0.101853738032186 0.101114200711688 0.0382913546630361 0.0288766965059197 0.155206747100855 0.057053744627439 0.0870883462890688 0.0975180093743119 0.0962151509882339
"ser" 0.0575125808770669 0.0758894692201241 0.0472143531633617 0.141114348142753 0.117785630153121 0.0746927412236029 0.048612596496004 0.0170183798502383 0.0264703051304264 0.137636171957362 0.0760716595032521 0.0741863690610586 0.12268394727736 0.0950559323016287
"preguntó" 0.0287562904385334 0 0.0209841569614941 0.0182083029861617 0.0771698956175622 0.0679024920214572 0.0155560308787213 0.00850918992511913 0.00481278275098662 0.197668970364297 0.0748037985115312 0.0628971389865497 0.226493441127434 0.0846229641221816
"está" 0.0670980110232447 0.0401767778224186 0.0734445493652292 0.136562272396213 0.138093497420901 0.0543219936171657 0.0466680926361639 0.068073519400953 0.0553470016363461 0.156670961696146 0.048178717685393 0.0628971389865497 0.139985529585706 0.0498464035240248
"toda" 0.0814761562425114 0.0803535556448373 0.0681985101248557 0.163874726875455 0.150278217781569 0.101853738032186 0.176949851245455 0.153165418652144 0.129945134276639 0.0424622232634415 0.0431072737185095 0.0499951617585395 0.0283116801409293 0.0440503100909987
"tiene" 0.0623052959501558 0.0669612963706977 0.0314762354422411 0.122906045156591 0.105600909792454 0.0882732396278943 0.0563906119353647 0.0446732471068754 0.0505342188853595 0.109816094646831 0.0228214978509756 0.0677353804470535 0.18402592091604 0.081145308062366
"bien" 0.0575125808770669 0.0178563456988527 0.0209841569614941 0.100145666423889 0.08935461597823 0.0203707476064372 0.0369455733369631 0.0276548672566372 0.0360958706323997 0.143493030338526 0.0595894666108808 0.0967648292100764 0.128975431753122 0.104329681794471
"esto" 0.0191708602923556 0.0223204321235659 0.0367222746826146 0.0136562272396213 0.0162462938142236 0.0611122428193115 0.0233340463180819 0.0127637848876787 0.00481278275098662 0.144957244933818 0.0976252963625068 0.0983775763635777 0.147849885180408 0.113603431287312
"unos" 0.00958543014617781 0.00892817284942636 0.0157381177211206 0.031864530225783 0.0324925876284473 0.00679024920214572 0.00972251929920081 0.0212729748127978 0.0144383482529599 0.162527820077311 0.101428879337669 0.129019772280102 0.12268394727736 0.0985335883614444
"voz" 0.210879463215912 0.116066247042543 0.246563844297555 0.336853605243991 0.223386539945575 0.0611122428193115 0.0544461080755245 0.119128658951668 0.0721917412647993 0.0571043692163523 0.0215536368592548 0.0258039544560204 0.0267388090219887 0.0220251550454993
"gente" 0.0143781452192667 0.0714253827954109 0.010492078480747 0.0546249089584851 0.134031923967345 0.0203707476064372 0.00583351157952048 0.0148910823689585 0.0168447396284532 0.0819960173363008 0.0773395204949729 0.0983775763635777 0.188744534272862 0.10201124442126
"hacer" 0.0335490055116223 0.0535690370965582 0.0734445493652292 0.0500728332119446 0.0365541610820032 0.0271609968085829 0.0155560308787213 0.0106364874063989 0.00721917412647993 0.140564601147944 0.101428879337669 0.0854755991355675 0.128975431753122 0.0996928070480496
"allí" 0.0575125808770669 0.0669612963706977 0.0472143531633617 0.0182083029861617 0.0406157345355591 0.0950634888300401 0.0505571003558442 0.0744554118447924 0.0577533930118394 0.0600327984069345 0.106500323304553 0.112892300745089 0.0660605869955016 0.0938967136150235
"son" 0.100647016534867 0.0669612963706977 0.0891826670863498 0.150218499635834 0.0974777628853418 0.0203707476064372 0.048612596496004 0.0531824370319946 0.0336894792569063 0.106887665456249 0.0215536368592548 0.0499951617585395 0.18402592091604 0.0533240595838405
"viejo" 0.0910615863886892 0.120530333467256 0.0996747455670968 0.200291332847779 0.142155070874457 0.108643987234331 0.071946642814086 0.0638189244383935 0.0842236981422659 0.0468548670493147 0.0329643857847426 0.0387059316840306 0.0471861335682154 0.100852025734655
"mí" 0.124610591900312 0.133922592741395 0.257055922778302 0.0682811361981063 0.0609236018033386 0.122224485638623 0.0447235887763237 0.0616916269571137 0.0216575223794398 0.0761391589551365 0.019017914875813 0.103215817824082 0.0959451382553713 0.0614385903900771
"aquel" 0.239635753654445 0.241060666934512 0.220333648095688 0.10924981791697 0.113724056699565 0.101853738032186 0.0563906119353647 0.0340367597004765 0.0288766965059197 0.0468548670493147 0.0557858836357182 0.0612843918330484 0.0283116801409293 0.0602793717034719
"mano" 0.143781452192667 0.0892817284942636 0.146889098730458 0.154770575382374 0.186832378863572 0.0203707476064372 0.0758356505337663 0.0638189244383935 0.0601597843873328 0.0732107297645543 0.038035829751626 0.0757991162145599 0.0534776180439775 0.0417318727177882
"mar" 0 0.0892817284942636 0.0262301962018676 0.132010196649672 0.0121847203606677 0.00679024920214572 0.0466680926361639 0.0616916269571137 0.0240639137549331 0.0161063605482019 0.0126786099172087 0.13869625520111 0.00471861335682154 0.25270967367994
"mucho" 0.0910615863886892 0.0401767778224186 0.0524603924037352 0.0455207574654042 0.044677307989115 0.0746927412236029 0.110836720010889 0.0319094622191967 0.0120319568774666 0.0776033735504276 0.0494465786771138 0.0967648292100764 0.0896536537796093 0.105488900481076
"otra" 0.100647016534867 0.0669612963706977 0.0577064316441087 0.0773852876911872 0.113724056699565 0.0814829904257486 0.060279619655045 0.0361640571817563 0.0360958706323997 0.0893170903127562 0.0697323545446477 0.0790246105215624 0.0723520714712636 0.0741899959427346
"ellos" 0.0575125808770669 0.0624972099459846 0.0367222746826146 0.0637290604515659 0.0852930425246741 0.04753174441502 0.0369455733369631 0.0616916269571137 0.0601597843873328 0.0776033735504276 0.086214547437019 0.108054059284585 0.0865079115417283 0.0533240595838405
"todas" 0.0766834411694225 0.0669612963706977 0.10492078480747 0.086489439184268 0.0934161894317859 0.0679024920214572 0.0661131312345655 0.0808373042886317 0.103474829146212 0.068818085978681 0.0469108566936721 0.0725736219075573 0.06134197363868 0.0591201530168666
"manos" 0.321111909896957 0.156243024864961 0.209841569614941 0.122906045156591 0.129970350513789 0.183336728457934 0.108892216151049 0.0702008168822328 0.103474829146212 0.0248916481199485 0.0177500538840921 0.0112892300745089 0.0204473245462267 0.0278212484785255
"sol" 0.100647016534867 0.174099370563814 0.0681985101248557 0.0500728332119446 0.0406157345355591 0.0679024920214572 0.106947712291209 0.106364874063989 0.110694003272692 0.0717465151692632 0.0266250808261382 0.0129019772280102 0.0440403913303344 0.0834637454355764
