"ne0007" "ne0008" "ne0013" "ne0014" "ne0016" "ne0017" "ne0018" "ne0020" "ne0021" "ne0022" "ne0026" "ne0029" "ne0030" "ne0033" "ne0035" "ne0036" "ne0037" "ne0040" "ne0045" "ne0048" "ne0053" "ne0054" "ne0055" "ne0079" "ne0081" "ne0084" "ne0085" "ne0107" "ne0110" "ne0114" "ne0115" "ne0117" "ne0120" "ne0124" "ne0125" "ne0126" "ne0130" "ne0141" "ne0144" "ne0155" "ne0160" "ne0165" "ne0167" "ne0169" "ne0170" "ne0185" "ne0192" "ne0215" "ne0219" "ne0221" "ne0223" "ne0226" "ne0228" "ne0232" "ne0239" "ne0240" "ne0246" "ne0247" "ne0248" "ne0254" "ne0264" "ne0265" "ne0267" "ne0269" "ne0270" "ne0277" "ne0278" "ne0279" "ne0280" "ne0281" "ne0282" "ne0283" "ne0292" "ne0293" "ne0299" "ne0302" "ne0307" "ne0311" "ne0318"
"ne0026" 0.967065591145558 0.744274030334593 0.989193814703969 1.03016195219594 1.00022068470059 1.05128311297381 0.984060001803418 1.0453790397633 1.07819996329023 1.03536348558549 0 0.976973562804058 1.08695507074721 1.07498354178287 1.10304411149622 1.05735684076139 1.08787488009618 0.907632432665203 0.963313283067886 1.01151521926873 1.00615277658826 1.06492560144591 1.04529444775405 1.02816541197221 0.95126536084096 0.974938222533427 1.004155016244 0.961634824264979 0.996436383984958 1.03632360094954 1.0905207906706 1.08610461437975 0.899056160790292 1.09598583787537 1.08611907382275 1.06648288382576 1.04596036677825 0.959869946308134 0.968076612089472 0.888096723755781 1.04815753065021 0.983907315136986 0.996324046516219 0.983304195987395 0.967496537418858 0.979093315246309 0.954870734546369 1.01133615184571 1.07149994174688 1.02348072618411 0.946192232206989 0.980491405952219 0.958257991703026 1.06341188066385 1.0175019934356 1.00959818407031 1.05790497834089 1.06193409135949 1.08173503567504 1.0294300540535 0.997421909286525 0.961131544429029 1.02179235025658 1.059344093139 1.05277508946157 0.997053713983334 1.04689163251239 0.973667404459647 1.03744460592882 1.05391434852898 1.01593540082348 1.06271889545712 1.04114212599537 1.04108747377055 1.00893068537277 1.02780440783319 0.961397613937164 0.938208525886706 0.980873126053508
"ne0029" 0.932918662770933 0.907967227911449 1.09280133905111 1.13421001629379 1.11283921915794 1.16208392304306 1.06912208808667 1.12931068421397 1.15172510897472 1.12054652415903 0.976973562804058 0 1.04338444610892 1.00629267596782 1.0261707110004 1.04321870463425 1.16281370797923 0.952997474442732 1.10395961474128 1.12852417026065 1.11014730574655 1.18939446546516 1.1841021992752 0.859053553281178 0.829898532430226 0.930905415850634 0.914804357598655 1.00176354509681 0.943163928760497 1.03725533824793 1.05306401408994 0.970464657282601 0.957310112170085 1.08065191983703 1.07710762436513 1.01440949493194 0.963186710059614 1.07754633598694 0.796081249496799 0.843939170416093 1.03038590749948 1.09414759027652 0.959423456959375 1.00956396418895 0.931543779982133 1.00048782758659 0.866437930477727 1.09642297238348 1.10092502125941 0.972460568856802 0.961422089375754 1.00896045559732 0.944854208966354 1.01235972478529 1.02680950188198 1.03934285468617 0.984857977589477 0.927488376074278 1.01014108314494 1.14288730984721 1.1159343730335 1.02881307255791 1.09075030702753 1.05455804052082 1.08644326348914 0.754200989540566 0.794635682452224 0.743170050658824 0.81166155580694 0.736207525829397 0.753683346977181 0.897943326696741 1.05551041781559 1.0149263667192 1.01062459533054 1.02601160807645 0.951712657261556 0.895425612044055 0.98409701860537
"ne0030" 1.02966849614427 1.0891023453363 0.997474465733859 0.959085660384119 0.980445067156475 0.967489148077114 0.95966070782253 0.918850764737028 0.90914333036209 0.897237750665916 1.08695507074721 1.04338444610892 0 0.693089067676755 0.656342324395487 0.721693696960414 0.928525662893236 1.0755002288303 1.05011434222146 1.02884998381456 1.05181040318703 0.980694188081783 0.961079772715039 1.00505153186723 0.994858491848469 1.01967593832576 0.985410874067668 1.00356142569641 1.09087885429842 1.02228387258744 1.01414985640409 1.0551890027013 1.1039694073515 0.994265904407973 1.028887911705 1.00755571952406 1.02131108151083 1.04142906177978 1.01702900656109 1.07694979820517 0.997794885697906 1.0632107715153 1.06207191509583 1.07124037394887 1.06426535238899 1.03097327815953 1.03359997106843 1.02533253418922 1.01067777798179 1.01463520030441 1.00181490763046 1.0410198449917 1.0705322859273 0.99669783949509 1.06045898480476 1.06972185396422 1.02116612812656 1.02277583431958 1.02542109800745 1.05766593682248 1.07939984366251 1.05562754354847 1.07444065708499 1.07962055205908 1.09131277916547 0.967587440034711 1.03572897481055 0.988750342628065 0.997985974970845 0.984924401153893 0.990327083182293 0.984759487711541 1.02777842746668 1.0814063213003 1.09273349095722 1.08900694543815 1.07424391980474 1.04274672421829 1.04046986178039
"ne0033" 1.05093193496913 1.07157219873171 0.956041841418664 0.96496384504651 0.975626583796128 0.93988677792346 0.906578051401627 0.864185105236258 0.867380441741145 0.889004469110882 1.07498354178287 1.00629267596782 0.693089067676755 0 0.493663993022361 0.693193642349589 0.974227043724761 1.08938835450859 1.0578317582434 1.01201748400629 1.04880402540018 0.982095113615081 0.975206007842069 0.956150539313699 1.00899525049381 1.02492989323091 0.985414469977459 1.01178826864191 1.07148501871504 1.06628358950907 1.05904069229082 1.06722874646102 1.10779673871315 1.01697991907148 1.0496825801126 1.01692532263297 1.10394218393835 1.05320641588788 1.01247685075942 1.02432241163011 1.02781742350658 1.14340977833775 1.06634058976107 1.05627920711508 1.08832992942398 1.02956384430795 0.983881479037645 1.03050749152014 1.05073138091688 0.993676181969603 1.01226895434163 1.06036883038382 1.06752580315747 0.9355196594582 1.05499721116824 1.07216496498627 1.03493491525084 1.00734817144689 1.00413493574594 1.1154799793771 1.12304389561966 1.09570643476152 1.10288624263207 1.12083331759888 1.13812140627888 0.95344290489007 1.02076153854184 0.959187991265651 0.942545576676523 0.919487869887469 0.991113612137186 1.02336285798705 1.07495893729328 1.07752064529684 1.09270847539119 1.07625250624063 1.05833639589537 1.00060402158076 0.997210213450024
"ne0035" 1.05928900335118 1.10947961268497 1.009314813074 1.00612019662089 1.01248402507005 0.987650097357932 0.957645519289529 0.895618146261095 0.913380199258754 0.919445760248839 1.10304411149622 1.0261707110004 0.656342324395487 0.493663993022361 0 0.589545078506164 0.980135055234563 1.09641161553667 1.07102697120902 1.03461702904075 1.06182000480981 0.995616237996902 1.00336548494021 0.974058410400068 0.97769127503016 1.04221451124034 0.985233326777708 0.973431193992949 1.07352250702584 1.02920782186779 0.98656689558775 1.03990723860989 1.13697279770537 1.02132049797779 1.04039994249344 0.997660139865521 1.04032173021366 1.06847112027836 0.993623452520998 1.03996186889035 1.02882963688833 1.1353738978281 1.06376469634026 1.08638515884676 1.07101875238315 1.06362946245972 0.979187803619772 1.04087730424763 1.02532956095207 1.00580778664031 1.00748004830871 1.07718664665291 1.0576509065395 0.956047097517175 1.02619748564889 1.04984907208162 0.995085621086693 0.957868403017745 1.00945992149582 1.11288786319672 1.12684176627119 1.09028369573681 1.08047304050884 1.08809994904064 1.12961747013049 0.911175504288712 0.986420408238807 0.9355058048093 0.902259375332788 0.908870765972977 0.968481708518246 1.00067395241402 1.05820630851365 1.09305918301177 1.10743732391376 1.06584628796033 1.07838731574828 1.03997321368308 1.00290767051514
"ne0036" 1.03146577791579 1.05215326023856 1.00865972356634 0.989165063981291 1.03690271242615 1.01829048348814 0.96109473094286 0.941504491329907 0.942291681001652 0.927712625939755 1.05735684076139 1.04321870463425 0.721693696960414 0.693193642349589 0.589545078506164 0 0.984365578793966 1.05347395017814 1.06421565257032 1.05608536673064 1.069276370778 1.03025011616331 1.01521901359222 0.991522901716527 0.967057620190236 1.02918338334516 0.97581131699016 0.948022264611904 1.0329899159246 1.04690693181675 0.993282212683155 1.04481951268657 1.08914044381769 1.02431635083018 1.04232115568256 0.970929676827677 1.06357102846522 1.05873330207185 1.02667051634239 1.0435779460383 0.972164598018832 1.09516123646629 1.05655372769244 1.08172994580213 1.08146198293265 1.05534067497418 0.982246178375501 1.03514156164452 1.01428456696109 1.03121059734866 0.988737771434865 1.02950628562606 1.07542589828142 0.981729128683594 1.04189074721139 1.04256028660985 1.01450196062894 0.968988624020003 0.989360268426158 1.08684619089083 1.07074630749842 1.06884898984594 1.08440110606975 1.08029092127244 1.09759584522644 0.930655058331705 1.01681334717998 0.949473025087385 0.98785464735572 0.964106214364772 0.977847640000301 1.00683619565911 0.999936350606915 1.08234621944633 1.09485955158407 1.07230155482363 1.08703938341067 1.01643483572745 1.01548411797969
"ne0037" 1.04873449474241 1.07900518248288 0.936609728319701 0.89162497670656 0.956170229737605 0.853977841417806 0.946734007954502 0.911394587767062 0.859292633336435 0.899511831674425 1.08787488009618 1.16281370797923 0.928525662893236 0.974227043724761 0.980135055234563 0.984365578793966 0 1.06034321310104 1.00774236990469 1.00934665827839 0.985550541565196 0.893985170408248 0.935363736092769 1.07913377471898 1.12013407398246 1.06292239019785 1.0351980420481 1.07795352179674 1.07834695213766 0.962677660330481 1.05770234301449 1.05122863358595 1.05446887246277 0.750933738732884 0.956385734591883 0.962524710964791 1.04509217203815 1.02302660055536 1.11645962289377 1.15038963856863 0.93390949487383 0.991218600455153 1.04966675893366 1.0350319604554 1.06653107494923 1.0210266342255 1.13421279124327 0.987991979156221 0.890378665620817 1.03739328556089 1.09474377747716 0.975762481983892 1.11098199563583 0.960077410031256 1.09403800700236 1.04822465598128 1.08095009969209 1.096246385976 1.06114858282819 0.932860285681942 1.02330066074229 1.06579974798332 1.05996279673158 1.06195313562963 1.05299904676683 1.12932883178957 1.08359597597679 1.10191990870306 1.09719075849992 1.10717273123481 1.12610603927669 1.02848325644585 1.0346579171265 1.08569025129852 1.00288589365126 1.06449173297749 1.06666205172442 1.11214378754644 1.04223056847099
"ne0040" 0.926606489650545 0.93134201282595 0.999795434052579 0.998040818698487 1.00222273240367 1.07266881818527 0.999340841947106 1.07813854662464 1.11086976672687 1.08586494609749 0.907632432665203 0.952997474442732 1.0755002288303 1.08938835450859 1.09641161553667 1.05347395017814 1.06034321310104 0 0.905919442434728 0.947452854520137 0.956961245320342 1.02244897430771 1.00387886754593 1.02935689828937 0.936859944549056 0.913039344556904 0.943660989659784 0.953720518370963 0.993302414757788 1.04708881821727 1.10309280066942 1.08036698357731 0.87219529047562 1.06716349466601 1.10280942971248 1.06583152765172 1.03096858421223 1.0013447474631 0.979494750971013 0.944870240618325 0.964382441732542 1.03615651157042 1.02962095360093 0.999011868234059 0.950080812929661 1.00211854535044 0.942681091738343 0.976845111434427 1.0770613848525 1.04208045775505 0.947362966952511 0.929665798337817 1.02022846880433 1.01431694071915 1.05615591534854 1.04232290319436 1.05825122540921 1.03153358838183 1.07163944756093 1.01914446025663 1.04643744460938 1.02174603117678 1.05191308298146 1.07825378032643 1.05917151929519 0.993263359217865 1.05761568180759 0.886159088549756 1.03810090293953 0.944006387783355 1.01458330906405 1.03411113807606 1.08840222754474 1.09253394735471 1.06098213202215 1.07044635267007 0.95895990438617 0.972634859435894 0.950989942277696
"ne0045" 1.01423511440396 1.02459410349276 0.923090261780616 0.96768858698287 0.91749660902171 0.963823732170891 0.972762404805088 0.999612886311842 0.984293964115476 0.976412201404081 0.963313283067886 1.10395961474128 1.05011434222146 1.0578317582434 1.07102697120902 1.06421565257032 1.00774236990469 0.905919442434728 0 0.649965228268191 0.706596693219095 0.801037073641906 0.799067132994469 1.07346324769304 1.06115835215975 0.979553661654595 1.03343440935569 1.04176865303328 1.03861749796875 1.02333298516964 1.08889061747427 1.08521185688978 1.02234341751139 1.07733871864894 1.09644253166514 1.10183972420422 1.13065728644085 0.956713276666277 1.09873497356688 1.02955366320843 1.01386347761623 1.04822927261754 1.01230860149678 1.0074600707761 1.01407008183117 1.0214915890186 1.04787471223449 0.943618573042084 1.08113339832098 1.05757868361566 1.02258924279133 0.976490473241818 0.965151349633822 1.05110130293305 1.01889656433979 1.02142589514153 1.10067788883727 1.09978581833459 1.06730877083606 1.02538573938773 1.06102970788254 1.05719130093163 1.04526672264927 1.07768636875395 1.06268031454746 1.09434235611107 1.08685032765808 1.06342634524861 1.09709219005459 1.08373332783435 1.07461144758566 1.07413394778397 1.06682993100227 1.04133823982105 1.03243366874413 1.03648601771336 1.02794022836289 1.00670528647783 0.996268941889635
"ne0048" 1.05934699583031 1.03480220356871 0.892020425667117 0.911948265953396 0.917997871931752 0.910517089536118 0.965235168327279 0.945044991455813 0.954536965777365 0.947385359330257 1.01151521926873 1.12852417026065 1.02884998381456 1.01201748400629 1.03461702904075 1.05608536673064 1.00934665827839 0.947452854520137 0.649965228268191 0 0.541503130991142 0.646527623566705 0.653516456198903 1.05423201435128 1.10394336736427 0.991390041828371 1.05489649318451 1.04401943722225 1.06671184179016 1.0035152689154 1.10963465611969 1.12312569451365 1.0453896321403 1.07646897052484 1.08686409143708 1.11020681793972 1.14039100813912 0.943242468466703 1.09950851689258 1.0344843349946 1.04090454294131 1.09113265241229 1.01456152850361 1.0103474742706 1.02528841938403 0.999747109781716 1.07379241290211 0.932602787068309 1.04823408227909 1.0016020884319 1.02160793521914 1.01482346603659 0.996347413331509 1.05766892677364 1.06185668418865 1.05613589594682 1.10913261023994 1.1410520937543 1.11053532443614 0.99743771811793 1.04967995740261 1.09480473189149 1.04580441795058 1.07817407874965 1.07611676774399 1.12925244198469 1.10672659738068 1.1112287108913 1.08599964323028 1.11491672141975 1.09309437672243 1.0648920909205 1.05890065647275 1.03284276580324 1.02697278297477 1.06241451451656 0.990156743866141 1.02142080142503 1.02611615912385
