Adorable	Ag	ADORABLE
reçois	Vvc	RECEVOIR
tous	Di	TOUT
les	Da	LE
jours	Nc	JOUR|JOURS
du	S+Da	DE+LE
plus	Rg	PLUS
brave	Ag	BRAVE
des	S+Da	DE+LE|DE+LES
Rois	Vvc	Rois
,	Fw	,
Et	Vvc	Et
dont	Pr	DONT
très	Rg	TRÈS
justement	Rg	JUSTEMENT
ma	Ds	MON
vanité	Nc	VANITÉ
se	Pp	IL
flatte	Vvc	FLATTER
M'	Nc	M'
accablent	Vvc	ACCABLER
de	S	DE
faveurs	Nc	FAVEUR
,	Fw	,
et	Cc	ET
me	Pp	JE
rendent	Vvc	RENDRE
ingrate	Ag	INGRAT
.	Fs	.
Oui	Rg	OUI
,	Fw	,
Sire	Vvc	Sire
,	Fw	,
je	Pp	JE
le	Pp	IL
suis	Vuc	ÊTRE
,	Fw	,
je	Pp	JE
ne	Rp	NE
le	Pp	IL
puis	Vvc	POUVOIR
nier	Vvn	NIER
,	Fw	,
Et	Vvc	Et
si	Cs	SI
je	Pp	JE
prétendais	Vvc	PRÉTENDRE
de	S	DE
m'	Pp	JE
en	S	EN
justifier	Vvn	JUSTIFIER
Ce	Vvc	Ce
haut	Ag	HAUT
degré	Nc	DEGRÉ
d'	S	DE
honneur	Nc	HONNEUR
où	Pr	OÙ
je	Pp	JE
me	Pp	JE
vois	Vvc	ALLER|VOIR
montée	Ge	MONTER
,	Fw	,
Cette	Vvc	Cette
faveur	Nc	FAVEUR
si	Rg	SI
grande	Ag	GRAND
,	Fw	,
et	Cc	ET
si	Rg	SI
peu	Rg	PEU
méritée	Ge	MÉRITER
,	Fw	,
Et	Vvc	Et
les	Da	LE
preuves	Nc	PREUVE
que	Pr	QUE
j'	Pp	JE
ai	Vuc	AVOIR
de	S	DE
votre	Ds	VOTRE
affection	Nc	AFFECTION
Me	Ag	Me
fermeraient	Vvc	FERMER
la	Da	LE
bouche	Nc	BOUCHE
à	S	À
ma	Ds	MON
confusion	Nc	CONFUSION
:	Fw	:
Mais	Cc	MAIS
pour	S	POUR
cette	Dd	CE
bonté	Nc	BONTÉ
que	Pr	QUE
je	Pp	JE
dois	Vvc	DEVOIR
reconnaître	Vvn	RECONNAÎTRE
,	Fw	,
Et	Vvc	Et
votre	Ds	VOTRE
grandeur	Nc	GRANDEUR
me	Pp	JE
fait	Vvc	FAIRE
si	Rg	SI
bien	Rg	BIEN
paraître	Vvn	PARAÎTRE
.	Fs	.
Ai	Vuc	AVOIR
-je	Ge	-je
manqué	Nc	MANQUÉ
,	Fw	,
Seigneur	Nc	SEIGNEUR
,	Fw	,
au	S+Da	À+LE
respect	Nc	RESPECT
que	Pr	QUE
je	Pp	JE
dois	Vvc	DEVOIR
,	Fw	,
Ou	Vvc	Ou
de	S	DE
ressentiment	Nc	RESSENTIMENT
des	S+Da	DE+LE|DE+LES
grâces	Nc	GRÂCE
de	S	DE
mon	Ds	MON
Roi	Nc	ROI
Dans	Vvc	Dans
ce	Dd	CE
faîte	Nc	FAÎTE
orgueilleux	Ag	ORGUEILLEUX
où	Pr	OÙ
je	Pp	JE
suis	Vuc	ÊTRE
parvenue	Ge	PARVENIR
,	Fw	,
Dans	Vvc	Dans
ce	Dd	CE
comble	Nc	COMBLE
d'	S	DE
honneurs	Nc	HONNEUR
,	Fw	,
me	Pp	JE
suis	Vuc	ÊTRE
-je	Ge	-je
méconnue	Ge	MÉCONNAÎTRE
,	Fw	,
Et	Vvc	Et
n'	Rp	NE
ai	Vuc	AVOIR
-je	Ge	-je
point	Rg	POINT
rendu	Ge	RENDRE
dans	S	DANS
la	Da	LE
civilité	Nc	CIVILITÉ
Tout	Vvc	Tout
ce	Pd	CE
que	Pr	QUE
je	Pp	JE
puis	Vvc	POUVOIR
rendre	Vvn	RENDRE
à	S	À
votre	Ds	VOTRE
Majesté	Nc	Majesté
?	Fs	?
Vous	Pp	VOUS
n'	Rp	NE
en	Pp	EN
rendez	Vvc	RENDRE
que	Rg	QUE
trop	Rg	TROP
,	Fw	,
je	Pp	JE
le	Pp	IL
vois	Vvc	ALLER|VOIR
bien	Rg	BIEN
,	Fw	,
Madame	Nc	MADAME
,	Fw	,
Mais	Vvc	Mais
vous	Pp	VOUS
qui	Pr	QUI
pénétrez	Vvc	PÉNÉTRER
au-dedans	Rg	AU-DEDANS
de	S	DE
mon	Ds	MON
âme	Nc	ÂME
,	Fw	,
Qui	Vvc	Qui
voyez	Vvc	VOIR
mes	Ds	MON
pensers	Nc	pensers
,	Fw	,
et	Cc	ET
qui	Pr	QUI
les	Pp	ILS
causez	Vvc	CAUSER
tous	Pi	TOUT
,	Fw	,
Savez	Vvc	SAVOIR
bien	Nc	BIEN
quels	Dt	QUEL
devoirs	Nc	DEVOIR
je	Pp	JE
demande	Vvc	DEMANDER
de	S	DE
vous	Pp	VOUS
,	Fw	,
Ces	Vvc	Ces
honneurs	Nc	HONNEUR
,	Fw	,
ces	Dd	CE
respects	Nc	RESPECT
,	Fw	,
et	Cc	ET
ces	Dd	CE
soins	Nc	SOIN
ordinaires	Ag	ORDINAIRE
Que	Vvc	Que
je	Pp	JE
ne	Rp	NE
prétends	Vvc	PRÉTENDRE
point	Rg	POINT
que	Cs	QUE
des	Dn	UN
âmes	Nc	ÂME
vulgaires	Ag	VULGAIRE
,	Fw	,
Et	Vvc	Et
que	Cs	QUE
vous	Pp	VOUS
me	Pp	JE
rendez	Vvc	RENDRE
avec	S	AVEC
toute	Di	TOUT
la	Da	LE
Cour	Nc	COUR
Contentent	Vvc	CONTENTER
ma	Ds	MON
Couronne	Nc	COURONNE
,	Fw	,
et	Cc	ET
non	Rg	NON
pas	Rg	PAS
mon	Ds	MON
amour	Nc	AMOUR
:	Fw	:
Cette	Dd	CE
brûlante	Ag	BRÛLANT
ardeur	Nc	ARDEUR
est	Vuc	ÊTRE
trop	Rg	TROP
vive	Ag	VIF
,	Fw	,
et	Cc	ET
trop	Rg	TROP
forte	Ag	FORT
,	Fw	,
Et	Vvc	Et
ne	Rp	NE
se	Pp	IL
peut	Vvc	POUVOIR
payer	Vvn	PAYER
que	Cs	QUE
de	S	DE
la	Da	LE
même	Ag	MÊME
sorte	Nc	SORTE
,	Fw	,
Elle	Vvc	Elle
veut	Vvc	VOULOIR
de	S	DE
l'	Da	LE
amour	Nc	AMOUR
,	Fw	,
elle	Pp	IL
veut	Vvc	VOULOIR
des	Dn	UN
bontés	Nc	BONTÉ
,	Fw	,
Qui	Vvc	Qui
ne	Rp	NE
se	Pp	IL
trouvent	Vvc	TROUVER
point	Rg	POINT
dans	S	DANS
vos	Ds	VOTRE
civilités	Nc	CIVILITÉ
,	Fw	,
Vous	Nc	Vous
oblige	Vvc	OBLIGER
à	S	À
m'	Pp	JE
aimer	Vvn	AIMER
autant	Rg	AUTANT
que	Cs	QUE
je	Pp	JE
vous	Pp	VOUS
aime	Vvc	AIMER
,	Fw	,
Que	Vvc	Que
me	Pp	JE
donnant	Ga	DONNER
à	S	À
vous	Pp	VOUS
,	Fw	,
vous	Pp	VOUS
vous	Pp	VOUS
donniez	Vvc	DONNER
de	S	DE
même	Pi	MÊME
,	Fw	,
Qu'	Vvc	Qu'
ayant	Ga	AVOIR
mêmes	Ag	MÊME
désirs	Nc	DÉSIR
même	Ag	MÊME
soin	Nc	SOIN
,	Fw	,
mêmes	Ag	MÊME
feux	Nc	FEU|FEUX
,	Fw	,
Un	Vvc	Un
amour	Nc	AMOUR
éternel	Ag	ÉTERNEL
nous	Pp	NOUS
unisse	Vvc	UNIR
tous	Di	TOUT
deux	Nc	DEUX
,	Fw	,
Et	Vvc	Et
nous	Pp	NOUS
faisant	Ga	FAIRE
goûter	Vvn	GOÛTER
des	Dn	UN
douceurs	Nc	DOUCEUR
infinies	Ag	INFINI
Il	Vvc	Il
ne	Rp	NE
forme	Vvc	FORMER
qu'	Rg	QUE
un	Dn	UN
tout	Pi	TOUT
de	S	DE
deux	Nc	DEUX
moitiés	Nc	MOITIÉ
unies	Ge	UNIR
.	Fs	.
Pourquoi	Rt	POURQUOI
résistez	Vvc	RÉSISTER
-vous	Nc	-vous
?	Fs	?
Ah	I	AH
!	Fs	!
Sire	Nc	SIRE
,	Fw	,
c'	Pd	CE
est	Vuc	ÊTRE
assez	Rg	ASSEZ
,	Fw	,
Vous	Nc	Vous
êtes	Vuc	ÊTRE
vertueux	Ag	VERTUEUX
,	Fw	,
et	Cc	ET
vous	Pp	VOUS
me	Pp	JE
connaissez	Vvc	CONNAÎTRE
.	Fs	.
Quelle	Dt	QUEL
est	Vuc	ÊTRE
cette	Dd	CE
vertu	Nc	VERTU
si	Rg	SI
sévère	Ag	SÉVÈRE
et	Cc	ET
si	Rg	SI
rude	Ag	RUDE
,	Fw	,
Qui	Vvc	Qui
pour	S	POUR
vous	Pp	VOUS
obliger	Vvn	OBLIGER
à	S	À
cette	Dd	CE
ingratitude	Nc	INGRATITUDE
Vous	Nc	Vous
défende	Vvc	DÉFENDRE
d'	S	DE
aimer	Vvn	AIMER
un	Dn	UN
Roi	Nc	ROI
qui	Pr	QUI
meurt	Vvc	MOURIR
pour	S	POUR
vous	Pp	VOUS
?	Fs	?
Je	Pp	JE
vous	Pp	VOUS
rends	Vvc	RENDRE
les	Da	LE
devoirs	Nc	DEVOIR
que	Pr	QUE
nous	Pp	NOUS
vous	Pp	VOUS
devons	Vvc	DEVOIR
tous	Pi	TOUT
,	Fw	,
Et	Vvc	Et
je	Pp	JE
n'	Rp	NE
ignore	Vvc	IGNORER
point	Rg	POINT
tout	Pi	TOUT
ce	Pd	CE
que	Pr	QUE
la	Da	LE
naissance	Nc	NAISSANCE
Demande	Vvc	DEMANDER
pour	S	POUR
mon	Ds	MON
Roi	Nc	ROI
de	S	DE
mon	Ds	MON
obéissance	Nc	OBÉISSANCE
:	Fw	:
Mais	Cc	MAIS
voyant	Ga	VOIR
ce	Pd	CE
qu'	Pr	QUE
il	Pp	IL
est	Vuc	ÊTRE
,	Fw	,
je	Pp	JE
vois	Vvc	ALLER|VOIR
ce	Pd	CE
que	Pr	QUE
je	Pp	JE
suis	Vuc	ÊTRE
,	Fw	,
Je	Vvc	Je
sais	Vvc	SAVOIR
ce	Pd	CE
que	Pr	QUE
je	Pp	JE
dois	Vvc	DEVOIR
,	Fw	,
je	Pp	JE
sais	Vvc	SAVOIR
ce	Pd	CE
que	Pr	QUE
je	Pp	JE
puis	Vvc	POUVOIR
,	Fw	,
Et	Vvc	Et
je	Pp	JE
suis	Vuc	ÊTRE
résolue	Ge	RÉSOUDRE
à	S	À
conserver	Vvn	CONSERVER
l'	Da	LE
estime	Nc	ESTIME
Qu'	Vvc	Qu'
un	Dn	UN
Prince	Nc	PRINCE
vertueux	Ag	VERTUEUX
perdrait	Vvc	PERDRE
après	S	APRÈS
mon	Ds	MON
crime	Nc	CRIME
.	Fs	.
Oui	Rg	OUI
,	Fw	,
Sire	Vvc	Sire
,	Fw	,
la	Da	LE
vertu	Nc	VERTU
que	Pr	QUE
vous	Pp	VOUS
avez	Vuc	AVOIR
en	Pp	EN
moi	Pp	JE
A	Vvc	A
seule	Ag	SEUL
mérité	Ge	MÉRITER
les	Da	LE
faveurs	Nc	FAVEUR
de	S	DE
mon	Ds	MON
Roi	Nc	ROI
,	Fw	,
Et	Vvc	Et
vous	Pp	VOUS
pouviez	Vvc	POUVOIR
trouver	Vvn	TROUVER
des	Dn	UN
beautés	Nc	BEAUTÉ
plus	Rg	PLUS
parfaites	Ag	PARFAIT
Dans	Vvc	Dans
le	Da	LE
nombre	Nc	NOMBRE
infini	Ag	INFINI
de	S	DE
vos	Ds	VOTRE
belles	Ag	BEAU
sujettes	Nc	sujettes
:	Fw	:
Mais	Cc	MAIS
votre	Ds	VOTRE
âme	Nc	ÂME
plus	Rg	PLUS
noble	Ag	NOBLE
a	Vuc	AVOIR
bien	Rg	BIEN
mieux	Rg	MIEUX
estimé	Ge	ESTIMER
Cette	Vvc	Cette
haute	Ag	HAUT
vertu	Nc	VERTU
qui	Pr	QUI
l'	Pp	IL
a	Vuc	AVOIR
toujours	Rg	TOUJOURS
charmé	Ge	CHARMER
,	Fw	,
Et	Vvc	Et
qui	Pr	QUI
d'	S	DE
un	Dn	UN
si	Rg	SI
beau	Ag	BEAU
bruit	Nc	BRUIT
honorant	Ga	HONORER
l'	Da	LE
Angleterre	Nc	Angleterre
,	Fw	,
Le	Vvc	Le
borne	Vvc	BORNER
seulement	Rg	SEULEMENT
des	Dn	UN
bornes	Nc	BORNE
de	S	DE
la	Da	LE
terre	Nc	TERRE
:	Fw	:
Perdrez	Vvc	PERDRE
-vous	Nc	-vous
donc	Rg	DONC
en	S	EN
moi	Pp	JE
ce	Pd	CE
qu'	Pr	QUE
on	Pp	ON
adore	Vvc	ADORER
en	S	EN
vous	Pp	VOUS
,	Fw	,
Ce	Vvc	Ce
qui	Pr	QUI
vous	Pp	VOUS
rend	Vvc	RENDRE
si	Rg	SI
grand	Ag	GRAND
si	Cs	SI
révéré	Ge	RÉVÉRER
de	S	DE
tous	Pi	TOUT
,	Fw	,
Et	Vvc	Et
vous	Pp	VOUS
fait	Vvc	FAIRE
différer	Vvn	DIFFÉRER
de	S	DE
tant	Rg	TANT
d'	S	DE
autres	Pi	AUTRE
Monarques	Vvc	Monarques
Par	Nc	PAR
un	Dn	UN
si	Rg	SI
haut	Ag	HAUT
éclat	Nc	ÉCLAT
,	Fw	,
et	Cc	ET
de	S	DE
si	Rg	SI
belles	Ag	BEAU
marques	Nc	MARQUE
.	Fs	.
Ah	I	AH
,	Fw	,
Sire	Vvc	Sire
,	Fw	,
revenez	Vvc	REVENIR
de	S	DE
votre	Ds	VOTRE
aveuglement	Nc	AVEUGLEMENT
Dans	Vvc	Dans
ce	Dd	CE
penser	Nc	PENSER
honteux	Ag	HONTEUX
votre	Ds	VOTRE
coeur	Nc	CUR
se	Pp	IL
dément	Vvc	DÉMENTIR
,	Fw	,
Et	Vvc	Et
vous	Pp	VOUS
étoufferez	Vvc	ÉTOUFFER
si	Cs	SI
vous	Pp	VOUS
m'	Pp	JE
aimez	Vvc	AIMER
encore	Rg	ENCORE
,	Fw	,
Un	Vvc	Un
désir	Nc	DÉSIR
qui	Pr	QUI
nous	Pp	NOUS
unit	Vvc	UNIR
,	Fw	,
et	Cc	ET
qui	Pr	QUI
me	Pp	JE
déshonore	Vvc	DÉSHONORER
:	Fw	:
Considérez	Vvc	Considérez
un	Dn	UN
peu	Rg	PEU
que	Cs	QUE
vous	Pp	VOUS
perdez	Vvc	PERDRE
d'	S	DE
honneur	Nc	HONNEUR
La	Vvc	La
veuve	Nc	VEUF|VEUVE
d'	S	DE
un	Dn	UN
fidèle	Nc	FIDÈLE
,	Fw	,
et	Cc	ET
brave	Ag	BRAVE
serviteur	Nc	SERVITEUR
,	Fw	,
Qui	Vvc	Qui
prodigua	Vvc	PRODIGUER
sa	Ds	SON
vie	Nc	VIE
,	Fw	,
et	Cc	ET
son	Ds	SON
sang	Nc	SANG
pour	S	POUR
le	Da	LE
vôtre	As#Ps	VÔTRE
,	Fw	,
Et	Vvc	Et
que	Cs	QUE
pour	S	POUR
vous	Pp	VOUS
enfin	Rg	ENFIN
a	Vuc	AVOIR
perdu	Ge	PERDRE
l'	Da	LE
un	Pi	UN
et	Cc	ET
l'	Da	LE
autre	Pi	AUTRE
:	Fw	:
Je	Pp	JE
crois	Vvc	CROIRE|CROÎTRE
que	Cs	QUE
ces	Dd	CE
raisons	Nc	RAISON
auront	Vuc	AVOIR
assez	Rg	ASSEZ
de	S	DE
poids	Nc	POIDS
Pour	Ag	Pour
faire	Vvn	FAIRE
reconnaître	Vvn	RECONNAÎTRE
au	S+Da	À+LE
plus	Rg	PLUS
juste	Ag	JUSTE
des	S+Da	DE+LE|DE+LES
Rois	Vvc	Rois
,	Fw	,
Et	Vvc	Et
que	Cs	QUE
pour	S	POUR
sa	Ds	SON
vertu	Nc	VERTU
toute	Di	TOUT
la	Da	LE
terre	Nc	TERRE
adore	Vvc	ADORER
,	Fw	,
Ce	Vvc	Ce
qu'	Cs	QUE
il	Pp	IL
fut	Vuc	ÊTRE
autrefois	Rg	AUTREFOIS
,	Fw	,
et	Cc	ET
ce	Pd	CE
qu'	Pr	QUE
il	Pp	IL
est	Vuc	ÊTRE
encore	Rg	ENCORE
,	Fw	,
Je	Vvc	Je
suis	Vuc	ÊTRE
vôtre	As#Ps	VÔTRE
en	S	EN
un	Dn	UN
mot	Nc	MOT
,	Fw	,
c'	Pd	CE
est	Vuc	ÊTRE
tout	Pi	TOUT
ce	Pd	CE
que	Pr	QUE
je	Pp	JE
suis	Vuc	ÊTRE
,	Fw	,
Je	Vvc	Je
veux	Vvc	VOULOIR
vous	Pp	VOUS
adorer	Vvn	ADORER
,	Fw	,
c'	Pd	CE
est	Vuc	ÊTRE
tout	Pi	TOUT
ce	Pd	CE
que	Pr	QUE
je	Pp	JE
puis	Vvc	POUVOIR
.	Fs	.
Et	Cc	ET
vos	Ds	VOTRE
cruelles	Ag	CRUEL
lois	Nc	LOI
d'	S	DE
une	Dn	UN
vertu	Nc	VERTU
sévère	Ag	SÉVÈRE
Ne	Vvc	Ne
me	Pp	JE
peuvent	Vvc	POUVOIR
forcer	Vvn	FORCER
qu'	Cs	QUE
à	S	À
ce	Pd	CE
que	Pr	QUE
je	Pp	JE
puis	Vvc	POUVOIR
faire	Vvn	FAIRE
,	Fw	,
Mon	Nc	Mon
amour	Nc	AMOUR
qui	Pr	QUI
déjà	Rg	DÉJÀ
passe	Vvc	PASSER
en	S	EN
nécessité	Nc	NÉCESSITÉ
Ne	Ag	Ne
dépend	Vvc	DÉPENDRE
de	S	DE
mon	Ds	MON
choix	Nc	CHOIX
ni	Cc	NI
de	S	DE
ma	Ds	MON
volonté	Nc	VOLONTÉ
,	Fw	,
Et	Vvc	Et
ce	Dd	CE
trait	Nc	TRAIT
immortel	Ag	IMMORTEL
dont	Pr	DONT
mon	Ds	MON
âme	Nc	ÂME
est	Vuc	ÊTRE
atteinte	Ge	ATTEINDRE
Impose	Vvc	IMPOSER
à	S	À
mon	Ds	MON
esprit	Nc	ESPRIT
cette	Dd	CE
douce	Ag	DOUX
contrainte	Nc	CONTRAINTE
,	Fw	,
Je	Vvc	Je
ne	Rp	NE
le	Pp	IL
puis	Vvc	POUVOIR
forcer	Vvn	FORCER
,	Fw	,
et	Cc	ET
vous	Pp	VOUS
tâchez	Vvc	TÂCHER
en	S	EN
vain	Ag	VAIN
Par	Nc	PAR
vos	Ds	VOTRE
faibles	Ag	FAIBLE
raisons	Nc	RAISON
de	S	DE
me	Pp	JE
l'	Pp	IL
ôter	Vvn	ÔTER
du	S+Da	DE+LE
sein	Nc	SEIN
:	Fw	:
J'	Pp	JE
aime	Vvc	AIMER
,	Fw	,
je	Pp	JE
veux	Vvc	VOULOIR
aimer	Vvn	AIMER
,	Fw	,
et	Cc	ET
mon	Ds	MON
amour	Nc	AMOUR
extrême	Ag	EXTRÊME
Demande	Vvc	DEMANDER
aussi	Rg	AUSSI
de	S	DE
vous	Pp	VOUS
que	Cs	QUE
vous	Pp	VOUS
m'	Pp	JE
aimiez	Vvc	AIMER
de	S	DE
même	Pi	MÊME
,	Fw	,
Et	Vvc	Et
que	Cs	QUE
foulant	Ga	FOULER
aux	S+Da	À+LES
pieds	Nc	PIED
cette	Dd	CE
sévère	Ag	SÉVÈRE
loi	Nc	LOI
Me	Vvc	Me
voyant	Ga	VOIR
tout	Pi	TOUT
à	S	À
vous	Pp	VOUS
vous	Pp	VOUS
soyez	Vuc	ÊTRE
toute	Rg	TOUTE
à	S	À
moi	Pp	JE
,	Fw	,
La	Vvc	La
vertu	Nc	VERTU
le	Pp	IL
permet	Vvc	PERMETTRE
,	Fw	,
et	Cc	ET
l'	Da	LE
amour	Nc	AMOUR
