tc_author-short,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
LAIGNELOT,0.0014010264,0.0001187013,4.10E-05,0.0052336103,0.0025952686,0.0316681482,0.0106797777,0.014887859,0.0001001677,7.73E-05,7.19E-05,8.19E-05,0.0025191632,0.0006404177,0.0047862319,0.0007162335,0.0004673737,0.0456014503,0.0310343803,0.0269940991,0.0025926164,0.0409340512,0.0034862401,0.0029818098,0.0058387523,8.52E-05,0.0001164324,0.004052232,0.01185762,0.0152375328,6.24E-05,0.0053440817,0.0187701071,0.081206507,4.20E-05,0.0049305569,0.0003569234,0.0008507452,0.0442404198,0.1473390623,0.0013084445,0.0014507903,1.90E-05,0.0616458352,0.0011003396,0.0003659536,7.38E-05,0.0146881619,0.0025139304,7.99E-05,0.0004786143,0.0066798897,0.0016499313,0.0058111508,0.0005633553,0.0020829414,0.2628442244,0.0192580083,0.0473019302,4.24E-05
LAMOTTE,0.0050208256,0.0002256989,0.0005378199,0.0080630814,0.015798183,0.0384687424,0.0135928994,0.0043793775,0.0093451232,0.0001470654,0.0040564397,0.0551769444,0.0062434864,0.000563691,0.0015600149,8.34E-05,0.0009873092,0.0119184653,0.0084404784,0.0424373045,0.0012886405,0.0219193701,0.0008747254,0.0001295674,0.0338128442,0.0001620324,0.0003390975,0.0049237735,0.0012020037,0.0150150121,0.0001186241,0.0011459064,0.079155537,0.1525463175,7.98E-05,0.0004143058,0.001023564,0.0046994422,0.0308369312,0.1431643222,0.0005932087,0.0002015886,0.0001515264,0.0131310633,0.0024521813,0.0055092293,0.0001403856,0.0047409455,0.0002046753,0.0002655348,5.77E-05,0.0205995975,0.0001540778,0.006185373,0.0554592702,0.0003474273,0.0277975397,0.0276336045,0.1088779163,0.0055989577
LEBOULANGERCHALUSSAY,0.013593435,0.0024601019,0.0046995474,0.0275897386,0.0009866857,0.0032601357,0.0013539173,0.0125320146,0.0088681558,0.0210026985,0.0015715909,0.0001528413,0.0031293519,0.0138661901,0.0029519908,0.011752108,0.0094532057,0.0047091201,0.0170424157,0.0118652497,0.0013044187,0.0036082008,0.0084466997,0.0012655739,0.0080687365,0.0026171691,0.0008024945,0.0267542097,0.0055684908,0.0145600046,0.0894672563,0.0327748845,0.0156197774,0.0057160333,0.155247371,0.0159506866,0.2780556977,0.0072298719,0.0030070123,0.0168448021,0.0080076013,0.0055637212,0.0026518422,0.0241674264,0.0009356135,0.0093559745,0.0047636486,0.0018810904,0.0028581166,0.0009489477,0.0029026373,0.0227278747,0.0007188828,0.0233298328,0.0022643159,0.0001227865,0.0067110928,0.0035421958,0.0093276286,0.0014688841
LECLERC,0.0141133118,0.0001323195,4.58E-05,0.0260559779,0.0041734151,0.0027149335,0.0061219581,0.0121465021,0.0015328773,0.0005977634,0.0005383165,0.0003350849,0.0035620566,0.0018374042,0.0024538474,0.0002871034,0.0004773507,0.053189657,0.031106302,0.0012173939,0.0001343885,0.0573034572,0.0001733599,0.0785008789,0.0306656227,0.0016156245,0.0093540527,0.0122593607,0.0006302593,0.0006708501,6.95E-05,0.0002835711,0.1524202418,0.0217939754,4.68E-05,0.0003449728,0.0011125439,0.0056321883,0.0271607477,0.123733216,0.0016071922,0.0001181845,2.12E-05,0.0064786409,0.0042338531,0.0228840804,0.0007869037,0.0184361525,5.41E-05,8.90E-05,3.38E-05,0.0897331173,9.03E-05,0.0142815718,0.0612415714,0.0024313688,0.0012779805,0.0160966359,0.073512049,4.72E-05
LEFRANC,0.001091351,0.0001246807,4.31E-05,0.0023106933,0.009975524,0.0010745785,0.0141220355,0.0059873036,0.0001052135,0.0002693054,7.56E-05,0.0006502059,0.0002085683,0.000379554,0.001192857,0.0005986097,0.0006175332,0.0239026417,0.0046550284,0.0010477601,0.0014786723,0.00309541,0.0001633518,0.0606481841,0.0432686168,0.0179368847,0.0012477231,0.0485828633,0.0001557626,0.0015475649,6.55E-05,0.0002672005,0.0757974938,0.1206293344,4.41E-05,0.0001062167,0.0007522359,0.0040443863,0.0459357842,0.0344174939,0.0021119435,0.0001113617,2.00E-05,0.0043198417,0.0029074639,0.0233749265,7.76E-05,0.0004290672,5.10E-05,8.39E-05,3.19E-05,0.041592555,0.0004612427,0.0049850809,0.1099894497,0.0002659768,0.0702559559,0.076743341,0.1335260882,4.45E-05
LEGOUVE,0.0081510095,0.0001997765,0.0002433189,0.0211576153,0.0080431574,0.0262628376,0.0138749892,0.0025603689,0.0005100863,8.73E-05,0.0002157936,0.0168878154,0.0084024236,0.001637846,0.0007518656,0.0003127153,0.000599297,0.0511443986,0.030764364,0.008335853,0.0078833085,0.0384685933,0.0008563133,0.0528885053,0.0657243335,0.0045109201,0.0012719049,0.0302072212,0.0015429386,0.004135119,0.0004120564,0.0007533586,0.0339506818,0.1568563496,0.000111081,0.0007538236,0.0006051267,0.0005497837,0.0288491228,0.1159252069,0.0006882634,0.0002581155,2.15E-05,0.025664179,0.0044234985,0.005994648,0.0003744014,0.0119654475,0.0003284594,0.0002952035,3.43E-05,0.019328921,0.0003717255,0.0060129163,0.0298965653,7.42E-05,0.0832947568,0.0140115604,0.0505149629,4.78E-05
LEMIERRE,0.0110070989,0.000563095,0.002451103,0.015794718,0.0141814804,0.0164715275,0.0042873731,0.0105845838,0.000142861,0.0001966797,0.0002492058,0.0022125805,0.003599014,0.0028290437,0.0058885385,6.25E-05,0.0004857219,0.0525399344,0.0189762897,0.0202219587,0.0029242544,0.0096303765,0.0018437187,0.0003170737,0.0100065566,0.0092080922,0.0008214779,0.0185262869,0.0017555692,0.0076812875,0.0006366498,0.0037353624,0.022919444,0.1054521417,0.0004614631,0.00061946,0.0010682602,0.0074367703,0.0208994657,0.1176587313,0.0007457693,0.0006312336,2.71E-05,0.00920119,0.0199158519,0.0062654145,0.0022230646,0.0546055018,0.004991541,0.0001138914,0.0005885369,0.0443104989,0.0014884729,0.0049744209,0.0021701568,0.0001725774,0.1976876231,0.0186178757,0.1048610344,6.04E-05
LEVAYER,0.0050284457,0.0001261786,0.0002331329,0.0114693206,0.0015997754,0.0087855247,0.0282839823,0.1924565905,0.0030672009,8.22E-05,7.65E-05,0.0052144223,0.017646694,0.0001859656,0.0015956296,4.66E-05,0.0024701574,0.0021854594,0.0415105079,0.0592531131,0.0007166836,0.012772242,0.0007338217,7.24E-05,0.0044574373,0.0003025856,0.0060928718,0.016228776,0.0336202272,0.0248142994,6.63E-05,0.001440729,0.0205872564,0.0048852407,0.0002217798,0.0008160875,0.0053689736,0.0147305647,0.0191717327,0.1024782227,0.0256053092,0.0001126996,2.02E-05,0.0402506774,0.0029204822,0.0173110792,0.0002697256,0.0167987394,5.16E-05,8.49E-05,0.0007879887,0.0961329776,0.0002785579,0.0334207386,0.0054085751,0.0087362955,0.0120610126,0.0764098637,0.0123978616,4.50E-05
LINANT,0.0015948949,0.0001294323,4.48E-05,0.0194454713,0.0123675753,0.0003366539,0.003457866,0.0006645087,0.0001092233,8.43E-05,0.0043266107,8.93E-05,0.0126612309,0.000190761,0.000551128,4.78E-05,0.0008809659,0.0011495971,0.0025750394,0.0478059882,0.0001314562,0.0063727992,0.0011041371,0.0112990522,0.0026677907,9.29E-05,0.0058590662,0.0021565017,0.0043937226,0.0008531771,0.0003640513,0.0009187978,0.0206939565,0.2166436564,4.58E-05,0.0004383368,0.0003891907,0.0007484082,0.0198709174,0.1682804233,0.0027664928,0.0001156057,2.08E-05,0.0010780799,0.0002109055,0.0179355527,8.05E-05,0.0157613154,5.29E-05,0.0015985118,3.31E-05,0.0474809623,8.84E-05,0.0026876116,0.0799007809,0.000399807,0.0563655931,0.0304635931,0.1710760798,4.62E-05
LONGEPIERRE,0.0036333551,0.0005605313,5.52E-05,0.0041732391,0.019150515,0.0299219086,0.0155853287,0.000629025,0.0047595535,0.0007068681,0.0021965489,0.0001101531,0.0074261419,0.0004373219,0.0005149777,0.0006813189,0.0011087429,0.013683926,0.0120858519,0.0083806677,0.0011616569,0.0117328161,0.0018465942,0.0010025028,0.1392163345,0.0001146282,0.0003575594,0.098552161,0.0009870671,0.0055967096,0.0008876903,0.000342182,0.0508700577,0.1171671627,0.0002574196,0.0013342125,0.000480108,0.0065274294,0.0041446721,0.2295835379,0.0002578704,0.0003676576,2.56E-05,0.030200257,0.000461117,0.0057206927,9.93E-05,0.0085441032,6.53E-05,0.0001074159,4.08E-05,0.0568718273,0.0001090009,0.0088871533,0.0355538549,0.0037815647,0.0244830782,0.0110436688,0.0153590558,5.70E-05
MAGNON,0.0125530546,0.0005701643,0.0199810176,0.0339308151,0.010686381,0.0148441016,0.0149253176,0.0580992775,0.011685529,0.0004699867,0.0004207455,0.0184904398,0.0390528619,0.0041512955,0.0028665375,9.16E-05,0.0019820251,0.0061106646,0.0589776481,0.0398689753,0.002975193,0.0249328594,0.0007142132,0.0031821849,0.0281362961,0.0003899271,0.001119601,0.013702461,0.0043151227,0.0080692223,0.0002297291,0.0102657237,0.0457775341,0.0099584155,0.0005401164,0.0028181715,0.0014003067,0.0333630222,0.0415219865,0.0727496814,0.0282688396,0.0015163805,2.38E-05,0.0446243955,0.0066039273,0.0168721719,0.0032876274,0.0295664291,0.000441419,0.0022304779,0.0002414828,0.0538715895,0.0007153565,0.0350256289,0.0191980774,0.0066607711,0.0120656926,0.0561126729,0.0267002881,5.29E-05
MAIRET,0.0300810464,0.000330752,0.0005381154,0.0305702766,0.0086571994,0.0016678156,0.0156896526,0.0825649203,0.017392194,0.0021507999,0.0003984118,0.0011340148,0.0280459621,0.0009626035,0.0150116224,0.0001378938,0.006565097,0.0134477513,0.02963489,0.0086669921,0.0139295704,0.0087096354,0.0021753868,0.0015696538,0.0151523624,0.0250167529,0.0061418953,0.0201075854,0.0103202378,0.0032958347,0.0022689024,0.0324459203,0.0170425271,0.0063408545,0.0022822367,0.015879325,0.055175815,0.0297085674,0.0423312356,0.0122335494,0.0520125685,0.0038185655,0.0001148971,0.025285612,0.0104777937,0.013539201,0.0015326148,0.0032602032,5.57E-05,0.0041237841,0.001402157,0.0769345444,0.0005448149,0.1342653125,0.0227913837,0.0086448746,0.0093402209,0.0081855004,0.0078458189,4.86E-05
MARECHALA,0.0088249873,0.0014200901,0.0018300469,0.016459383,0.0073337071,0.0048008554,0.0152737908,0.0137357158,0.0024877239,0.0164797905,0.0015401003,0.0021769069,0.0056011478,0.0040246666,0.0030939011,0.0009925188,0.0055483721,0.0050204026,0.0405772674,0.0371549015,0.0109231327,0.0169041851,0.0005294336,0.00010854,0.0143910347,0.0030138346,0.0137654449,0.0245013414,0.0083647803,0.0163695504,0.0053476245,0.0405416876,0.0383121259,0.0078608647,0.002100396,0.0135220433,0.0330203875,0.0425601008,0.0802232244,0.0522310099,0.0139482468,0.001511404,0.0001191605,0.0178407929,0.0131189675,0.0132664281,0.0047083176,0.0060721174,0.0009691589,0.0009976248,0.0015590301,0.0433941534,0.0004646168,0.2297943957,0.0036556722,0.0018416602,0.0036269439,0.0112984186,0.0116326412,0.0012132314
MARIVAUX,0.0089236058,0.022390905,0.0006086627,0.0353021021,0.0106393753,0.0052206234,0.0079571983,0.005458539,0.0115749792,0.0039337519,0.0004346992,0.0002992585,0.0077141079,0.0123483749,0.5005211065,0.0019783066,0.0333937285,0.0006933916,0.0050307589,0.0043338173,0.0033864877,0.0184956665,0.0139010258,0.0004388507,0.0123758668,0.0003168903,0.0111888198,0.0019023887,0.0031826608,0.0030782687,0.0026601421,0.0080067684,0.0213707032,0.0196945088,0.0017811022,0.0067785423,0.0382290716,0.0106250132,0.0056909849,0.0049061909,0.0061457889,0.0130611494,0.0096999864,0.0119787334,0.0073954691,0.006965047,0.0023740506,0.0022258195,0.0014868106,0.005606562,0.0004440127,0.0129008992,0.010203082,0.0068821423,0.0091875804,0.00105331,0.0029389016,0.0036751539,0.0155585642,0.0034496906
MOLIERE,0.0338028609,0.0181662243,0.0020652675,0.0332218862,0.0098834911,0.0120372305,0.0081555704,0.0234780935,0.0061413327,0.0068761789,0.0043796408,0.0035827154,0.0079127869,0.0548453458,0.0185313332,0.0075000356,0.143266287,0.0028885233,0.009522134,0.0087966587,0.0008665524,0.0322549308,0.0044807236,0.000741084,0.0753592237,0.003756241,0.0066921335,0.0129981845,0.0018269358,0.0164722767,0.007033867,0.0171949293,0.050970025,0.0092222521,0.0107312719,0.0063279126,0.1075395068,0.0248724818,0.0073768665,0.0089108425,0.0207667946,0.0161763716,0.0105782645,0.0133479934,0.0088030737,0.0105665971,0.0042513574,0.0053358819,0.0016663317,0.0045802756,0.000417081,0.0191654928,0.0064702427,0.0192481784,0.0082253632,0.0027406004,0.0027520527,0.0036756023,0.0151750119,0.0053755952
NADAL,0.00660085,0.0003300569,0.0007072731,0.0124632804,0.0093576646,0.0276069569,0.0039539407,0.0030139517,0.0004345292,0.0001996679,0.0001178625,0.0288076424,0.0049992913,0.0020277738,0.0016708578,0.0002640954,0.0004518617,0.0542016672,0.0099651863,0.0108721148,0.0016753964,0.0099705099,0.0010806322,0.0004046633,0.0154406195,0.0007148905,0.0004077411,0.0231475528,0.0040068753,0.004026863,0.0001055828,0.0009980333,0.0533306703,0.0487048883,8.43E-05,0.0009399451,0.0012821228,0.0037721369,0.0184140732,0.1017166433,0.0020173652,0.0002735969,2.01E-05,0.0276555315,0.0034387853,0.0059325323,0.0001182329,0.014243769,0.0006545154,0.0002903718,0.0001542214,0.0204003525,0.0002888664,0.0064436269,0.036478335,0.0003243976,0.0214343298,0.0241806603,0.3672948389,8.48E-05
NERICAULT,0.0062587731,0.0212838675,0.0016617599,0.089340285,0.0011652296,0.0291337689,0.0087828459,0.0162538814,0.0013276386,0.0009106064,0.0002558503,9.55E-05,0.005859439,0.0365384873,0.0810262588,0.0016343686,0.0260715829,0.0003608868,0.0014748135,0.004939525,0.000140612,0.0566487222,0.1885077841,0.0002440546,0.0039213894,9.94E-05,0.0145388702,0.0036746654,0.0033833279,0.0165855801,0.0054557324,0.0072786344,0.0350416683,0.0215680738,0.001861197,0.0002847161,0.0548412445,0.034491165,0.0017860405,0.0044483393,0.0010930967,0.0211955809,0.000906182,0.0637060408,0.0029949344,0.024728359,0.0034823465,0.0053341953,5.66E-05,0.0033159173,0.0076733163,0.0223161432,0.0045704435,0.0026337131,0.0064748609,7.67E-05,0.0118414556,0.0066846068,0.0155493067,0.006189587
NIVELLE,0.0235928776,0.0191448745,0.0021715441,0.0940624036,0.0117210047,0.0131331178,0.0235750532,0.0053237066,0.0003469261,0.0005201295,0.0005726743,0.0002825684,0.0073439414,0.0331905031,0.0261599342,0.0001237847,0.0110272022,0.0008045998,0.0083942244,0.0115360967,0.0003409213,0.0487398236,0.165598099,0.0002763872,0.0356261723,0.0005012148,0.0142490061,0.0027346473,0.002446325,0.0018703281,0.0010781069,0.0073432758,0.0363294191,0.1020403948,0.0001135698,0.0050521604,0.0386645316,0.0192840074,0.006333459,0.0099539186,0.0089612585,0.0114026447,3.10E-05,0.0277835656,0.0020809029,0.0157489486,0.0004072438,0.0100827232,0.0049994861,0.0072870632,0.0018163364,0.0552242612,0.00913078,0.0100945211,0.0057058006,0.000611811,0.0106846394,0.0016409234,0.0243596768,0.000343474
OUVILLE,0.0565284496,0.0035315594,0.0007826207,0.0587503487,0.013208895,0.0012116032,0.0985534162,0.0600366284,0.0002430445,0.0010987941,0.0058291317,0.0002122813,0.0016705974,0.0072881181,0.0110326343,0.0009212894,0.0496578089,0.0011430398,0.012360056,0.0060404806,0.0004862469,0.0316348477,0.0030249044,0.000236186,0.010885285,0.0015607434,0.0184807509,0.0032259401,0.0024741558,0.0348688177,0.0008144895,0.138305703,0.012442,0.0074457246,0.0004932183,0.0069196839,0.0204337646,0.1018020195,0.010730651,0.0151221415,0.0040202695,0.0019117283,3.35E-05,0.0096037788,0.0075739313,0.0192776967,0.0010396019,0.0072311369,8.53E-05,0.0049648227,5.34E-05,0.0187491862,0.001557149,0.088156484,0.00810186,0.0044314069,0.0010801709,0.0031654714,0.0074006169,7.45E-05
PALISSOT,0.0154824867,0.0030541679,0.000199068,0.032757523,0.0036844137,0.0304181495,0.0084200066,0.0048799684,0.0003934695,0.0024296665,9.81E-05,0.0002574095,0.0013720756,0.1186823101,0.0272457887,5.98E-05,0.0036126254,0.006576151,0.0015171824,0.0067326166,0.0017766019,0.0251399187,0.1002845722,0.0013570768,0.0128528403,0.0001162393,0.0067350814,0.0093674125,0.00231367,0.0026440042,0.0311020852,0.0049621227,0.0490087275,0.1260980305,0.002419694,0.0004190299,0.0041708005,0.0083032328,0.0047762019,0.0901190932,0.001640253,0.0002993185,2.60E-05,0.0155031418,0.0002638309,0.0053028975,0.0006505605,0.0020606895,0.0044913346,0.0067484238,4.14E-05,0.0114949513,0.0049852577,0.0055413247,0.0163910682,8.97E-05,0.0685808166,0.0211652974,0.0820609369,0.0008233231
PELLEGRIN,0.0069948625,0.0003676246,4.45E-05,0.0082664055,0.0047653749,0.0330448074,0.0072422858,0.0008244436,0.0001085147,0.0003115014,0.0003177212,0.0003164247,0.0111206092,0.0009913318,0.0019566726,0.0002786342,0.0009958588,0.0090315757,0.0074318402,0.0041952715,0.0410764504,0.0361329686,0.0001684771,7.38E-05,0.0145532423,9.23E-05,0.0003659118,0.0034333563,0.0017593552,0.0056794746,6.76E-05,0.0029113025,0.0587627816,0.0305992414,4.55E-05,0.0001095493,0.000386666,0.007114282,0.0110917466,0.0817846979,0.002886224,0.0001148558,2.06E-05,0.0277713686,0.0002095373,0.0018255073,8.00E-05,0.009166827,0.0002923401,8.65E-05,3.29E-05,0.0205646804,0.0024909043,0.0061335236,0.1818002734,7.13E-05,0.0350062125,0.1002422835,0.2163433632,4.59E-05
PESSELIER,0.0032045399,0.0132410255,0.0021874297,0.0077500383,0.0024081671,0.006522482,0.0153392855,0.0134076982,0.0004437694,0.0019802489,0.0045415073,0.0024560969,0.0125489197,0.1447154154,0.0202405881,0.0229876029,0.000305225,0.0005480172,0.0016825318,0.004207074,0.0001601065,0.0199695825,0.0783871948,9.05E-05,0.0254959676,0.0001131731,0.0001546285,0.0052747768,0.001121197,0.0107418024,0.2028945573,0.0034036523,0.0139859986,0.0252610792,5.58E-05,0.0261553078,0.0606578705,0.0074795006,0.0007890098,0.0018133674,0.0020676586,0.0050224038,2.53E-05,0.0333596992,0.0036413454,0.0042149027,0.0194235231,0.0044894658,0.0171007866,0.0019197768,4.03E-05,0.0071650593,0.0047926752,0.0348487681,0.0133423921,0.0164087256,0.0361695306,0.0053915292,0.0257972172,5.63E-05
PIRON,0.0103979224,0.0239040119,0.0018257812,0.0336023625,0.0100085456,0.021008937,0.0080982902,0.0060386469,0.0004722259,0.0409315237,0.0025305381,0.0013656075,0.004126135,0.0220442217,0.0365627359,0.0105415781,0.0121898046,0.0079185719,0.007852357,0.0096110258,0.0011990241,0.0429488862,0.0860136491,0.0001327024,0.0283057035,0.0067634517,0.0078443624,0.0193951034,0.0010730529,0.0036413838,0.0502074874,0.0063172556,0.0263967775,0.0510484088,0.0003573499,0.0046854762,0.0939437148,0.0142481193,0.0118426949,0.0403714357,0.007430348,0.0111378201,0.012776862,0.0194758351,0.0063260383,0.0063924211,0.0064321973,0.0034825095,0.0063038767,0.0033367637,0.0008334116,0.0203642238,0.0085453388,0.0089762852,0.0204121676,0.0009465528,0.0292748156,0.0109606217,0.0455926616,0.0032323869
POINSINET,0.016089116,0.0001191605,0.0002453956,0.0079889374,0.0023694394,0.0013818735,0.0145280951,0.0042860357,0.0009291666,7.76E-05,7.22E-05,0.0015156483,0.0102669167,0.0020944217,0.0004362453,4.40E-05,0.000447951,0.0144458112,0.0095356487,0.0013041081,0.0001210238,0.002854829,0.0026703694,0.1080886756,0.0042993761,8.55E-05,0.0022736835,0.0369485661,0.001356741,0.0111430299,6.26E-05,0.002950555,0.0573470302,0.0627597697,4.21E-05,0.000101514,0.0021043589,0.0013973825,0.048936128,0.0911895771,0.0001924486,0.0008254327,1.91E-05,0.0307949257,0.0008019226,0.0088903517,7.41E-05,0.0153483305,4.87E-05,0.0002873173,3.05E-05,0.0398471921,8.13E-05,0.0054629999,0.0256599507,6.60E-05,0.1019387325,0.0087076003,0.2359696805,4.25E-05
PRADE,0.0173967839,0.0005515218,0.0004636158,0.0153902824,0.0022274785,0.0318254783,0.0113955689,0.0067223316,0.000715359,8.55E-05,7.96E-05,9.06E-05,0.0063350775,0.0001934872,0.0002523968,4.85E-05,0.0002541878,0.0006145997,0.0400844377,0.0858413475,0.0003283744,0.0293271749,0.0001720006,7.54E-05,0.0151651337,9.42E-05,0.0003238124,0.0023853028,0.0322524423,0.0163516535,6.90E-05,0.002629858,0.1778562794,0.0047763553,4.64E-05,0.0001118404,0.000603863,0.0351215608,0.0288378853,0.1017416172,0.0034467314,0.0005278931,2.11E-05,0.0166056564,0.0566263344,0.0166722473,0.0005065421,0.0746757517,0.0002813406,8.83E-05,3.36E-05,0.017615007,8.96E-05,0.0029310013,0.0175301522,0.003056284,0.0003068118,0.114434394,0.0056660955,4.68E-05
PRADON,0.0057732771,0.0003170177,0.0006456852,0.0219787569,0.0233901921,0.0185907189,0.0082999071,0.003132044,0.0002432476,0.0002637231,0.0001821851,0.0006134663,0.0192331124,0.0012895379,0.0011923289,0.0001903799,0.0014261676,0.0069824968,0.0224082244,0.0029438649,0.0227883105,0.0193669303,0.0011997272,0.0010355337,0.0254915887,0.0037005451,0.0003040152,0.016866448,0.001518892,0.0044871598,0.0001980555,0.0040605388,0.0485027187,0.0299539123,9.99E-05,0.0003847289,0.0014680104,0.0031924834,0.079705082,0.1003491537,0.0021451187,0.0003918489,6.73E-05,0.016242806,0.0020547346,0.0190138847,0.0003051029,0.008741236,0.0001464006,0.0001959183,3.83E-05,0.0191302188,0.0005147453,0.0028495108,0.3223259802,0.0002020942,0.0117339726,0.0155973814,0.0744387072,9.47E-05
PUGETDELASERRE,0.0003161887,0.0033601097,4.19E-05,0.0119665362,0.0339896579,0.0005941983,0.0152600663,0.1093671392,0.0001022545,0.0057875275,7.34E-05,0.0006250265,0.0122652048,0.0007200199,0.0091345857,0.0003154774,0.0010266735,0.0236603607,0.0464815377,0.0465507188,0.0141141372,0.0296890691,0.0001587576,0.0050901871,0.0007261241,0.0006112499,0.0022085407,0.0030631632,0.0017678492,0.0024377149,6.37E-05,0.0086725077,0.0107366387,0.0034152617,4.29E-05,0.0001032294,0.0033996546,0.0020191386,0.1400855741,0.0704444405,0.1857551106,0.0104570366,1.94E-05,0.014372452,0.0004799412,0.0021209957,0.0008851611,0.0205170911,0.0003202459,0.0034891913,3.10E-05,0.0952346505,8.27E-05,0.0254572539,0.0005894364,0.000339495,0.0119433875,0.0057943244,0.0015794273,4.32E-05
QUINAULT,0.0329163186,0.0022923644,0.0009467009,0.0763400081,0.0219011968,0.0138496312,0.0346017916,0.0047159625,0.0229859175,0.0010567469,0.0018283002,0.0006431006,0.0102922558,0.0091796809,0.0059751227,0.000105058,0.0230084609,0.0007360637,0.0433174724,0.0078797481,0.0002046634,0.0469938197,0.0116913106,0.000310235,0.0327348151,0.0026339475,0.0036459994,0.0122114568,0.0020525172,0.007004347,7.17E-05,0.0304742985,0.1388457005,0.0157283327,0.0009717781,0.006143917,0.0395497958,0.0357304992,0.007078661,0.029780784,0.0031605578,0.0022448971,0.0002335249,0.0055630106,0.0031649834,0.1075247695,0.0010213435,0.014474086,0.0001654985,0.0040571338,3.49E-05,0.0428850038,0.0026497504,0.0158316608,0.0173256896,0.0003448194,0.0014175237,0.0144785796,0.0249431648,4.87E-05
RACINE,0.0092773063,0.0110433685,0.0005717149,0.0152386604,0.030884795,0.0270386161,0.0247197163,0.003516848,0.0020124015,0.0026258753,0.0006767269,0.0174782507,0.0117631137,0.0010965778,0.0020304643,0.0006561237,0.0082423624,0.0289885754,0.0278016263,0.0093330795,0.0071992046,0.0276778169,0.0017052677,0.0160835108,0.0214279689,0.003335781,0.0025010382,0.0256812297,0.0036595733,0.0069343724,0.0004449763,0.0083992346,0.0339214183,0.0432514245,0.0004304124,0.0011338743,0.0116290716,0.0077641168,0.0386624063,0.0749399134,0.0024905408,0.000436445,8.43E-05,0.0128390158,0.0115410196,0.0121867646,0.0011036864,0.0093454942,0.0007540142,0.0011445019,0.0003807064,0.023689513,0.0027169738,0.0094571427,0.1468511862,0.0005646556,0.0263143393,0.0291296049,0.1349707327,0.0022205838
REGNARD,0.0120732994,0.0635791455,0.0004896162,0.0131911571,0.0118121711,0.0050971694,0.0121996396,0.0068980158,0.0042155349,0.0456316629,0.0007810912,0.0006267595,0.002733556,0.0308930608,0.0286255131,0.0237736775,0.1021903708,0.0031785252,0.0112866628,0.0046869629,0.003708297,0.0230395629,0.0342261077,0.0006457861,0.0391950541,0.0036400396,0.0130266887,0.0159127447,0.0015005335,0.002724047,0.0134580049,0.0219978448,0.0148795449,0.0142532836,0.0101458063,0.0119477232,0.1059641298,0.0094918062,0.0102769499,0.0253872579,0.0033271905,0.0478432504,0.0008144292,0.0103036982,0.0070146261,0.0197421897,0.0051457981,0.0026297514,0.0024809656,0.0158905418,0.0013027386,0.0129477238,0.0330815456,0.0113749899,0.0179348236,0.000770039,0.0055265796,0.0056962935,0.0270533029,0.0097347183
ROSIMOND,0.0256141009,0.0163016528,4.91E-05,0.0331306796,0.0164933053,0.0003690493,0.0284126433,0.0560477487,0.0001197336,9.25E-05,0.0379891706,9.79E-05,0.0037781466,0.0458551579,0.0076580745,0.0047082213,0.0266836525,0.0013810591,0.0079939569,0.0126776608,0.0040109072,0.02751975,0.0016012052,0.0003027241,0.0582734906,0.0058763685,0.0016439327,0.0293540196,0.0074184669,0.0053063523,0.0003176846,0.0170712489,0.0292380913,0.012158193,0.0086557229,0.0001208751,0.2073797513,0.0255023889,0.0178813158,0.0674582721,0.0209071647,0.0035475235,2.28E-05,0.0009617768,0.0030215591,0.0090664382,0.0022473476,0.0211109938,0.0030111264,9.55E-05,3.63E-05,0.0394233103,0.0003577304,0.0112018909,0.0016034967,7.86E-05,0.0010277568,0.0004041083,0.0075563914,0.0217740781
ROTROU,0.0176421525,0.0007025465,0.002909452,0.0150171578,0.0065407672,0.0118479771,0.0108358097,0.0207469883,0.0088865205,0.0009667612,0.0028847122,0.0140807215,0.0102579112,0.0050531421,0.0022788874,0.0006545371,0.0021063163,0.0098708428,0.0364601198,0.0199075656,0.0013294748,0.0133760601,0.0015472057,0.000933237,0.0143016082,0.0049739356,0.003127733,0.0361147369,0.0095567437,0.0143042824,0.0040512627,0.0167072344,0.0298106461,0.0083155696,0.0005357202,0.0084246203,0.0104763734,0.0315125737,0.0375570606,0.0513914427,0.0142909731,0.0005499467,1.97E-05,0.0439422821,0.0074900108,0.0256150882,0.0039131385,0.0071234015,0.0003639832,0.000861915,5.42E-05,0.0337678218,0.0006845473,0.1208287496,0.0074615911,0.1608474639,0.0047438254,0.0461841207,0.0219956487,0.0012631687
