idno,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
tc0057,0.0108344482,0.00447652,0.0011248276,0.0110378828,0.0003361435,0.0024116844,0.0131564721,0.0833458796,0.0085592232,0.0018747637,0.0034852933,0.0016613153,0.0694722406,0.0001131961,0.000127701,0.0086280981,5.09E-05,0.0206531719,0.0168105189,0.0020357306,0.083041512,0.0097296368,0.011495832,0.0043802456,0.0241138454,0.0115380761,0.0002333776,0.0086204232,0.3206376491,5.70E-05,0.0119668581,0.0205906971,0.0031103086,0.00378725,0.0038892529,0.0143034163,0.0242608869,0.0021313997,0.0005401331,0.0026435745,0.0002743669,0.0089125483,0.0022995501,0.0679645997,0.0010947472,0.009467246,0.0023533055,0.0008432368,0.002205703,0.0005764364,0.0062231541,0.0002593568,0.0286998573,0.0055680839,0.0003213656,0.0054245153,0.0223731957,0.0035652233,0.0046648254,0.0056413435
tc0059,0.0001693004,0.0104919553,6.05E-05,0.076613227,0.0001309708,0.0047563175,0.0012480247,0.0183130865,0.0016907671,0.0001493705,0.0023154384,0.0029226672,0.0764902917,0.0009910429,0.0058482849,0.0437316205,0.0015000229,0.0019820491,0.0996130311,0.0011278238,0.0075264066,0.0017163759,0.0078863225,0.0461694479,0.0365930082,0.0026256682,0.0013344608,0.0260431196,0.0050498892,0.0379390939,0.0001470842,0.0003533024,0.0156409245,0.1163740325,0.0002040442,0.005448868,0.0013582706,0.0030945028,0.0766706826,0.0017937762,0.010276171,0.0003064746,0.0006988574,0.0055496149,0.0060472401,0.0001428446,0.0530492472,0.0106355608,0.0051722007,0.011890217,0.0107804693,0.004862072,0.0194121924,0.0033251626,0.0025108954,0.0044351322,0.0092053737,0.0241412783,0.0657359199,0.0077080233
tc0064,0.0001640804,0.0070595418,0.00166657,0.0244520776,0.0008205173,0.008973372,0.003362151,0.0246137599,0.0023709916,0.000144765,0.0005840832,0.0056555426,0.0354421148,0.0005784502,0.0238173617,0.0158081446,0.0018647055,0.0013829307,0.0422177609,0.0050655715,0.0034702321,0.0115565037,0.0153936742,0.0338446638,0.0099948436,0.0273938046,0.0013734148,0.0761215185,0.0121991647,0.0255380769,0.0001425492,0.0003424091,0.0069713213,0.0908128827,0.000197753,0.0236911892,0.004782451,0.0063821989,0.0733243316,0.0016475539,0.0039713102,0.0014202032,0.00079422,0.0007053,0.0365711803,0.0050286194,0.0718173485,0.0235282757,0.0152134646,0.012238648,0.0064527438,0.0778784846,0.0083812817,0.0074147093,0.0051237428,0.0040490658,0.0074685944,0.0116591138,0.0677537765,0.0013048882
tc0068,0.0056897628,0.0155548053,0.0003794995,0.0043965553,0.0003557364,0.0060902264,0.0026381364,0.0179445465,0.0055146163,0.0010852688,0.002532377,0.0168115315,0.0138079231,0.0030632405,0.0027329758,0.0515642606,0.0022019179,0.0003137917,0.0857490424,0.0237972666,0.002173001,0.005169497,0.0109978041,0.0060746531,0.0152544687,0.0548657678,0.0042863959,0.0183502384,0.002834337,0.0092931545,0.0039978509,0.0031942064,0.0068199162,0.0052161377,0.0011018136,0.0176026695,0.0021808366,0.0063159887,0.0249105431,0.0036429077,5.84E-05,0.0025639852,0.0057879186,0.0004765605,0.0033155213,0.0018445698,0.0195135041,0.0405755303,0.0088859517,0.005438839,0.055192714,0.0018698726,0.0176502548,0.0048795239,0.0016813045,0.0072797775,0.0092544748,0.1844389628,0.1541330575,0.0086536302
tc0070,0.0003124407,0.0253026618,0.0005489994,0.0003518922,0.1768539952,0.0076600494,0.0003776031,0.0025807609,0.0072982807,0.0075658688,0.0079267355,0.2127790113,0.0030882296,0.0001070841,0.0001208058,0.0063484513,4.81E-05,0.001957887,0.0397166914,7.95E-05,0.002453188,0.0044513834,0.0015143754,0.000472977,0.033402653,0.0047134284,0.0023933951,0.0143330663,0.0015045316,5.39E-05,0.0002884942,0.0053041623,0.0002035953,0.0001921535,0.0005197786,0.0008020382,0.0003495121,0.2344965759,0.0026829371,0.0005488443,3.90E-05,0.0008342675,0.0010052496,0.0002108707,0.0003393541,0.0001187267,0.0099731648,0.0261557656,0.0003907027,0.0004520435,0.0977575852,4.49E-05,0.0036448606,0.0193310419,9.73E-05,0.0212810709,0.0025177557,0.0009131596,0.0004007283,0.0027864335
tc0072,0.0020470681,0.0093472585,0.0040223659,0.0017508041,0.0870172071,0.0211146762,0.0007091189,0.0012992752,0.0011587739,0.0042283229,0.0192820416,0.258055086,0.0042179561,0.0024364289,0.0009414959,0.0028346189,7.23E-05,0.0001623087,0.0027985951,0.0046411529,0.0056861555,0.0089582744,0.0077921954,0.000595853,0.0204110371,0.0103109995,0.0052774707,0.01435376,0.0004473142,0.0083834076,0.0009978028,0.0365771797,0.0026276052,0.0198260786,0.0194808145,0.0009329795,0.0006578969,0.1086332964,0.000453538,0.0223428594,5.86E-05,0.0165176097,0.0009223145,0.0062371057,0.0035083124,0.0005428746,0.0016138062,0.0103247228,0.000320997,0.0001962647,0.0036185622,0.0063298722,0.0103410891,0.1021248788,0.000146136,0.0370775391,0.049102878,0.0230462672,0.0047930994,0.0002936607
tc0074,0.0012027895,0.085840222,7.10E-05,0.0044039564,0.0028007853,0.0101335039,0.0130065917,0.0633950203,0.0098127516,0.0044081253,0.0185318928,0.0013883919,0.0483316458,0.0250148854,0.0031252199,0.0669648859,6.80E-05,0.0023923712,0.0187804221,0.0003023656,0.0150972643,0.0088608844,0.0322177729,0.0001891629,0.0115903728,0.0865532459,0.0020187308,0.0179245676,0.0149525265,7.62E-05,0.0127400479,0.047022157,0.0014276432,0.0006514918,0.0026573027,0.0391187771,0.0851564687,0.0067809173,0.0035083163,0.0040946422,5.51E-05,0.0204373627,0.0003634879,0.0174768097,0.0048945678,0.0487922443,0.0427681631,0.0060128346,0.001873382,0.0029380076,0.0120857482,0.0004615318,0.0372905835,0.0034985244,0.0009518684,0.0053999305,0.0011902815,0.00851307,0.0043922201,0.0079909619
tc0075,0.0067607722,0.0193738242,0.0030978901,0.004910013,0.0001204608,0.0386002781,0.0408700226,0.0252142768,0.002462588,0.0014837288,0.0053718071,0.0017914741,0.0488150563,0.0012119396,0.0010251183,0.0410983113,0.0110706487,0.0017132237,0.0259909696,0.0004726763,0.0857867804,0.0067790635,0.0444949064,0.0001481502,0.0112029388,0.0346519968,0.0039693305,0.0059048406,0.1280566565,5.96E-05,0.0274225018,0.0038238674,0.0019147196,0.0017127956,0.0352396801,0.0006973993,0.0383381009,0.0007488913,0.0133206711,0.0040348478,0.0004065863,0.0221190148,0.0012760499,0.0181810904,0.0009408857,0.024319223,0.0359294508,0.0191812277,0.0013677751,0.0032438167,0.0172024069,0.0008142755,0.0850629238,0.0042106453,0.0014830932,0.0218726131,0.0018848492,0.004470885,0.0010350335,0.005235293
tc0076,0.0001469464,0.0066398389,5.25E-05,0.0195610139,0.0024328281,0.0015339944,0.0071673789,0.0089353744,0.0159061093,0.0031512167,0.020455656,0.0497926573,0.0056235701,0.0001118257,0.0230018119,0.0156409875,5.03E-05,0.0001128005,0.0112343713,0.1264450703,0.0097616222,0.0936388115,0.0043494142,0.0007162534,0.0044392817,0.018478106,0.0095071536,0.0008887253,0.0200940107,0.0514229529,0.001803857,0.0051411633,0.016626378,0.008581629,0.0001771028,0.0012376985,0.0063205223,0.0063622988,0.0003151977,0.0228620761,4.07E-05,0.0008424539,0.0007016179,0.0002202079,0.0040861695,0.0001239838,0.0051590256,0.0022272285,0.0025001225,0.0012476525,0.0087135787,4.68E-05,0.0054705275,0.01373754,0.0001015609,0.0086813154,0.0035052569,0.0002268026,0.3403253617,0.0013215493
tc0080,0.0051960227,0.0184755736,5.74E-05,0.0003740798,0.0003030532,0.0016773691,0.0039800113,0.0210148358,0.0038004025,0.0003205286,0.0014380445,0.0109657362,0.038367902,0.0004716189,0.0094693387,0.0043648839,0.0017444521,0.002955223,0.0838015724,0.006484157,0.0106394854,0.0216006495,0.0036155273,0.0003388176,0.0019477097,0.029335627,0.0034396322,0.0184226606,0.0061544881,0.0038543738,0.0037544805,0.0027907975,0.0120397923,0.0014602538,0.000381511,0.0322292813,0.0076708767,0.0047140854,0.0308673816,0.0068156343,0.0002124389,0.0004620433,0.0007983992,0.002837959,0.0178668495,0.0001356688,0.0571663741,0.0173915405,0.0600816007,0.0049615486,0.019528873,0.0072447924,0.0180298866,0.0070734784,0.0027279265,0.0010475252,0.0031622032,0.1028428702,0.2580180427,0.0010746669
tc0085,0.0048233294,0.0114355534,0.0012194363,0.0081678718,0.006738155,0.012798018,0.001098074,0.0063654314,0.009920921,0.0005714798,0.0025589458,0.0092579765,0.0055355826,0.0015749842,0.0129671701,0.0056151533,0.0999195048,0.0003399604,0.1191817926,0.0517716845,0.0238746461,0.0423112745,0.0032579235,0.0010376409,0.0167419059,0.0229880094,0.0004924001,0.0122400746,0.017197243,0.0013363365,0.0075772861,0.0018187005,0.000885492,0.0037038152,0.0126407404,0.0061081393,0.0017047428,0.0028631252,0.0344842383,0.0037602006,0.00027099,0.0034420666,0.0005708093,0.0094768317,0.0422251772,0.0001460666,0.0439544134,0.0246566033,0.04279069,0.0024312338,0.0045931249,0.0006763972,0.0079026124,0.0203320992,0.020648529,0.0062587988,0.0078233287,0.0914261133,0.0804025431,0.001086612
tc0086,0.0032334579,0.0121359451,0.001772344,0.0082078468,0.0135879402,0.0042840185,0.0002895554,0.0047571337,0.0021895741,0.0007706214,0.0019721934,0.0013201811,0.0418235162,0.0128433694,0.0001740067,0.0345129977,0.0007230212,0.0001555868,0.071031965,0.1195296966,0.0165124927,0.005752751,0.0026059497,0.0008198884,0.0035107987,0.040932219,0.000991508,0.0010199072,0.0033966621,0.0606664011,0.0004896125,0.0027954254,0.0035226253,0.0015841613,0.0005401779,0.0387013904,0.0008684707,0.0030181866,0.0323104532,0.0063271555,5.62E-05,0.0003669081,0.0026095244,0.0005996332,0.0204021214,0.000171012,0.0825696812,0.0134091205,0.0118217132,0.001321429,0.0294679409,6.46E-05,0.000857872,0.0249799032,0.0260843068,0.0032956088,0.046806431,0.0208463949,0.151101402,0.0014869877
tc0091,0.014996529,0.0449920307,0.0084043254,0.0530586195,0.0002348324,0.0054609852,0.0006601503,0.0141799614,0.0033909579,0.000513931,0.0122567208,0.0061931257,0.019594184,0.0018835331,0.0053236224,0.1303971528,0.0019586216,0.0017069568,0.0117988227,0.0017248633,0.0068539432,0.0064699331,0.0302483311,0.0082410082,0.0027750007,0.0600945889,0.0029676863,0.0398762629,0.0068201781,0.0030102342,0.0007758412,0.0008693663,0.0142950847,0.2445475315,0.0031275003,0.0130398585,0.0046734924,0.0044699338,0.071926783,0.0026922081,0.0058233245,0.0019461592,0.0009792091,0.0004548997,0.0008081188,0.0022457132,0.0038677249,0.0166968897,0.0319221068,0.0015214591,0.0114819088,0.0065641005,0.0069625387,0.0065686468,0.0039509048,0.0013875672,0.0003542735,0.0061217289,0.014660841,0.0091771925
tc0094,0.0085359944,0.1480385204,5.89E-05,0.0005898614,0.0001276124,0.0423772814,0.0063342586,0.011003812,0.0558490202,0.0084296978,0.047342512,0.0038281068,0.0415177559,0.0004788767,0.0001416191,0.1941188483,5.64E-05,0.0001266277,0.0527971928,9.32E-05,0.0112901919,0.0286423273,0.0022466179,0.0003626555,0.0099778348,0.027306696,0.0135127287,0.0013134116,0.0013256296,6.32E-05,0.0007163548,0.0175347589,0.0091547865,0.0002252591,0.003300498,0.0045731918,0.0025381533,0.0125349523,0.0199487457,0.0043642993,4.57E-05,0.0036901769,0.0059818089,0.0045196841,0.0007297666,0.0030169614,0.0250780057,0.0330500027,0.0010096506,0.000153119,0.0805670642,5.26E-05,0.0141772474,0.0041626247,0.0004794261,0.0248338614,0.0001925189,0.0036545401,0.0008576358,0.0009691299
tc0096,0.0001555565,0.1054191791,5.56E-05,0.0001959869,0.0122877032,0.0473422081,0.0149279371,0.0025012641,0.0534283605,0.0003380757,0.1822868503,0.0254221167,0.0177719995,0.000118378,0.0003273712,0.029690838,5.32E-05,0.0041327885,0.0280798269,0.0002828751,0.0036147786,0.0161662128,0.015338859,0.0001479999,0.049547127,0.0192088281,0.0088762662,0.0045917245,0.0008885921,5.96E-05,0.0112038321,0.0647005552,0.0017566835,0.0005813063,0.0016847732,0.0028925984,0.0380576404,0.0246945617,0.0038318906,0.0062441216,4.31E-05,0.0027571164,0.0017886709,0.0023478509,0.0009185317,0.0003159442,0.0155238934,0.086727699,0.0039464585,0.0008730804,0.0405594765,0.0002348003,0.0123989911,0.0133233983,0.001454626,0.0097973139,0.0012745792,0.0017254505,0.0008140783,0.004268892
tc0098,0.0001918854,0.0398000682,0.006708224,0.05067595,0.0009122137,0.0374325122,0.004735543,0.0654067163,0.0062535518,0.0133026854,0.0037882405,0.00149254,0.0865917624,0.0012355128,0.0005703187,0.0286111424,0.0032551634,0.0050862912,0.0279922424,0.0001084493,0.0375960199,0.0397914306,0.001947072,0.0062927335,0.0086406727,0.03250616,0.0041199154,0.031364808,0.0297551592,7.35E-05,0.0001667055,0.0011412882,0.0116228258,0.0974720102,0.0002312641,0.0034763983,0.0241543092,0.0042345685,0.0505362714,0.0014294003,0.009719067,0.014516501,0.0015953489,0.0036274769,0.0042505026,0.0068903397,0.02066746,0.0210004283,0.0103515551,0.0051523906,0.0092382018,0.0072608313,0.0287169445,0.0160775337,0.0071345662,0.0015680074,0.0002239437,0.0205753241,0.0119127383,0.0288173156
tc0102,0.0070201586,0.0082442571,0.0006278512,0.007035221,0.0022846251,0.0140480419,0.0269996705,0.0175577668,0.0040649312,0.0777528729,0.0136601221,0.0621659968,0.0482995019,0.001445292,0.0002846754,0.0049143749,0.0004980724,0.0059324515,0.084555228,0.0011592737,0.0063514635,0.0130912826,0.0064477425,0.0060253823,0.0151496216,0.0024463701,0.0057961753,0.0127987231,0.0118146747,6.12E-05,0.0080808308,0.0042465192,0.0099026023,0.0026292503,0.0608527905,0.0002865132,0.0072816554,0.0187656832,0.0038329244,0.0224776951,0.0001867581,0.0056998487,0.0001360945,0.0050268533,0.0001903259,0.0172663812,0.0036647509,0.007716208,0.0241705236,0.0268803461,0.0269067383,0.0012802895,0.0459617022,0.061689147,0.0002520843,0.0187440605,0.0352116687,0.0796146863,0.0044255909,0.0280864614
tc0103,0.0001857456,0.0667236772,6.64E-05,0.0018564475,0.0077111929,0.0073680444,0.00121245,0.0036218758,0.0338398881,0.0005361091,0.0160715828,0.0038068098,0.0109232744,0.0007097381,0.0001594644,0.0417737945,6.35E-05,0.0431620838,0.0722880994,0.0001049793,0.0010635775,0.005217466,0.0061854597,0.0007396083,0.1536450732,0.0113267171,0.0181141911,0.013916994,0.007777713,7.11E-05,0.0003524186,0.0318110633,0.0018615671,0.0015763551,0.001602834,0.000151983,0.0004515703,0.154013146,0.0022822284,0.0004761025,5.15E-05,0.0315824532,0.0049384633,0.0045471659,0.0013497306,0.0031890667,0.0255264834,0.0698743913,0.0004708696,0.0001724134,0.0264167542,5.92E-05,0.0219943465,0.0292709949,0.0001283767,0.0461457046,0.0020631743,0.0004640135,0.0011126068,0.0058199258
tc0105,0.0272368814,0.097453984,0.0028445281,0.0001925311,0.0187535456,0.1886651616,0.0181393441,0.0168029804,0.0019628609,0.0027312513,0.0128828618,0.0025851149,0.0266261975,0.0001162906,0.0001311921,0.0085454856,0.0003177014,0.0076242315,0.0154284471,8.64E-05,0.0110015706,0.001868332,0.0206076525,0.0004050329,0.017273015,0.0060021939,0.0114976324,0.0150712551,0.0122693879,5.85E-05,0.0001327609,0.0077736401,0.0011351886,0.0002086739,0.0179120525,0.0014309066,0.0104189315,0.099492222,0.0010416153,0.0219547789,4.24E-05,0.0036129766,0.0021666359,0.0170784647,0.0004148456,0.0001289342,0.0097586194,0.0214181181,0.001658344,0.002935501,0.0289713098,4.87E-05,0.0897581611,0.0605068424,0.000105616,0.0385242838,0.0061685569,0.0005846007,0.0007892695,0.0086455097
tc0106,0.0352872109,0.1354319943,0.0002776245,0.000237319,0.000145717,0.0490876045,0.0002690944,0.002738727,0.0237316805,0.0008889525,0.0404286312,0.0040857391,0.0421258228,0.0007538102,0.0001617108,0.0339310066,6.44E-05,0.0001445925,0.0322730652,0.0001064581,0.0048463268,0.0125572904,0.0321957346,0.0001792119,0.0534571473,0.0027680859,0.0113086245,0.0372436378,0.0003984895,7.21E-05,0.0001636446,0.1038303201,0.0014850688,0.000257217,0.0002270179,0.000154124,0.0030273839,0.0180881008,0.0010286241,0.001564898,5.22E-05,0.0377672821,0.0516770746,0.0026722118,0.0002243885,0.0003679443,0.0158207461,0.0291746782,0.0002859599,0.0013405312,0.0946671289,6.00E-05,0.012349912,0.0329302608,0.001188541,0.0294618412,0.0002198319,0.0019310883,0.0005224204,0.0002616074
tc0107,0.0084575671,0.2276818219,5.61E-05,0.000391302,0.0002995231,0.0081582417,0.0043027948,0.0076993529,0.0063005634,0.0006836285,0.0014472938,0.0010892336,0.1231349294,0.0006550264,0.0001347659,0.0485694,5.37E-05,0.0051961149,0.0541294417,8.87E-05,0.0017334243,0.0081123706,0.0017833792,0.000684304,0.0195121696,0.0475535563,0.0062941082,0.008367861,0.0007706071,0.0007710226,0.0008487217,0.2036834752,0.0005884423,0.0002143584,0.0021635779,0.002140561,0.0011171086,0.002514287,0.0059565456,0.0085573545,4.35E-05,0.0271395819,0.0061781342,0.0030846156,0.0009587077,0.0040220249,0.0069438695,0.0321316642,0.0004271601,0.0003362848,0.0089340199,0.0002406196,0.0269261591,0.0058210458,0.0002962068,0.0463751798,0.0009846031,0.0030250082,0.0017423807,0.0024924924
tc0108,0.0007975785,0.0748544095,5.74E-05,0.0007928183,0.0575149623,0.0246426478,0.0011294721,0.0033420445,0.0120231727,0.0001418378,0.017251178,0.0259863432,0.0150700406,0.0001223398,0.0003426241,0.0072467977,5.50E-05,0.0001234063,0.1797553485,9.09E-05,0.0132526132,0.0337016606,0.0064000731,0.0014495773,0.0542415707,0.0385546479,0.0063908328,0.0020255736,0.0014454644,6.16E-05,0.0001396668,0.003206108,0.0039844943,0.0008676967,0.0221542791,0.0001315412,0.0050709071,0.0250693746,0.0037535326,0.0047492755,4.46E-05,0.0009278351,0.0005461569,0.0040048813,0.0004022851,0.0001356411,0.012643978,0.120438545,0.005627156,0.0009676546,0.0168175611,0.0002723237,0.0209834974,0.0293039803,0.0001111099,0.1218633558,0.0133680253,0.000675006,0.0007178531,0.002157824
