"ne0005" "ne0006" "ne0009" "ne0024" "ne0039" "ne0043" "ne0044" "ne0061" "ne0063" "ne0066" "ne0067" "ne0068" "ne0072" "ne0075" "ne0106" "ne0111" "ne0112" "ne0113" "ne0116" "ne0118" "ne0143" "ne0146" "ne0149" "ne0151" "ne0162" "ne0166" "ne0171" "ne0175" "ne0180" "ne0182" "ne0183" "ne0186" "ne0193" "ne0200" "ne0231" "ne0233" "ne0237" "ne0243" "ne0244" "ne0245" "ne0253" "ne0256" "ne0260" "ne0266" "ne0284" "ne0285" "ne0286" "ne0289" "ne0291" "ne0301" "ne0304" "ne0320" "ne0327" "ne0328" "ne0329"
"con" 1.29847876168536 1.26706202762155 1.23141644978431 1.14191343360034 0.813756411839314 0.813135261923378 0.665456745311555 0.962166575939031 1.35610165118679 1.04709605361132 1.2981162981163 1.07427478482627 0.951789778605421 1.10892142142142 0.875902647766783 1.20097327946068 1.01859032129608 1.06305057903593 1.33907855485582 1.3204698415948 0.912988250238171 1.3240503665252 1.1453208987825 1.18259491880269 0.982730655471806 1.31546397753234 1.38169606732481 1.00727400557043 0.831813408500525 1.00015546457999 1.35042171229327 1.20745805321195 0.904418167008398 1.2272490899636 1.32201138901745 1.3257176237688 1.28898867692904 1.10939187808367 1.22465338598106 1.4625986701135 1.58275494840439 1.30577046573499 1.77261339248031 1.12504165756904 1.2859842778493 1.26791295630123 1.22951457519493 1.09151726768581 0.76034919740918 1.32283124730255 1.19528519812829 1.29018150010934 1.34215928809965 1.32801524773461 1.18690547604765
"un" 0.892942139634065 0.855720110228353 1.21073835074334 1.01562293011631 1.24252185918086 1.16497263487099 1.0536398467433 1.11050626020686 1.44317595459236 1.31701414743112 1.63117663117663 1.61300605674211 0.79660666252845 1.1011011011011 0.862530088258893 1.62957340893363 1.42099637415379 1.72028110462239 1.67053364269142 1.27696599022443 1.97681803747221 0.770755147136193 1.16431461186347 0.637507308700655 1.11948605412969 1.10592104305816 1.16523709338081 0.697655552851464 1.01696788813353 1.58055656319635 0.731282099608915 1.00558020835317 1.03923826643822 1.15444617784711 1.09664567277703 1.51556947441868 1.46989936842785 1.3590050506525 1.71748359706677 1.42527337323914 1.04292901472586 1.00098875671488 1.26974434496817 1.17560532757214 0.938124845928401 0.956831986790116 0.835758641619847 0.994689122971744 1.52069839481836 1.26240828657747 1.4298406681277 1.15897660179313 1.05903515424905 1.05033559803817 1.30688148084669
"su" 1.04144850827257 0.985850804957053 1.10164355235481 1.15692698995858 0.946202283007644 1.25097732603597 0.887275660415406 1.55144256940664 0.772381320949432 0.816734921816828 0.954135954135954 0.832005100414409 1.34147182564315 0.839902402402402 1.15672639743247 0.843806504899882 0.635047052166076 1.10264277937246 0.70931388796818 0.788187424827904 0.740975971207791 1.03819578408334 1.09593724477198 1.14675870914201 1.09722354737143 1.99065787750469 1.07622592652533 1.18980016765366 0.82904990880451 0.554490335285277 1.22979786081138 0.679909345420611 0.651630480577479 1.32085283411336 1.16304807131215 0.490044947831308 0.500734949684214 0.627682246810498 0.561113915031321 0.805949928805452 1.66476931928072 1.20689479424686 1.46101417911118 1.60769487123502 0.868279054479717 0.70324939552987 0.817082470857392 0.545758633842904 0.682906223598986 0.947345705653863 0.591127169341942 1.11524163568773 1.72217302736337 1.65129022452618 0.758419744622504
"las" 0.93863640690745 0.959663513448181 0.979001033904952 0.991777870017928 0.989976765851414 1.50899139953088 1.20488001613228 1.47795318454001 1.08036635706914 0.837676842889054 0.864045864045864 0.977048135160982 0.510380026208704 1.36073573573574 1.22358919497192 0.850503381922897 0.892838429778048 0.932396317925369 1.27941663904541 0.946848529825729 0.936805335026993 0.991722493072849 1.09783661608008 0.805371659216507 1.14492891899628 1.19323059908907 1.29268490046933 0.685487142045915 1.14408887415022 0.849873037259678 1.09032653253546 1.09128306701964 0.940931943937309 1.59126365054602 0.840090951164054 0.877861976081912 0.869017428806797 0.846641170116486 0.923314431612386 0.897189543387202 1.14085662174238 1.39037542175061 1.29039789513384 1.29052275939737 0.914842915445507 1.14849324762635 1.11590120305667 1.13846424694111 1.51365812447198 0.955977557186016 1.10525380560327 1.74939864421605 0.795368359190416 0.961609556123329 0.927671608535436
"por" 0.885326428421834 0.968526904420415 0.894149524047203 0.909644885234609 0.737431672521971 0.797498045347928 0.761242185924582 0.662765378334241 0.911055211558307 1.00288533134773 0.904995904995905 0.860694931463181 0.820746258362646 0.980668168168168 0.829098689489168 0.935330490881086 0.980864753840672 1.02147876868257 1.11866092144514 1.03385623256647 0.844183338626019 1.23285749359896 0.991471822826644 1.05999735943718 1.01771459466336 1.10592104305816 1.02969736203269 0.959952407993294 1.01696788813353 0.855055189925895 1.19681477642181 0.862742110575733 0.825773109007668 1.13364534581383 1.05338350403445 0.821068687425966 0.830250852057052 1.04370420109188 1.0019891339845 0.905484053803724 1.24368060910972 1.11311580685606 0.939287542317328 0.982544042105747 0.892930510285135 0.973049478091644 0.874667330708294 0.774625157712508 0.880033793297663 0.871817004747518 0.933483385654208 1.00590422042423 1.02210591939897 1.09839553740871 0.98551718227783
"del" 0.670182586676313 0.732841280840572 0.754394096046205 0.756859870530155 0.748655898892169 1.23534010946052 0.730994152046784 1.12683723462167 1.03682920536636 0.732967237527923 0.885885885885886 0.803315269365636 0.462100834540313 1.01976976976977 0.882588927520727 0.718798133803603 0.922180537798923 0.975947738295556 0.812064965197216 0.880313227729867 0.693341801630147 0.799691347199327 1.30676745997075 0.609215564231691 0.896860986547085 0.908019382721439 0.890111668554782 0.892350125740245 1.36240535013541 1.39399906721252 0.693587146020826 1.03414782790866 0.755554307221302 0.93603744149766 0.633841076926173 0.795106041183248 0.880324347025473 1.09625434268531 0.950034141851973 0.81977411283299 0.896037604201094 1.13961856416216 0.990472427510529 1.14917431825234 0.961406776411296 0.940614495488589 1.04897825782454 0.742349109474487 0.570261898056885 1.07034958998705 0.903867796007819 1.13710911874043 0.793382916456541 0.844129704328681 0.650227097437655
"una" 0.634007958418217 0.545904307608012 0.772933081393276 0.608490607695772 0.883346615334538 0.71931196247068 0.736035491026417 0.71720195971693 1.17711558307534 0.97728965003723 1.18755118755119 1.31813834874084 0.565556245258294 0.744494494494494 0.66862797539449 1.2991941424649 0.99553580785111 1.1125408294566 1.38216771627444 0.882872277810477 1.07706150100561 0.634842692294202 0.7008680126878 0.422490050736528 0.820532391947333 1.00260473508826 0.936640233047419 0.488088477867013 0.572044437075112 1.16080219723273 0.52867172407294 0.651341725865123 0.704996769935118 0.873634945397816 0.745517838098879 1.01903386502669 1.08546414899288 0.907949668642163 1.24098209779414 0.915160982623001 0.947449597884764 0.681936332222256 0.921327933477609 0.990588262333513 0.553288230299378 0.641328065105856 0.555616080183026 0.578034682080925 1.23908758096311 0.740181268882175 1.11828466504768 0.896566805160726 0.745732290843535 0.740615988761368 0.831262318964778
"al" 0.611160824781524 0.621646012279825 0.593247531106278 0.6164389610619 0.684677808582044 0.813135261923378 0.468844525105868 0.469515514425694 0.907830237358101 0.926098287416232 0.79033579033579 0.771437679311444 0.672460169666874 0.758571071071071 1.02300080235357 0.674152286983503 0.838345943453566 0.811640106898941 0.835266821345708 0.97499808071244 0.656293003069758 0.655887201431027 0.828125890330301 0.48661800486618 0.874598479788824 0.864364604705985 0.736365107622593 0.78824261107055 0.80694191123639 0.855055189925895 0.557885313103708 0.750376140324147 0.572985422576749 0.748829953198128 0.882347022959132 1.15046976163045 1.05961976449305 0.994073511809185 0.966362853665054 0.9331324218588 0.816471423500178 0.742077204570706 0.968920896902865 0.936577069375654 0.636829274973294 0.654596921625287 0.687905623083747 0.490009095977231 0.640664601520698 0.832973672852827 0.884913818634129 0.765361906844522 0.856122906846998 0.874115820346196 0.735924243722684
"le" 0.668278658873256 0.809791629735871 0.631038539698385 0.920242689722779 0.408561839875187 0.727130570758405 0.796531558782013 0.892759934676102 0.8062435500516 0.97728965003723 0.984165984165984 1.18265859101052 1.24491344230637 0.506756756756757 0.541588660069537 0.734424180190638 0.614088403579737 0.831436207067208 0.702684786211468 0.775392174424854 0.545146607388589 0.879485111009786 0.638188759520599 0.586582168656519 0.820532391947333 0.557325999330627 0.971030911150672 0.458343473675671 0.229370474769248 0.362750686635228 0.65683456627244 0.668482297598415 0.693761761649299 0.114404576183047 1.0262188864519 0.676651467700845 0.647724886526999 0.677312936093189 0.570020485111184 1.05063798609287 0.67570048841394 0.484184989245997 0.589973150384785 0.583780553672187 0.414966172724534 0.43787226514124 0.314382207834654 0.331563040990581 0.443537031822022 0.621493310315063 0.563880826867263 0.656024491581019 0.681006857719203 0.66092685852304 0.510969234724484
"lo" 0.98052281857472 0.843633667993489 0.698064102107027 0.808965742596992 0.616210027723839 0.453479280688038 0.801572897761646 0.729450190528035 0.509545923632611 0.544489947877885 0.554190554190554 0.612049729040484 1.18284019587558 0.645958458458458 0.534902380315592 0.584860593343304 0.482048917485801 0.486984064139365 0.425919787868744 0.532282416766896 0.587488091457606 1.03994949317807 0.429257915629926 0.745015937682718 0.776007378430811 0.5194918583839 0.507768247289205 0.877477623644574 0.519537942850826 0.585583251282583 1.21000801017764 0.695145409183537 0.859478133865124 0.728029121164847 0.730426383886351 0.45596897463774 0.492658579528017 0.445216477388842 0.489861354392423 0.554349779504265 0.465156133328437 0.622814796693271 0.547768069611444 0.537813580942093 0.593004464652551 0.526331308604116 0.532270866729958 0.666060268184619 0.774429738101943 0.649546827794562 0.505834271160339 0.743494423791822 0.576572569917366 0.483064005980792 0.591310309366698
"para" 0.675894370085486 0.609559570044962 0.564726015187707 0.619971562557957 0.384990964497772 0.445660672400313 0.468844525105868 0.534839412084921 0.416021671826625 0.409530900967982 0.507780507780508 0.604080331526937 0.520725567280502 0.539602102102102 0.441294463760364 0.535750161841195 0.423364701444051 0.391962783331684 0.323168710639708 0.427361363461883 0.579549063194665 0.632212128652099 0.450151000018994 0.703521379128237 0.629710905447953 0.784330845010986 0.499676323029616 0.493496660447257 0.403470955618195 0.461211587293362 0.807614380624794 0.354238482488049 0.73027553857821 0.488819552782111 0.472865565325875 0.582536875070992 0.542732074496438 0.477330452807053 0.409702223673663 0.474169512144546 0.591237927362197 0.684994342680652 0.538788265191584 0.837748078005953 0.634090224328248 0.616264669458041 0.588299379017322 0.660191895777706 0.337932976626302 0.602071644367717 0.515311259847184 0.590422042422917 0.586102695039967 0.6260115179547 0.522752592338675
"como" 0.653047236448794 0.576926176010829 0.494848301187208 0.50869461543217 0.472539930185312 0.508209538702111 0.594877999596693 0.549809471965161 0.332172342621259 0.372300819061802 0.454545454545455 0.468600573796621 0.617283950617284 0.505192692692693 0.561647499331372 0.522356407795165 0.40659778257498 0.443432643769177 0.488896254557507 0.34291271080175 0.473695353022123 0.504191364736418 0.463446599175673 0.654482355382033 0.489775148681742 0.631539121956898 0.918433403463344 0.619236905437928 0.39518045653015 0.393843602632534 0.58427178061537 0.506599120117318 0.373564025503469 0.457618304732189 0.425579008793287 0.434874324565531 0.389281041528695 0.439377572767349 0.426030935486744 0.470022256936284 0.851970181043664 0.706400415889422 0.640260055135999 0.527471012077822 0.388945191596593 0.43787226514124 0.36107263474079 0.434259558111558 0.337932976626302 1.25161847216228 0.483326423029083 0.524819593264815 0.581734721025441 0.548786999991785 0.548461736224184
"me" 1.14997239304686 0.788438915120945 0.586117152126636 0.409781773542581 0.807021876017196 0.234558248631744 1.5275257108288 0.268100163309744 0.248323013415893 0.214072970960536 0.21021021021021 0.307618744022952 0.755224498241258 0.314376876876877 0.260764910403851 0.703172087416568 0.475761322909899 0.502820944273978 0.364600596619158 0.447833764106764 0.923573621255425 0.396338255410193 0.0474842827024255 0.633735076104793 0.375282256782114 0.139695289649452 0.293332254410099 0.379924826262135 0.748908417620074 0.943151785251593 0.56730905150073 0.398042165806464 0.634777968148752 0.457618304732189 0.34609734994064 0.678274133091015 0.982086610993555 0.643739234519604 1.19348039070154 0.160360534719438 0.211768450173209 0.278278951714015 0.220903188728549 0.165481101828336 1.17779177736996 1.28118181282066 0.940033928376885 0.930137026495701 0.16192621796677 0.233059991368148 0.996268435704555 0.437349661054013 0.277564894195757 0.222636642212236 1.19011911903334
"más" 0.765378976829199 0.591429906692666 0.542621840350815 0.560800487499006 0.478152043370411 0.125097732603597 0.423472474289171 0.367446924333152 0.386996904024768 0.328090096798213 0.419055419055419 0.427159706726171 0.603489895854887 0.470783283283283 0.347686547205135 0.457619929906021 0.435939890595854 0.354350193011977 0.397746105402718 0.365944161527241 0.547792950142903 0.618182455894216 0.30579878060362 0.75067428657651 0.47705371624845 0.496209310108991 0.507768247289205 0.439414834644818 0.596915934339247 0.373114991967663 0.747302454883852 0.329479878873293 0.303345223717102 0.384815392615705 0.593597199026098 0.350495724276697 0.344053368653992 0.395585788106151 0.38446694178072 0.366340876729751 0.41619232982018 0.540248514316586 0.335844685302754 0.456222204346177 0.57109205949218 0.402488647756089 0.426439232409382 0.316892109973299 0.366094058011828 0.494173500215796 0.380264171059646 0.546687076317516 0.442356641107401 0.475259400441987 0.65558316908047
"sus" 0.29891666508006 0.260261389457399 0.360797176369924 0.380637811200113 0.491621115014648 0.602032838154808 0.347852389594676 0.698149156232989 0.285410216718266 0.272244973938943 0.349440349440349 0.285304430985018 0.393130560728326 0.412912912912913 0.548274939823482 0.388418867334866 0.232640999308365 0.506780164307631 0.37122969837587 0.307086009673209 0.333439187043506 0.440180982778577 0.499534654029516 0.352703747713084 0.435709060840251 0.854178489835713 0.402573231914549 0.374516643681891 0.281876968993533 0.207286106648702 0.529614097912642 0.361856514369513 0.188186388787462 0.696827873114925 0.363200998048172 0.254758466256673 0.237445282592192 0.315300849560622 0.308761096101891 0.351134274299459 0.65856315718605 0.622814796693271 0.766875297456021 0.881416702099541 0.299926045632584 0.283068939081205 0.33150203103357 0.313957923769842 0.535060546324979 0.336642209753992 0.262986436059942 0.481084627159414 0.614295981860995 0.644496110020292 0.385637158282629
"es" 0.500733012204177 0.519314134691312 0.609647402759457 0.511344066554212 0.553354360050733 0.218921032056294 0.846944948578342 0.311649428415895 0.272510319917441 0.400223380491437 0.39039039039039 0.610455849537775 1.0828332988482 0.395708208208208 0.247392350895961 0.879523182355961 0.331146647664159 0.679006235771553 0.45409347033477 0.450392814187374 0.656293003069758 0.407737364525972 0.640088130828696 0.330070352137913 0.502496581115034 0.240101279084996 0.469331607056158 0.409669830453476 0.37307245896203 0.481940197958232 0.421241106346888 0.498981088235854 0.97182821672331 0.509620384815393 0.354146125520655 0.258003797037013 0.300440969810528 0.236475637170467 0.470563785886055 0.445138725686716 0.215440735436329 0.449527537384178 0.220903188728549 0.229834863650467 0.301295570955107 0.334670047767883 0.340840116414798 0.774625157712508 0.612503520135173 0.3539059128183 0.293786649292187 0.240542313579707 0.468167396647779 0.322042670653862 0.328862798868798
"era" 0.268453820231137 0.252203761300824 0.357231986880103 0.506928314684141 0.289585040351094 0.422204847537138 0.307521677757612 0.185084376701143 0.383771929824561 0.472356664184661 0.457275457275457 0.600892572521517 0.296572177391544 0.326889389389389 0.407863064990639 0.348237605196777 0.611992538721103 0.374146293180244 0.359628770301624 0.437597563784323 0.269926960939981 0.324436182526043 0.0588805105510076 0.463984609291009 0.346659033807207 0.445278735757629 0.455170739601877 0.302858224493659 0.386889957442105 0.326475617971705 0.43066484474391 0.323766354962196 0.342667752717468 0.301612064482579 0.415518039318269 0.418647670663832 0.411894877966047 0.502145797448399 0.428999792180031 0.39537166318758 0.451691087363666 0.351671202715513 0.386131590053969 0.333260552293177 0.33690322934071 0.287491891254349 0.22878309184007 0.352102344414777 0.330892706279921 0.457488131204143 0.621927382574187 0.174939864421605 0.39033804147987 0.444040978286766 0.483117662181849
"pero" 0.437903394703273 0.448004125505616 0.399301222859995 0.336480292499404 0.253667515966462 0.304925723221267 0.514216575922565 0.300762112139358 0.333784829721362 0.421165301563663 0.387660387660388 0.406439273190947 0.875922477412235 0.322197197197197 0.347686547205135 0.383954282652856 0.316475593653721 0.40582005344947 0.251905866755055 0.237991657496737 0.476341695776437 0.411244782715443 0.283006324906456 0.397970538863426 0.518398371656649 0.410354913345266 0.418757080433727 0.327195046104756 0.171336981152932 0.409390060631186 0.474956415209914 0.253299560058659 0.606690447434205 0.478419136765471 0.42155462100328 0.232041150794295 0.243906378717149 0.251072898724199 0.244930677196212 0.297219956592062 0.341522529470089 0.382251307299471 0.388825531379927 0.456222204346177 0.171190665315402 0.187238308663089 0.185205360061009 0.44893048912884 0.436496761475641 0.306430729391454 0.353017828584967 0.306144762737809 0.410986645912172 0.366405691611281 0.402776587539635
"había" 0.135178874017097 0.217153078819719 0.304467182430746 0.348844397735602 0.239076021685205 0.445660672400313 0.181488203266788 0.163309744148068 0.266060371517028 0.281552494415488 0.346710346710347 0.39528211667198 0.224153389888958 0.204892392392392 0.254078630649906 0.238855280487533 0.368872215119569 0.289023062456696 0.316539608882996 0.388975612252732 0.34402455806076 0.374416891726001 0.0512830253186195 0.584696052358588 0.324396527048946 0.550050202994718 0.633193073312834 0.00946431951542684 0.102249488752556 0.310929159973053 0.425952975545399 0.264726607880854 0.227508917787827 0.104004160166407 0.463810692798358 0.288834439450241 0.436123988434638 0.36347181268794 0.347356233114628 0.334545253466414 0.456587467714492 0.314975077214764 0.404091198893688 0.420597800480355 0.19584212112082 0.22262192604824 0.135402238027796 0.176051172207388 0.197127569698676 0.586965904186448 0.402772019190902 0.109337415263503 0.382396270544369 0.487993230531617 0.407061444853886
"si" 0.508348723416408 0.472579891383172 0.370779706941424 0.428327931396879 0.250300248055403 0.265832681782643 0.383141762452107 0.287152966793685 0.259610423116615 0.342051377513031 0.294840294840295 0.317182021039209 0.603489895854887 0.405092592592593 0.207274672372292 0.243319865169543 0.222161675015195 0.239532812036029 0.246934040437521 0.258464058141618 0.404890441409971 0.390200273578619 0.210830215198769 0.335728701031706 0.346659033807207 0.317224720245631 0.372228515941091 0.275817311592439 0.284640468689548 0.326475617971705 0.379776657399991 0.297103243377074 0.494340364576019 0.228809152366095 0.303841278145562 0.259626462427183 0.219677268248558 0.268589612588678 0.246415105542855 0.252982567703941 0.391710428066052 0.340458497701395 0.395111394473828 0.242475781151243 0.295817469665014 0.288966208645397 0.241233872348373 0.34916815821132 0.197127569698676 0.399223133362106 0.297340520049754 0.32801224579051 0.300596029908709 0.270285812870205 0.318150655583169
