idno,author,author-gender,title,pub-year,creation,genre,subgenre,series,words,sents,mean,median,stdev
fr0001,Simenon,male,AbriNotreArbre,1977,1976,essay,autobiography,dicts,41786,2237,18.6794814484,16,12.9371643998
fr0002,Simenon,male,AQuoiBonJurer,1979,1977,essay,autobiography,dicts,38984,2670,14.6007490637,12,12.1859561598
fr0003,Simenon,male,PorteFenetre,1978,1977,essay,autobiography,dicts,46029,2484,18.5301932367,16,11.9441591165
fr0004,Simenon,male,CaveGrenier,1977,1976,essay,autobiography,dicts,43861,2345,18.7040511727,16,13.4856254754
fr0005,Simenon,male,TracesPas,1975,1974,essay,autobiography,dicts,88954,5859,15.1824543437,13,10.2988287728
fr0006,Simenon,male,Destinees,1981,1979,essay,autobiography,dicts,42466,1872,22.6848290598,20,14.8264181725
fr0007,Simenon,male,JeMeSouviens,1945,1941,essay,autobiography,dicts,65969,4772,13.8241827326,10,12.5031386614
fr0008,Simenon,male,ResteEnfantChoeur,1979,1977,essay,autobiography,dicts,39693,2146,18.4962721342,17,11.8389013577
fr0009,Simenon,male,JourNuit,1981,1979,essay,autobiography,dicts,37888,1741,21.7622056289,21,13.5065570718
fr0010,Simenon,male,FemmeEndormie,1981,1979,essay,autobiography,dicts,37336,1673,22.3167961745,21,12.9940005934
fr0011,Simenon,male,MainDansMain,1978,1976,essay,autobiography,dicts,41396,2197,18.8420573509,16,12.5699172334
fr0012,Simenon,male,PrixHomme,1980,1978,essay,autobiography,dicts,44079,2209,19.9542779538,18,13.2578355945
fr0013,Simenon,male,LibertesReste,1981,1978,essay,autobiography,dicts,38122,1816,20.9922907489,20,12.5925186706
fr0014,Simenon,male,PetitsHommes,1976,1975,essay,autobiography,dicts,39230,2304,17.0269097222,15,11.9296318529
fr0015,Simenon,male,LettreMere,1974,1974,essay,autobiography,dicts,19050,1191,15.9949622166,14,10.618487821
fr0016,Simenon,male,SoixanteQuinzeAns,1980,1978,essay,autobiography,dicts,45064,2386,18.8868398994,17,12.3850531616
fr0017,Simenon,male,PointVirgule,1979,1977,essay,autobiography,dicts,48871,2645,18.4767485822,16,12.028633451
fr0018,Simenon,male,QuandEtaisVieux,1970,1963,essay,autobiography,dicts,122793,8955,13.7122278057,11,11.292929314
fr0019,Simenon,male,QuandVientFroid,1980,1978,essay,autobiography,dicts,39444,2193,17.9863201094,16,12.0557602053
fr0020,Simenon,male,TantVivant,1978,1976,essay,autobiography,dicts,42890,2116,20.2693761815,18,13.0810411226
fr0021,Simenon,male,BancSoleil,1977,1976,essay,autobiography,dicts,55516,2711,20.4780523792,18,14.0726948114
fr0022,Simenon,male,HommeCommeAutre,1975,1974,essay,autobiography,dicts,99486,6704,14.839797136,13,10.1536961283
fr0023,Simenon,male,VacancesObligatoires,1978,1976,essay,autobiography,dicts,43497,2342,18.572587532,16,13.0718170011
fr0024,Simenon,male,VentNordSud,1976,1975,essay,autobiography,dicts,57165,3072,18.6083984375,16,13.3872838758
rv0002,Simenon,male,HommePetitChien,1964,1964,novel,psychological,durs,46249,3502,13.2064534552,10,10.3734622504
rv0004,Simenon,male,OursPeluche,1960,1960,novel,psychological,durs,40746,2835,14.3724867725,11,11.111946857
rv0005,Simenon,male,JumentPerdue,1948,1948,novel,psychological,durs,54325,4185,12.9808841099,10,10.6659102636
rv0006,Simenon,male,MaisonSeptFilles,1941,1941,novel,psychological,durs,29412,3107,9.4663662697,7,8.6367012635
rv0008,Simenon,male,MortBelle,1952,1951,novel,policier,durs,48464,3525,13.7486524823,10,11.1480470077
rv0011,Simenon,male,Porte,1962,1962,novel,psychological,durs,39565,2911,13.5915492958,10,10.9845672965
rv0013,Simenon,male,VeriteBebeDonge,1942,1942,novel,policier,durs,43252,4189,10.3251372643,8,8.5338297633
rv0014,Simenon,male,JumentPerdue,1948,1948,novel,psychological,durs,60722,4942,12.2869283691,9,10.2795323347
rv0016,Simenon,male,CoupLune,1933,1933,novel,psychological,durs,43317,3698,11.7136289886,9,9.2285114015
rv0017,Simenon,male,FuiteMonde,1945,1945,novel,psychological,durs,43187,3125,13.81984,9,13.8835334974
rv0018,Simenon,male,Horloger,1954,1954,novel,psychological,durs,47625,3242,14.690006169,11,11.4350276318
rv0019,Simenon,male,Negre,1957,1957,novel,psychological,durs,44310,3012,14.7111553785,11,11.9619347735
rv0020,Simenon,male,Dimanche,1958,1958,novel,psychological,durs,43521,2748,15.8373362445,13,11.7142451956
rv0021,Simenon,male,Betty,1961,1961,novel,psychological,durs,38078,3026,12.5836087244,9,10.1389446171
rv0022,Simenon,male,MortAuguste,1966,1966,novel,psychological,durs,40755,2797,14.5709688952,11,11.4929081158
rv0043,Simenon,male,TrainVenise,1965,1965,novel,psychological,durs,41780,2635,15.8557874763,12,13.0371997209
rv0044,Simenon,male,Vieille,1959,1959,novel,psychological,durs,43699,3308,13.2100967352,9,11.4493387913
rv0045,Simenon,male,Prison,1967,1967,novel,psychological,durs,44292,4755,9.3148264984,7,7.3374957798
rv0046,Simenon,male,Demenagement,1967,1967,novel,psychological,durs,41107,3600,11.4186111111,8,8.9407331457
rv0047,Simenon,male,DestinMalou,1947,1947,novel,psychological,durs,57045,4473,12.7531857814,10,10.2446653068
rv0048,Simenon,male,FondBouteille,1949,1949,novel,psychological,durs,48258,4389,10.995215311,9,9.0114089293
rv0049,Simenon,male,Locataire,1934,1934,novel,psychological,durs,42722,4190,10.1961813842,8,7.961493529
rv0050,Simenon,male,Temoins,1955,1955,novel,psychological,durs,50352,3299,15.2628069112,12,11.9012704523
rv0051,Simenon,male,TempsAnais,1951,1951,novel,psychological,durs,47974,3865,12.4124191462,9,11.0358770903
rv0052,Simenon,male,RelaisAlsace,1931,1931,novel,psychological,durs,37575,3842,9.7800624675,8,7.7716156348
rv0053,Simenon,male,RapportGendarme,1944,1944,novel,psychological,durs,43124,3940,10.945177665,8,9.453763497
rv0054,Simenon,male,PassagerPolarlys,1932,1932,novel,psychological,durs,39447,3520,11.2065340909,8,9.1899903816
rv0055,Simenon,male,AnneauxBicetre,1963,1963,novel,psychological,durs,74202,5305,13.9871819039,11,10.4729905148
rv0057,Simenon,male,Complices,1956,1956,novel,psychological,durs,43961,2975,14.7768067227,11,11.9184314526
rv0058,Simenon,male,DemoisellesConcarneau,1936,1936,novel,psychological,durs,36495,3314,11.0123717562,8,9.0727046048
rv0059,Simenon,male,EncoreNoisetiers,1969,1969,novel,psychological,durs,43948,4081,10.768929184,9,7.7498741241
rv0064,Simenon,male,BourgmestreFurnes,1939,1938,novel,psychological,durs,60722,4942,12.2869283691,9,10.2795323347
rv0067,Simenon,male,Malempin,1940,1940,novel,psychological,durs,41328,3122,13.2376681614,10,10.7623809523
rv0069,Simenon,male,QuartierNegre,1935,1935,novel,psychological,durs,41862,3899,10.736599128,8,9.1216520636
rv0072,Simenon,male,MonsieurLaSouris,1937,1937,novel,policier,durs,43022,3458,12.4412955466,9,10.1902745541
rv0076,Simenon,male,TouristeBananes,1938,1938,novel,psychological,durs,49187,4104,11.9851364522,8,11.2994213712
rv0077,Simenon,male,NouveauVille,1950,1950,novel,psychological,durs,51819,3417,15.1650570676,11,12.517461118
rv0078,Simenon,male,AntoineJulie,1953,1953,novel,psychological,durs,55136,4115,13.3987849332,10,11.1647618057
rv0079,Simenon,male,LongCours,1936,1936,novel,psychological,durs,102498,9722,10.542892409,8,8.6405547726
rv0080,Simenon,male,VoyageurToussaint,1941,1941,novel,psychological,durs,74898,6169,12.1410277192,9,10.0025228288
rv0001,Simenon,male,Ecluse,1933,1933,novel,policier,maigr,37701,3396,11.101590106,8,8.9884750088
rv0003,Simenon,male,InspecteurCadavre,1944,1943,novel,policier,maigr,44714,3953,11.3114090564,8,9.6620566702
rv0007,Simenon,male,MaisonJuge,1942,1940,novel,policier,maigr,40652,4158,9.7768157768,8,7.9892737893
rv0009,Simenon,male,NuitCarrefour,1931,1931,novel,policier,maigr,36121,3744,9.6477029915,7,7.7713436494
rv0010,Simenon,male,PatienceMaigret,1965,1965,novel,policier,maigr,40004,3415,11.7142020498,9,9.8802057643
rv0012,Simenon,male,Felicie,1944,1942,novel,policier,maigr,37771,3483,10.8443870227,7,10.3414801839
rv0015,Simenon,male,ChienJaune,1931,1931,novel,policier,maigr,37903,3801,9.9718495133,8,7.9405510803
rv0023,Simenon,male,MaigretEcole,1954,1954,novel,policier,maigr,46214,3909,11.8224609875,9,8.7589706663
rv0024,Simenon,male,MaigreVoleur,1961,1961,novel,policier,maigr,37352,3165,11.8015797788,9,9.7274288844
rv0025,Simenon,male,MonsieurGallet,1931,1931,novel,policier,maigr,44035,3115,14.1364365971,10,12.4406909436
rv0026,Simenon,male,MaigretHesite,1968,1968,novel,policier,maigr,44573,3364,13.25,10,11.7860529186
rv0027,Simenon,male,MaigretClient,1962,1962,novel,policier,maigr,36428,3395,10.7298969072,8,8.840683096
rv0028,Simenon,male,MaigretLognon,1952,1952,novel,policier,maigr,44900,4086,10.988742046,8,9.1685618403
rv0029,Simenon,male,MaigretNewYork,1947,1947,novel,policier,maigr,50992,3345,15.244245142,11,13.9634741515
rv0030,Simenon,male,PietrLetton,1931,1930,novel,policier,maigr,39855,3675,10.8448979592,8,8.9091803426
rv0031,Simenon,male,AffaireNahour,1966,1966,novel,policier,maigr,41399,3186,12.9940364093,9,11.4567458985
rv0032,Simenon,male,FolleMaigret,1970,1970,novel,policier,maigr,41422,4092,10.1226783969,9,6.8287317693
rv0033,Simenon,male,TeteHomme,1931,1931,novel,policier,maigr,40085,3088,12.9808937824,10,10.8997117055
rv0034,Simenon,male,MaigretFlamands,1932,1932,novel,policier,maigr,34963,3048,11.4708005249,8.5,10.3656477826
rv0035,Simenon,male,FouBergerac,1932,1932,novel,policier,maigr,36165,3268,11.0664014688,8,9.5521917304
rv0036,Simenon,male,MaigretMort,1947,1947,novel,policier,maigr,54650,4678,11.6823428816,9,10.3494516951
rv0037,Simenon,male,AmieMmeMaigret,1950,1950,novel,policier,maigr,48116,3727,12.9101153743,10,9.5272600945
