year,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
1936,0.0314378883,0.0021119812,0.0140474246,0.0511929496,0.0784765771,0.0083116557,0.0085779286,0.0076456505,0.0080456342,0.001905027,0.0182247476,0.0493182292,0.0088130118,0.0025359086,0.0066936581,0.005694903,0.0052228241,0.0250319429,0.0922308274,0.02382172,0.0275334138,0.0116039481,0.0050196577,0.0055792537,0.0873108824,0.0142561187,0.0029641275,0.0112053769,0.0340698101,0.1318141186,0.003386063,0.0038915035,0.0087601169,0.0225679496,0.01303135,0.0030234179,0.0063325349,0.0030194105,0.0054103216,0.0065257606,0.0124619536,0.0035736818,0.0139640897,0.0237989201,0.0107001518,0.0080798154,0.0026658185,0.018155782,0.0400993119,0.0098548498
1938,0.0180299943,0.0026852838,0.0085323698,0.035997992,0.0306536719,0.0276991245,0.0214991703,0.0373391083,0.0069487595,0.0048654605,0.0406148735,0.052669407,0.0062938528,0.0043102736,0.0066283839,0.006577033,0.0143383733,0.0401325338,0.0279440456,0.0123008675,0.0239355495,0.0059949263,0.0336823943,0.0045002843,0.0084521715,0.0341792476,0.0030384631,0.0523207145,0.0322938731,0.0125322786,0.0061546998,0.0072962759,0.008092258,0.0150848416,0.0109222257,0.005915595,0.0103766221,0.0107545687,0.0071142204,0.0248383099,0.0205723741,0.0035421462,0.0421486763,0.0190772031,0.0400678872,0.006142484,0.0071927456,0.0501877283,0.0780505915,0.009478065
1940,0.0236052012,0.0022367906,0.0175893543,0.0394503547,0.092735723,0.0079173772,0.0044223088,0.0134936018,0.0031457024,0.0013700989,0.0380182892,0.0618530222,0.0106064244,0.0052418484,0.0062674795,0.0082126189,0.0042029333,0.045466179,0.0513091166,0.0153248448,0.0462685406,0.0052445955,0.0100113318,0.0022578256,0.0144591075,0.0042563602,0.0077375293,0.0574601521,0.0089895717,0.0036376029,0.0021961406,0.0100005983,0.0122082432,0.0152042918,0.0182601248,0.0052320752,0.0436284226,0.0034989322,0.0045999131,0.004676375,0.085188792,0.0038513676,0.0226254369,0.0110333519,0.0197194969,0.0096616172,0.0058555469,0.0184675455,0.032297463,0.0590023792
1942,0.0271545998,0.0026464897,0.0106386101,0.034085044,0.0138558136,0.0081303559,0.0462118816,0.0179450893,0.0055715375,0.001023497,0.0231648874,0.0303324994,0.0099489955,0.0027043868,0.0127102658,0.0112608039,0.0175614941,0.0269635412,0.0213280616,0.0128692603,0.0377239833,0.0054987658,0.0299674444,0.0066335935,0.053081258,0.018996449,0.0068899012,0.0125525673,0.0391591557,0.0095791441,0.0039487034,0.0054121368,0.0085362847,0.0211412491,0.0469666847,0.0031016546,0.034117292,0.0182046936,0.0026990435,0.0273487538,0.1079526604,0.0021187428,0.0200149142,0.0148205808,0.009694272,0.0090554915,0.0036479339,0.0275690454,0.0688645159,0.0085959702
1944,0.0426438286,0.0017538387,0.0218821582,0.023494305,0.0210770066,0.005052582,0.0101795199,0.0062587484,0.0040639606,0.0034435794,0.0184729962,0.0080621604,0.0073455107,0.0035705894,0.0074135413,0.0037823719,0.0042357098,0.0204219062,0.0016825554,0.006016212,0.0438669488,0.0085710867,0.0112527083,0.0015434383,0.0041062523,0.0118657102,0.0036199414,0.0244897908,0.0212042519,0.2951713828,0.0017945213,0.0053165609,0.0044118945,0.0086539193,0.0172294616,0.0033453833,0.0107372523,0.0027393615,0.0079456521,0.0319027936,0.1340209743,0.0014077276,0.0166866245,0.0362672536,0.0060273999,0.0073674978,0.004221931,0.0052325052,0.0383368803,0.0098098127
1946,0.0235963092,0.0049325693,0.0539894655,0.069223957,0.0176849456,0.0230987207,0.0135692329,0.0128771894,0.0198866004,0.0040741568,0.029559009,0.0648926711,0.024598644,0.0032822989,0.0120517698,0.0124625371,0.0206792575,0.0136066146,0.0031478331,0.007042815,0.0436463814,0.0097067453,0.0136558702,0.003084438,0.0045102081,0.0163619457,0.0047473173,0.02684971,0.036417522,0.0074860624,0.004534735,0.004514293,0.0086327495,0.0177047065,0.0302641942,0.0018808177,0.0058877096,0.0052470332,0.0065706943,0.0137885742,0.0627348836,0.0075746507,0.018188549,0.0208279413,0.0115973853,0.008532917,0.0034420844,0.0124594718,0.1060425319,0.0488512803
1948,0.0290355152,0.0048094211,0.0130238927,0.0453897128,0.0196950888,0.0071505078,0.1491474147,0.0070244783,0.0076854038,0.0042593911,0.0124109556,0.0241501737,0.0341970247,0.0027088363,0.0110935261,0.0079961752,0.005921114,0.0258477022,0.0051671467,0.006615444,0.0443687614,0.0072114285,0.0112207051,0.0069763105,0.0052595761,0.0092458734,0.0025092573,0.0317275155,0.0358847118,0.014611006,0.0041660778,0.007090824,0.0088105763,0.0157722713,0.0370016377,0.0030634825,0.0202784734,0.0045204687,0.0054023677,0.0088791797,0.1400197942,0.0036039841,0.025709785,0.0216783624,0.0116677799,0.0103734993,0.0058963101,0.008945737,0.0556195046,0.009155814
1950,0.0264497766,0.0026116721,0.124462028,0.0347658631,0.0118151428,0.0082668628,0.017017282,0.0130632181,0.009137092,0.0011822409,0.026692638,0.0479504519,0.0129572912,0.006623639,0.0149691492,0.0052982739,0.0063392503,0.0193281413,0.0031387421,0.0397503723,0.0349936864,0.0066951079,0.0140399129,0.0022806293,0.007898941,0.0168011017,0.0064220952,0.0159617992,0.0210800161,0.0101386073,0.0044973501,0.0052284753,0.006031973,0.0429873813,0.027484732,0.0039650679,0.0069380003,0.0049841489,0.0024378247,0.074571025,0.0708289689,0.0031492097,0.0219058943,0.0085917756,0.0100073434,0.0069987477,0.0016479948,0.0176181879,0.102667077,0.0093277976
1952,0.0218294818,0.001455956,0.0082804721,0.0419678858,0.0099011027,0.0088842671,0.0042529961,0.0040530081,0.0069079998,0.0049993473,0.0169436922,0.042831345,0.0126642562,0.0020097679,0.0112130643,0.0588695603,0.0076717862,0.0127419393,0.003048406,0.0087696965,0.03895193,0.0082573784,0.0053153634,0.0031110822,0.002192113,0.012960273,0.0052533639,0.0093196944,0.0180558986,0.0074284778,0.0050282558,0.0040269424,0.0085909772,0.036909786,0.0296957066,0.0034425277,0.0064796343,0.0034766819,0.022713274,0.2030034792,0.0939258479,0.0022532715,0.0172085073,0.0089798937,0.007338946,0.0051639367,0.001905467,0.00601913,0.1280510498,0.00564508
1954,0.0208930319,0.004463076,0.0082854115,0.0405064285,0.0204346379,0.0087284896,0.219141141,0.0192728689,0.0209502879,0.0152165028,0.0172063908,0.0340629736,0.0185289991,0.0035230158,0.0124947679,0.0149574349,0.0021063353,0.0222720583,0.0033757492,0.0075447618,0.0490157532,0.004565246,0.0175460483,0.0021727335,0.004268158,0.0041957904,0.0050396819,0.0175309963,0.034801134,0.0245784618,0.0017428407,0.0058447988,0.0124074515,0.0155265808,0.045774018,0.0034226281,0.0239697895,0.0044226095,0.0014212713,0.0578175186,0.0171839413,0.0069510077,0.0177236298,0.0111404893,0.010836268,0.0074416211,0.0033987451,0.014273583,0.0374040739,0.0236187676
1956,0.0156900687,0.0050982517,0.0054567878,0.0334243298,0.0198684573,0.0070488267,0.0504547549,0.0110971438,0.0063426174,0.0061760063,0.0316903067,0.0358809759,0.0183490267,0.0047557161,0.0176699109,0.0585631335,0.0071902231,0.0116206571,0.0079134565,0.0089860915,0.0367479231,0.0642927406,0.0136233074,0.0034572174,0.0090913369,0.0160318979,0.0056392774,0.0100046102,0.0198618817,0.137301023,0.0032662051,0.0046370281,0.0177857177,0.0220933194,0.0312427858,0.0028248786,0.010812678,0.0052419021,0.0062506995,0.0089703751,0.0528914625,0.0043297793,0.0165012985,0.0074271981,0.0128407366,0.0163657393,0.0017903251,0.027293,0.0474662892,0.020640624
1958,0.0210808575,0.0053902891,0.0463642808,0.0340912885,0.0311959066,0.007747148,0.0609746767,0.0199034141,0.0097504836,0.001466064,0.020959016,0.0326081986,0.0178771582,0.0090766556,0.0770768967,0.0157642715,0.0035219248,0.0112273129,0.0044197559,0.0138514564,0.0572830567,0.014987743,0.0100019734,0.0014908936,0.0048383485,0.0110682906,0.0017564313,0.017376453,0.019567635,0.0032481833,0.0025069823,0.00664472,0.0152837316,0.0127299975,0.0823781659,0.0039563159,0.0348567637,0.0075261693,0.0027470068,0.0381276339,0.0570061723,0.0062493188,0.006670792,0.0118831967,0.0099352926,0.0193623663,0.0054766694,0.0171162858,0.0621290771,0.0114472781
1960,0.0172052939,0.0022441718,0.0303572908,0.0259980124,0.0127298827,0.0055029713,0.0323545641,0.0131506409,0.0067944358,0.0056617356,0.0132185642,0.0178189089,0.0076792426,0.0041968641,0.0834046128,0.077938351,0.0072791983,0.0350086879,0.0094147834,0.0067510503,0.0325000351,0.0073176578,0.0075197383,0.0030647388,0.0239708168,0.0117469619,0.0066865937,0.0121885725,0.0240988153,0.1457553914,0.0064105023,0.0030371913,0.0147265693,0.0231174388,0.0127094334,0.0056230878,0.0080032715,0.0073361103,0.0028412869,0.0175590854,0.0380833693,0.0064563158,0.0266668895,0.0168132609,0.0108532498,0.0136910513,0.0021429597,0.0196008237,0.0577639966,0.0170055218
1962,0.0596195634,0.0061554032,0.0101563564,0.0661223977,0.0912129212,0.0102197514,0.0069450391,0.0120589846,0.0051014542,0.0037765805,0.0173593883,0.0209485936,0.0152474166,0.2058370717,0.0679016589,0.0130405246,0.0092323223,0.0110332531,0.004851783,0.0108538046,0.0291358881,0.0030551128,0.0026229962,0.0015158342,0.0042491253,0.0230032397,0.0071299015,0.0192806206,0.0200470736,0.0038477407,0.0036316112,0.0069622886,0.0129945489,0.0189017055,0.0112625885,0.0035494687,0.0123778665,0.0056846794,0.0051922431,0.0071490814,0.0160137923,0.0035676921,0.0115310445,0.0146448016,0.0106093526,0.0122296096,0.002119657,0.0101486466,0.0633991417,0.006468379
1964,0.0143780141,0.0033332028,0.1309649918,0.0341818413,0.0251568603,0.0045675817,0.0144436957,0.0136657892,0.0070022923,0.0036762783,0.0324130582,0.0473552879,0.0076272879,0.0533533634,0.0049380648,0.0114672106,0.0133873511,0.013320823,0.0038306247,0.0139815004,0.0223487361,0.0087300645,0.0195844591,0.002935492,0.0034995409,0.0078807493,0.0041450116,0.0064377115,0.0268669797,0.0077262625,0.0034319939,0.0038896822,0.0186990226,0.0132022335,0.0442507857,0.0024902135,0.0086494761,0.0068166947,0.005420449,0.0442727677,0.0556016094,0.0061669225,0.0267169729,0.0099475498,0.006418002,0.0320288925,0.0018887348,0.0131271968,0.1082612408,0.0255194328
1966,0.0556479667,0.0035230388,0.0128762284,0.0575025588,0.0399270135,0.0122188518,0.0030829387,0.0047551631,0.0055537139,0.0026594879,0.0209116808,0.0199699635,0.0430510642,0.0980118501,0.0993103165,0.0114350187,0.0076542223,0.0131786229,0.0026668731,0.0106353192,0.031033321,0.004175493,0.0020637731,0.0016492666,0.0040514532,0.0226525286,0.0169634081,0.0192490431,0.0163385528,0.0037171066,0.0072925624,0.0039961219,0.0263798707,0.0274959645,0.0299847226,0.0021128414,0.0068722958,0.0425297665,0.0122490047,0.0078788891,0.0578876181,0.0060541868,0.0117690929,0.0081957286,0.0115638721,0.0130176097,0.0011776475,0.0095871744,0.0621276401,0.0053615513
1968,0.0244259821,0.0047942015,0.0126439739,0.0687676069,0.0128279512,0.0086590012,0.1497744289,0.0040995844,0.0140312628,0.0083551894,0.0049499128,0.0236048999,0.084758473,0.0037584518,0.1307626647,0.0298434093,0.0034157165,0.0062060628,0.0022283053,0.0035317082,0.0533339996,0.0058025613,0.0107732138,0.0025431469,0.0062719109,0.005602999,0.004310792,0.0070488103,0.014060758,0.0104758212,0.0022760498,0.0028688593,0.0194451085,0.0249404112,0.0499430087,0.003442906,0.0144668677,0.0042922571,0.0010720481,0.0488583398,0.0131433583,0.0093871618,0.0063777796,0.0070764395,0.0086737316,0.0140423286,0.0010514518,0.0039311647,0.0294701989,0.0135777298
1970,0.0282301336,0.0082841144,0.0163786613,0.0470079649,0.0185070434,0.0116557027,0.0346787116,0.0127614886,0.0084000967,0.0040513621,0.0201283011,0.041561243,0.0184444767,0.0060226309,0.0140583156,0.0138050583,0.0101042279,0.0248323454,0.0094374728,0.0056274776,0.0329643402,0.0118952136,0.0066844852,0.002058935,0.0155981906,0.0090340789,0.0135177103,0.0106506035,0.0175857888,0.0044144925,0.0076494708,0.0032151208,0.0270853948,0.0308118307,0.0291720864,0.0037479487,0.0112912589,0.0965370514,0.007718452,0.0106712184,0.1532132916,0.0148381358,0.0179106228,0.0092988347,0.0126642238,0.007246983,0.0027476373,0.0095462836,0.0508747152,0.0153787718
1972,0.0516674122,0.0955365044,0.0099656839,0.1056297491,0.0109060476,0.0282424679,0.0402590559,0.0052521134,0.0036696703,0.003011917,0.0190322661,0.0221903358,0.0574026475,0.0126099415,0.0865533153,0.0326104879,0.0018688598,0.006808919,0.0060690614,0.0038354349,0.0265627258,0.0053502816,0.0045244737,0.005421182,0.013931869,0.0180080188,0.0709109135,0.0091816925,0.0116433291,0.0041297243,0.0087693365,0.0047097494,0.0309033508,0.0333208999,0.0118979965,0.0033654248,0.0063916311,0.0072420965,0.0035751627,0.0056711346,0.0090912725,0.0068692027,0.0110027912,0.0075826381,0.0090613041,0.00940301,0.0054290215,0.0074599097,0.0417642114,0.0037037545
1974,0.0343306396,0.0527339092,0.0075505668,0.0422960589,0.0182222956,0.021885755,0.005153297,0.0084983919,0.0114402097,0.0043802009,0.0253762595,0.0508944114,0.0104850929,0.0053952383,0.0174890258,0.017900623,0.0062336491,0.0180110429,0.0107844239,0.0094942035,0.0166025701,0.012944046,0.0054685428,0.0043489748,0.0064905096,0.0220215839,0.0309117746,0.0201808939,0.0174070433,0.0057112575,0.0110084469,0.0036280398,0.0817586399,0.0339439087,0.0059287105,0.0032582486,0.005703893,0.1882110522,0.0088569064,0.0059732144,0.0048061328,0.0298968576,0.0073555682,0.010564578,0.0057716631,0.0143834871,0.0035983276,0.02541689,0.0235905797,0.0057023644
1976,0.0393430799,0.343483962,0.0059505676,0.0789948432,0.0094199283,0.0129979959,0.0588419936,0.0042777339,0.0075902353,0.0155505247,0.0130681084,0.0299758013,0.0242890364,0.0026644517,0.0066119684,0.0181155152,0.0017719337,0.0069659297,0.0118469147,0.00524098,0.0202201888,0.0043801215,0.0073791526,0.0032957287,0.0115881372,0.0114489968,0.0089865488,0.0198049939,0.0053759365,0.0179301238,0.0060889912,0.0067568948,0.0071409658,0.0165529373,0.010840879,0.002076584,0.0035740301,0.0078600388,0.0022800897,0.0061062528,0.0071699792,0.0204903666,0.0137766904,0.0061174016,0.0056755297,0.0081793516,0.0042587853,0.0134254343,0.031749219,0.0124681463
