"ne0007" "ne0008" "ne0013" "ne0014" "ne0016" "ne0017" "ne0018" "ne0026" "ne0029" "ne0039" "ne0040" "ne0045" "ne0048" "ne0053" "ne0066" "ne0079" "ne0081" "ne0084" "ne0085" "ne0110" "ne0112" "ne0113" "ne0118" "ne0120" "ne0141" "ne0143" "ne0155" "ne0160" "ne0166" "ne0169" "ne0170" "ne0182" "ne0185" "ne0192" "ne0221" "ne0223" "ne0226" "ne0228" "ne0233" "ne0237" "ne0243" "ne0244" "ne0245" "ne0266" "ne0284" "ne0285" "ne0286" "ne0304" "ne0307" "ne0311" "ne0318"
"un" 1.05519480519481 1.34320843281522 1.26048406422238 1.20530333467256 1.40106951871658 1.04064198809216 1.29417620706819 1.00099837107877 0.998500351183584 1.24252185918086 0.852123754588359 0.875942147076798 1.04419857273417 1.07788186414769 1.31701414743112 1.11628560061782 0.894618446097941 1.0741584769501 1.18241987060311 1.32068258436729 1.42099637415379 1.72028110462239 1.27696599022443 0.673004671828547 1.58101231402711 1.97681803747221 0.969139918087437 1.18675214274692 1.10592104305816 1.06072009942063 0.991663488258051 1.58055656319635 1.14083285135917 0.783263257832633 0.747159399172234 1.45652430581644 1.04153345553235 1.10163385781021 1.51556947441868 1.46989936842785 1.3590050506525 1.71748359706677 1.42527337323914 1.17560532757214 0.938124845928401 0.956831986790116 0.835758641619847 1.4298406681277 1.25509645226069 1.01135016093512 1.25773738970104
"con" 1.29608294930876 0.987509948188212 1.32278936017254 1.2856568903174 1.33155080213904 1.29950815428424 1.41446822631492 1.06668067889233 1.15416010174832 0.813756411839314 1.03238070267436 0.7129761662253 0.59501818111109 0.607533414337789 1.04709605361132 1.08118227984367 0.955182557535906 0.926980961876276 0.934533105277509 1.06697250894936 1.01859032129608 1.06305057903593 1.3204698415948 1.06504622823353 1.13234665734374 0.912988250238171 1.10010477188304 1.10959922566527 1.31546397753234 1.39678983389053 0.882689478559364 1.00015546457999 1.23626373626374 0.830733758307338 0.97347739145262 1.12915517296897 0.97048751722864 1.26083621911823 1.3257176237688 1.28898867692904 1.10939187808367 1.22465338598106 1.4625986701135 1.12504165756904 1.2859842778493 1.26791295630123 1.22951457519493 1.19528519812829 1.14099677478245 1.51279010672539 0.987751876728566
"las" 1.01068286552158 1.00375188812552 1.63910855499641 1.24101602607026 1.41711229946524 1.79135387004918 1.16973618715779 1.18228154064421 0.932060213747414 0.989976765851414 0.842291557420031 0.909893393087526 1.28142804363467 1.16019284286442 0.837676842889054 1.08352250122862 0.927496106592836 1.0658500688411 0.875040281599365 0.900149445660863 0.892838429778048 0.932396317925369 0.946848529825729 0.735077918259335 1.21392223128617 0.936805335026993 0.794123249833318 1.0562935738634 1.19323059908907 1.1062295426301 0.969868686318313 0.849873037259678 1.15962984384037 0.900809259008093 1.28195191517726 1.22038919359859 1.34276823394007 1.20273316754596 0.877861976081912 0.869017428806797 0.846641170116486 0.923314431612386 0.897189543387202 1.29052275939737 0.914842915445507 1.14849324762635 1.11590120305667 1.10525380560327 1.03602507150246 0.953752329324073 0.902146714078757
"por" 1.13112693757855 0.922542188438987 0.690150970524802 0.656220704432838 0.684491978609626 0.999223401501424 0.734196117471379 1.03515317114182 0.962432848003948 0.737431672521971 1.15036706869428 0.855571399470361 0.713632916561339 0.760396660526006 1.00288533134773 0.950129882286864 0.937878525696487 0.845083796230357 0.818026325574478 0.848017238383207 0.980864753840672 1.02147876868257 1.03385623256647 1.06177921526348 0.827409392844657 0.844183338626019 1.04652824078484 1.10539088473354 1.10592104305816 1.02046174581226 1.10063749795674 0.855055189925895 1.05118565644881 0.758397757583978 0.877369750895196 0.769585797546341 0.988959461187604 1.29221186696725 0.821068687425966 0.830250852057052 1.04370420109188 1.0019891339845 0.905484053803724 0.982544042105747 0.892930510285135 0.973049478091644 0.874667330708294 0.933483385654208 1.1181768392868 1.05200745383703 1.24456736467799
"su" 0.911185588604943 1.32046971690299 0.74287083632878 0.549082630239721 0.684491978609626 0.631633445508672 0.642940102870416 1.30313698702118 0.787157437815195 0.946202283007644 1.07826428945988 1.63645005771712 1.39032025978572 1.75988711637205 0.816734921816828 0.582715124850811 0.804637480532964 0.83677538812135 0.81058972261471 0.868870121294269 0.635047052166076 1.10264277937246 0.788187424827904 0.764481034989709 1.29355552965855 0.740975971207791 0.870320982950757 0.973529535539439 1.99065787750469 1.3495300274807 0.50128044461396 0.554490335285277 0.773568536726431 0.80473800804738 1.05253367642728 1.08622151620209 0.977592111059011 1.32242545378483 0.490044947831308 0.500734949684214 0.627682246810498 0.561113915031321 0.805949928805452 1.60769487123502 0.868279054479717 0.70324939552987 0.817082470857392 0.591127169341942 0.950830645652042 1.26545824157208 1.17871723956276
"una" 1.00806451612903 0.808848608877844 0.92020129403307 0.821391902147226 1.04812834224599 0.95262749158685 0.954040152646424 0.761914770637381 0.702999930396046 0.883346615334538 0.616151022548506 0.461736945745909 0.672798335504696 0.729040097205346 0.97728965003723 0.802695935035454 0.709465305416162 0.726392251815981 0.68664633995191 0.93837973099781 0.99553580785111 1.1125408294566 0.882872277810477 0.542324153026888 1.14205803519403 1.07706150100561 0.773883226973997 0.815015360444401 1.00260473508826 0.780661987362378 0.877240778074429 1.16080219723273 0.788027761711972 0.644242506442425 0.587496705988126 1.13881524574152 0.781505321340779 0.922676458967625 1.01903386502669 1.08546414899288 0.907949668642163 1.24098209779414 0.915160982623001 0.990588262333513 0.553288230299378 0.641328065105856 0.555616080183026 1.11828466504768 0.928010710156393 0.708114518041674 0.875806664032662
"del" 0.887620444072057 0.680537283373126 0.881859573448359 0.754430605776528 0.754010695187166 1.18042971783588 0.709308113489298 0.71199621669907 0.575181761233129 0.748655898892169 0.629260618772942 0.896312894683235 0.871137729208392 1.23858425116607 0.732967237527923 0.772273057031195 0.723308530887697 0.871195936001519 0.788279913735406 0.583880721509749 0.922180537798923 0.975947738295556 0.880313227729867 0.542324153026888 0.957541856038535 0.693341801630147 0.641727783598438 0.872529353177999 0.908019382721439 0.910188864189319 0.855445976134692 1.39399906721252 0.857432041642568 0.71431800714318 0.964176652043838 0.785685918833922 0.954857410801825 0.653078299672299 0.795106041183248 0.880324347025473 1.09625434268531 0.950034141851973 0.81977411283299 1.14917431825234 0.961406776411296 0.940614495488589 1.04897825782454 0.903867796007819 0.75914318748859 0.482805353210232 0.586066113525616
"al" 0.497486384583159 0.542480793906024 0.627845674574647 0.749966519351815 0.700534759358289 0.9215635516438 0.671976107516177 0.430875939257002 0.52582623056626 0.684677808582044 0.527661248033561 0.604332178990969 0.458902910922278 0.536981146866303 0.926098287416232 0.71376752240762 0.697352483128569 0.724018420927693 0.706477281177958 0.65339033121329 0.838345943453566 0.811640106898941 0.97499808071244 0.686072723708713 0.718641960921416 0.656293003069758 0.659586627297838 0.894973838147208 0.864364604705985 0.600374577724878 0.506729145098894 0.855055189925895 0.584152689415847 0.61937700619377 0.748709522407031 0.599997853317162 0.866760447305228 0.837846003672113 1.15046976163045 1.05961976449305 0.994073511809185 0.966362853665054 0.9331324218588 0.936577069375654 0.636829274973294 0.654596921625287 0.687905623083747 0.884913818634129 0.702854013265989 0.838556666101982 0.553141050967997
"me" 0.416317553414328 0.618817911611363 0.953750299544692 0.830320074996652 1.02139037433155 0.134610406419881 1.27758420441347 0.328411539067837 1.58697013990395 0.807021876017196 1.09792868379654 0.4753174441502 0.260563517218582 0.297887351546271 0.214072970960536 1.01565608106527 1.1697525523447 0.930541708208707 1.2617436355073 0.524797553261738 0.475761322909899 0.502820944273978 0.447833764106764 1.2283968767356 0.163151147884862 0.923573621255425 0.539337079721878 0.833251504481883 0.139695289649452 0.257303390453519 1.11153489892661 0.943151785251593 0.235685367264315 0.828473258284733 0.308474523724636 0.492663711399959 0.825553803089077 0.163850605433797 0.678274133091015 0.982086610993555 0.643739234519604 1.19348039070154 0.160360534719438 0.165481101828336 1.17779177736996 1.28118181282066 0.940033928376885 0.996268435704555 0.527901174466013 0.589530747077757 1.26432240221256
"lo" 0.835253456221198 0.69190664132924 0.330697340043134 0.29462970403107 0.443850267379679 0.367589955992752 0.39406006304961 0.559613262571594 0.902953105918234 0.616210027723839 0.655479811221814 0.597541929788823 0.773912536216384 0.529142006036138 0.544489947877885 0.816737263345112 0.808098286900848 0.879504344110526 0.845293869760294 0.750703784798248 0.482048917485801 0.486984064139365 0.532282416766896 0.83308830736058 0.392339665151692 0.587488091457606 0.983426993046957 0.572334366714829 0.5194918583839 0.579370219320509 0.882689478559364 0.585583251282583 0.644881434355119 1.06356526063565 0.756460138581017 0.487297004304099 0.645097119797661 0.673995398238315 0.45596897463774 0.492658579528017 0.445216477388842 0.489861354392423 0.554349779504265 0.537813580942093 0.593004464652551 0.526331308604116 0.532270866729958 0.505834271160339 0.629830219679912 0.743689649330849 0.658501251152377
"le" 0.369187264348555 0.433659796326073 0.416966211358735 0.339270568278202 0.320855614973262 0.315816722754336 0.510204081632653 0.199674215753245 0.524560704138904 0.408561839875187 0.426061877294179 0.909893393087526 0.9586404029012 0.881903343393564 0.97728965003723 0.514848704687463 0.543346599757744 0.460523192327779 0.433801839319799 0.792409550620373 0.614088403579737 0.831436207067208 0.775392174424854 0.28423012839361 0.668142796099911 0.545146607388589 0.831031526812077 0.380153464165977 0.557325999330627 0.731651817752184 0.277883724731652 0.362750686635228 0.409196067090804 0.484877254848773 0.509990544248268 0.586044414867925 0.321127641132756 0.961024473005322 0.676651467700845 0.647724886526999 0.677312936093189 0.570020485111184 1.05063798609287 0.583780553672187 0.414966172724534 0.43787226514124 0.314382207834654 0.563880826867263 0.637436864845129 0.914789090293071 0.566311075991044
"como" 0.738374528697109 0.461271094219494 0.670980110232447 0.656220704432838 0.663101604278075 0.62645612218483 0.676124108179857 0.470285323945142 0.569486892310029 0.472539930185312 0.465390665967488 0.509268690160929 0.567795127073327 0.580096421432211 0.372300819061802 0.549952025461609 0.474130472400069 0.427289559891753 0.503210133610967 0.604733604420811 0.40659778257498 0.443432643769177 0.34291271080175 0.872292463001078 0.514703026065338 0.473695353022123 0.564339460901038 0.566723245472527 0.631539121956898 1.23050532985595 0.719228464011333 0.393843602632534 0.623192596876807 0.410280754102808 0.610748554510084 0.490517028561615 0.464640436506245 0.528737769307644 0.434874324565531 0.389281041528695 0.439377572767349 0.426030935486744 0.470022256936284 0.527471012077822 0.388945191596593 0.43787226514124 0.36107263474079 0.483326423029083 0.527901174466013 0.440454006437405 0.586066113525616
"para" 0.631022203602849 0.578213061768098 0.426551641504913 0.397303691799473 0.390374331550802 0.476313745793425 0.468724074995852 0.444012400819715 0.578345577301518 0.384990964497772 0.517829050865233 0.414205201330889 0.447235887763237 0.540900717281386 0.409530900967982 0.423580070674686 0.515660148814674 0.415420405450316 0.557745221982598 0.563027838598686 0.423364701444051 0.391962783331684 0.427361363461883 0.535790127086805 0.51276075049528 0.579549063194665 0.539337079721878 0.36332010043907 0.784330845010986 0.518107507307766 0.490383043644091 0.461211587293362 0.247252747252747 0.66910800669108 0.359628590472943 0.564577586484485 0.453273086377652 0.474120900829712 0.582536875070992 0.542732074496438 0.477330452807053 0.409702223673663 0.474169512144546 0.837748078005953 0.634090224328248 0.616264669458041 0.588299379017322 0.515311259847184 0.46096269701211 0.54209723869219 0.520215988410378
"es" 0.649350649350649 0.514869496012604 0.292355619458423 0.245524753359225 0.192513368983957 0.191560962982138 0.510204081632653 0.401975723819032 0.417623721027354 0.553354360050733 0.498164656528579 0.482107693352346 0.348066190911389 0.223415513659703 0.400223380491437 0.503147597762748 0.564111437965046 0.753691307031287 0.81058972261471 1.06349702846419 0.331146647664159 0.679006235771553 0.450392814187374 0.496585971446307 0.269976304238045 0.656293003069758 0.567911229640918 0.666320647523391 0.240101279084996 0.444592252892475 0.566664850433172 0.481940197958232 0.433776749566223 1.21049776210498 0.621599417153664 0.641858168664871 0.433380223652614 0.216143351848839 0.258003797037013 0.300440969810528 0.236475637170467 0.470563785886055 0.445138725686716 0.229834863650467 0.301295570955107 0.334670047767883 0.340840116414798 0.293786649292187 0.500517251871235 0.269354565475182 1.0799420518899
"más" 0.730519480519481 0.432035602332343 0.215672178289001 0.218740234810946 0.219251336898396 0.160497023039089 0.223992035838726 0.394093846881404 0.665666900789056 0.478152043370411 0.432616675406397 0.264819718883683 0.303342602135065 0.431152745659076 0.328090096798213 0.535910697151951 0.463748053296418 0.398803589232303 0.354478074415607 0.45181246307302 0.435939890595854 0.354350193011977 0.365944161527241 0.552125191937012 0.374859185021171 0.547792950142903 0.434565196685399 0.509209252738929 0.496209310108991 0.745654723355096 0.691984961586662 0.373114991967663 0.36871023713129 0.322121253221213 0.589046829222923 0.566724269322829 0.420591954757946 0.476445022892602 0.350495724276697 0.344053368653992 0.395585788106151 0.38446694178072 0.366340876729751 0.456222204346177 0.57109205949218 0.402488647756089 0.426439232409382 0.380264171059646 0.565934400292095 0.570896154497713 0.50704596338733
"sus" 0.439882697947214 0.714645357241469 0.57033309369758 0.482121333869024 0.582887700534759 0.610924152213306 0.37332005973121 0.893279386264516 0.275251997949847 0.491621115014648 0.455558468799161 0.583961431384532 0.560017111633967 0.795672794261749 0.272244973938943 0.250403688188903 0.337428620868662 0.329962493471965 0.307379589003743 0.354499009488062 0.232640999308365 0.506780164307631 0.307086009673209 0.382240517494854 0.633181835838869 0.333439187043506 0.300028574149919 0.391375706650581 0.854178489835713 0.411335352085558 0.239742821337111 0.207286106648702 0.401966454598034 0.256566752565668 0.395281424873277 0.422896519153778 0.457535842675874 0.404397238942989 0.254758466256673 0.237445282592192 0.315300849560622 0.308761096101891 0.351134274299459 0.881416702099541 0.299926045632584 0.283068939081205 0.33150203103357 0.262986436059942 0.448792064747764 0.406572929019143 0.342420650599236
"mi" 0.238269794721408 0.274488784940473 0.536784088185957 0.656220704432838 0.79144385026738 0.124255759772198 0.692716110834578 0.307393200567495 0.839676784550453 0.52641621676226 0.95372312532774 0.149385482447206 0.176949851245455 0.1567828166033 0.107036485480268 0.229341695724416 0.638518774874546 0.396429758344016 0.845293869760294 0.156396621832968 0.308092134219186 0.31079877264179 0.148424904675384 0.904962592701493 0.0854601250825467 0.568963692177411 0.13334603295552 0.526042616465835 0.077123441160635 0.101521065621116 1.00256088922792 0.466393739959579 0.108444187391556 0.35263800352638 0.122459735548976 0.293022207433963 0.79571450900152 0.0894786994212936 0.222305158453275 0.284288229498134 0.217499197150615 0.357747231541134 0.0663560833321813 0.133304220917271 0.949081048508587 0.778439582473315 0.719032574354505 0.557957708937985 0.209943406559971 0.123665932576656 1.51455287765047
"yo" 0.314201927105153 0.303724276827624 0.666187395159358 0.629436185884559 0.796791443850267 0.108723789800673 0.883524141363863 0.320529662130209 0.747926118567171 0.488253847103588 0.566990036706869 0.366673456915869 0.262508021078422 0.243013365735115 0.274571854058079 0.344012543586623 0.49316490742343 0.283672791150358 0.490815795344687 0.455287943558197 0.368872215119569 0.275165792338909 0.412007062978222 0.424711686105394 0.157324321174688 0.38107335662115 0.316696828269359 0.475542525285115 0.112047263572998 0.113773608023665 0.822753773225086 0.616676167279888 0.218334297281666 0.557213255572133 0.212366883167212 0.250088550667082 0.33249499126135 0.122016408301764 0.481931620880458 0.497504401621735 0.585350188304674 0.509158922898792 0.189391321177268 0.134453395235523 0.632720699005725 0.517485404257829 0.583630336326708 0.561511579695552 0.176474167833019 0.201592410638658 0.671671276175425
"pero" 0.429409300377042 0.415793662395036 0.177330457704289 0.142850765590822 0.251336898395722 0.124255759772198 0.273768043802887 0.252220062004099 0.447363592070211 0.253667515966462 0.609596224436287 0.319141712500849 0.272230540377623 0.325324344451848 0.421165301563663 0.336991879431794 0.301090154005883 0.256373735935052 0.185915073994199 0.597782643450457 0.316475593653721 0.40582005344947 0.237991657496737 0.375706491554771 0.355436429320592 0.476341695776437 0.473854652824078 0.220236508760363 0.410354913345266 0.372827361677548 0.408652536370076 0.409390060631186 0.310873337189127 0.842036258420363 0.320875509603013 0.463683493082315 0.169089333162823 0.304459990238687 0.232041150794295 0.243906378717149 0.251072898724199 0.244930677196212 0.297219956592062 0.456222204346177 0.171190665315402 0.187238308663089 0.185205360061009 0.353017828584967 0.359033651798211 0.550567508046756 0.256815487949427
"era" 0.298491830749895 0.34595332066462 0.397795351066379 0.339270568278202 0.363636363636364 0.248511519544396 0.331840053094409 0.265356523566812 0.542278074121883 0.289585040351094 0.21303093864709 0.291980715692266 0.318898633013787 0.325324344451848 0.472356664184661 0.205939481874985 0.264751687143104 0.257560651379196 0.208224882873503 0.417057658221249 0.611992538721103 0.374146293180244 0.437597563784323 0.222156881962821 0.337955949190071 0.269926960939981 0.364320411467759 0.0238472652797845 0.445278735757629 0.523358596908859 0.457690840734485 0.326475617971705 0.331116252168884 0.26221800262218 0.306924400489839 0.298388914529823 0.0667831820054847 0.331187393961931 0.418647670663832 0.411894877966047 0.502145797448399 0.428999792180031 0.39537166318758 0.333260552293177 0.33690322934071 0.287491891254349 0.22878309184007 0.621927382574187 0.313393780806913 0.303235642893444 0.0395100750691426
"á" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00175036320036408 0 0 2.3582995951417 0 0 0 2.7750543501428 0 0 0 0 0 0 2.29719946218642 0 0 0 0 2.30937747215968 2.62747755378621 2.10720400368761
"si" 0.363950565563469 0.367067842583118 0.210879463215912 0.223204321235659 0.240641711229947 0.170851669686772 0.273768043802887 0.199674215753245 0.421420300309421 0.250300248055403 0.350681699003671 0.278400217287974 0.276119548097303 0.270450358640693 0.342051377513031 0.54293136130678 0.508738536078906 0.321654085362959 0.349520339109095 0.413582177736072 0.222161675015195 0.239532812036029 0.258464058141618 0.454114802835767 0.26609175309793 0.404890441409971 0.394085150966759 0.279153281804537 0.317224720245631 0.430589347289563 0.424998637824879 0.326475617971705 0.371602082128398 0.539129255391293 0.28987304490707 0.245795184990394 0.265711809255865 0.323052966741813 0.259626462427183 0.219677268248558 0.268589612588678 0.246415105542855 0.252982567703941 0.242475781151243 0.295817469665014 0.288966208645397 0.241233872348373 0.297340520049754 0.299701819509524 0.337116720311706 0.329250625576189
"había" 0.329912023460411 0.199775861228865 0.249221183800623 0.138386679166109 0.192513368983957 0.113901113124515 0.228140036502406 0.304765908254952 0.374595822497263 0.239076021685205 0.154037755637126 0.244448971277246 0.24111847862018 0.360600478187591 0.281552494415488 0.201259039105099 0.207648382073023 0.17685040117742 0.126422250316056 0.361449970458416 0.368872215119569 0.289023062456696 0.388975612252732 0.3070992191839 0.508876199355164 0.34402455806076 0.266692065911039 0.0406806290066913 0.550050202994718 0.619628572928883 0.403203835885141 0.310929159973053 0.228455754771544 0.16727700167277 0.299173784315853 0.262968647697146 0.0724668570697813 0.347456248402166 0.288834439450241 0.436123988434638 0.36347181268794 0.347356233114628 0.334545253466414 0.420597800480355 0.19584212112082 0.22262192604824 0.135402238027796 0.402772019190902 0.331649729203432 0.44892427579197 0.0131700250230475
