"ne0020" "ne0021" "ne0022" "ne0030" "ne0033" "ne0035" "ne0036" "ne0037" "ne0039" "ne0054" "ne0055" "ne0066" "ne0107" "ne0112" "ne0113" "ne0114" "ne0115" "ne0117" "ne0118" "ne0124" "ne0125" "ne0126" "ne0130" "ne0143" "ne0144" "ne0165" "ne0166" "ne0182" "ne0215" "ne0219" "ne0232" "ne0233" "ne0237" "ne0239" "ne0240" "ne0243" "ne0244" "ne0245" "ne0246" "ne0247" "ne0248" "ne0254" "ne0264" "ne0265" "ne0266" "ne0267" "ne0269" "ne0270" "ne0277" "ne0278" "ne0279" "ne0280" "ne0281" "ne0282" "ne0283" "ne0284" "ne0285" "ne0286" "ne0292" "ne0293" "ne0299" "ne0302" "ne0304"
"ne0055" 0.859139487489852 0.862342497485581 0.92044716947501 0.925207884291735 0.934207672041914 0.973651117362288 0.978580200041129 0.901819559641769 1.00194385452102 0.343693275536448 0 1.05788012278004 0.967593833696929 1.11598525313636 1.04619851104311 0.944024763593431 1.13118447125319 1.14210122509684 1.11974050260884 0.990427570626262 1.0371271651459 1.06240943507197 1.06363913588587 1.07078137060454 1.08311146333074 1.03982594984199 1.10424116232309 1.02385322253697 0.844437013580757 0.974303667922566 1.03035184804204 1.07381556259875 1.08903366791726 1.09420501205537 1.07866164118146 1.09985032471644 1.09693112060482 1.10359432032252 1.10427795625618 1.16138833600641 1.13905258033901 0.842465325321683 1.00101561809922 1.06526901138702 1.06509551873349 1.02621209539067 1.04776083049729 1.04917336792106 1.13018362374255 1.10005419305151 1.09649987547444 1.06649617374849 1.07365217132361 1.06816556968184 1.02398778329446 1.05558259474014 1.03290410503352 1.0814255583135 1.01999115744531 0.985424088972249 0.976852120844659 1.10251373936823 1.08912134016332
"ne0066" 0.989647945991459 0.937140337633282 0.943887796220232 1.08791156771492 1.05486925195737 1.07998333750074 1.07737544799178 1.05404080725499 1.09040076519379 1.05833332169665 1.05788012278004 0 1.09106937979416 0.790318801875526 1.02615359689419 1.0195018078608 0.884555096177353 0.880279512625229 0.853107340953919 1.01522566554496 1.00203730294402 1.00995138128659 1.13965847790868 1.02261120679245 1.12664682990686 1.10043695973704 1.09598716478786 1.00781178576857 1.05354425874094 1.02403967885889 0.940449207836164 0.925462408610982 0.928446969459751 0.816441098354337 0.839096898843891 0.874648782539038 0.865893430385327 0.770323033935328 0.910209386582117 0.991981756040967 0.900203078053046 1.05313429598474 1.09978907465611 1.11783263528408 1.11351573154491 1.11473458563251 1.11255473126216 1.09566324472784 1.08728490763432 1.05929306440224 1.15426878103043 1.10144443426395 1.1414368708233 1.09505478871473 1.10202194443287 1.12431539930427 1.11812626333808 1.13929075031636 1.00110826442776 0.955954754050951 1.05831646682467 0.806582639084605 0.881639323157535
"ne0107" 0.986363518124987 1.02648523509779 0.996380223262489 0.968441158177328 0.955063363626133 0.9450724760213 0.91987854100025 1.06237381583476 0.904559259972487 1.00801206894689 0.967593833696929 1.09106937979416 0 1.09939004344611 0.864354327390392 1.00816452986977 1.11655175799561 1.1066029085475 1.07235029979527 1.02043791511568 1.07499624727747 1.00798278269009 0.994800740849192 0.933251004942149 0.925501329184852 0.986972866975989 1.00753686158699 1.00827001869007 0.967758813280573 1.09205853818347 1.01460484454606 1.12057264216296 1.14906462121376 1.07629845607724 1.10349878755378 1.10421179996545 1.09539252184176 1.1209556438734 1.05335853828605 1.05433472289721 1.10517465699463 1.00168653874204 0.979551030624829 0.966031023383693 0.991798715647568 1.01567456734605 1.06606910512422 1.04569071268215 0.904453390098807 0.981374013493856 0.855462128101431 0.985020401815614 0.926587326044685 0.958476987450256 0.983469812681593 0.973364855027676 0.989899437766788 0.986780220709749 1.01193855319312 1.00875898241753 1.00049866898954 1.06768583295722 1.07573688637112
"ne0112" 1.0370918948784 1.02028348064737 1.02652649960848 1.08738992334633 1.06904938032612 1.0665200958912 1.07689400348437 1.10023253378387 1.07692257946366 1.12055372681212 1.11598525313636 0.790318801875526 1.09939004344611 0 1.01913404812153 1.05671401084199 0.779942180633136 0.748742503394057 0.810805769059541 1.09561114071363 1.0197323056452 1.02943167848576 1.09406232569556 1.03771695181624 1.0648174921793 1.13389704048719 1.10352873667185 1.01871887368996 1.06087219283033 1.0351346774757 0.981938476939011 0.938206898131811 0.886994608770816 0.792714199610267 0.843978613813735 0.804178888123048 0.815218408721398 0.778149918118802 0.824987236787884 0.849699332656371 0.854597381622784 1.11860553550726 1.15082890128702 1.12714459165014 1.12420995488918 1.11211975985264 1.11151613241821 1.10390960194149 1.05375786818461 1.05848466011622 1.11819412057918 1.08654585564065 1.12151045045317 1.07956541268113 1.09674815627521 1.04827970215402 1.06934812045529 1.07943772377896 1.00105928135725 0.988948497289493 1.08306124265526 0.839770504508789 0.873938774129872
"ne0113" 1.00733409188368 1.03841167944135 1.02778965917416 0.984425419141533 1.00312067349904 1.00549764027687 0.994624273503643 1.03253666470302 0.956816823014463 1.0557247098941 1.04619851104311 1.02615359689419 0.864354327390392 1.01913404812153 0 1.06845207525476 1.0799479568435 1.04342641136477 1.05283940980553 0.957403388604944 1.0079038712506 0.971934367663484 1.02981824290427 0.855668330339004 0.986322750266956 1.03815075245734 1.04256190229684 0.915473148269803 0.986887098283142 1.04465251797253 0.995017322730223 1.06041143005409 1.06474042182069 1.00140593620605 1.0323606505805 1.05395727278022 1.03416335040623 1.04376693996631 1.01930463774143 1.04129846349589 1.02223409132886 1.03046228264704 1.00524617064996 1.00563697378047 0.975892752610747 1.06057628364702 1.07620622898168 1.0490972042553 0.97888428173019 1.03324626869437 1.00838534363803 1.08970974031057 1.04025475646647 1.0737119020937 1.04764976973444 1.04957323396742 1.03110946710223 1.05464417276451 1.01876574033713 0.999066533741965 0.972646536759494 0.999709010268942 1.03373761081058
"ne0114" 0.976917231734784 0.954551627022841 0.944200658414198 1.02391648388272 1.0429892626704 1.02228758888476 1.04919588983196 0.961938962621606 1.03328283845301 0.952602087544773 0.944024763593431 1.0195018078608 1.00816452986977 1.05671401084199 1.06845207525476 0 1.02683287647218 1.09546843041741 1.0518857820411 0.983130258508837 0.992039576715564 1.02775580525881 0.983264831261893 1.08843405153886 0.988131008865605 0.964740108130358 1.02299265614229 1.08590410855488 1.00362610731147 0.932800783589828 1.04348623137304 1.06750950684341 1.07808963947822 1.09284919782455 1.06285082318699 1.04381973473625 1.12388043575149 1.04612882591147 1.04437956072147 1.12006758947066 1.10447615275793 0.950095013158503 0.99361337873606 1.01161024245549 1.05146977597645 1.00304146589451 1.01660074948386 0.987906097702302 1.06388686994724 0.912512486567771 1.03056819277142 0.943198270643116 1.03063288859169 0.985181706838429 0.956925061142657 0.97932182569266 1.0137867856942 0.988298488272264 0.952547039764057 0.983302260077667 0.946730867285375 1.04381026251063 1.06075139061414
"ne0115" 1.10139129015802 1.07734313239563 1.07066996825343 1.09450889092128 1.13537312313084 1.07184295066118 1.07551226136182 1.11150975866878 1.1310435183989 1.13074905533754 1.13118447125319 0.884555096177353 1.11655175799561 0.779942180633136 1.0799479568435 1.02683287647218 0 0.703217096000414 0.727573326463959 1.15999266279225 0.980671182191132 1.11149385280361 0.998753239526307 1.05632896128432 1.07298998991033 1.06991858218735 1.08892936047596 1.06886726553629 1.13650801107282 0.99649504963026 1.15691538366277 0.871372572580579 0.868120959305663 0.914015921201357 0.949045550599769 0.683123364306487 0.872647669326412 0.766777480957791 0.781719171685499 0.716270112787284 0.942859004757267 1.12870886451145 1.11178016281693 1.12581019196983 1.06447035436504 0.994465422891345 0.998808775012201 0.979103561535608 1.01794215648274 1.04544398100853 1.12536105591982 1.04477576837383 1.1072790182719 1.08893823987215 1.0732241680282 1.0453432799904 1.0002889727445 1.01407565784034 0.974168249669359 0.985205430952636 1.06932858302094 0.930133799847964 0.990255521791934
"ne0117" 1.09495897401904 1.08499068432713 1.07121611277683 1.11729025307702 1.12599705537275 1.1111223657999 1.10428929991175 1.09621223604476 1.05215271876851 1.14429383309638 1.14210122509684 0.880279512625229 1.1066029085475 0.748742503394057 1.04342641136477 1.09546843041741 0.703217096000414 0 0.791661562244388 1.12341572210488 1.03946655577949 1.06729993101855 1.0435593929146 0.997082437733382 1.04293292157644 1.11656794603546 1.08428812117446 0.986309917504145 1.08091614731993 1.05017970378829 1.05297946945386 0.854965933355954 0.80221532330256 0.860146425024172 0.88551821711039 0.687606043624556 0.760184555893532 0.823863142267181 0.821895934317751 0.751408762301086 0.897654331929685 1.13954133273274 1.14662502833542 1.12296685692612 1.10762777783332 1.06632094320832 1.06930084950361 1.06070760924201 1.03664807837555 1.07712169348748 1.10874069721784 1.07140459095328 1.06884865443644 1.08460859116988 1.11283108479534 1.00227342694466 1.02707743652541 1.02800043726205 1.05779031006452 0.990629500837361 1.0818857453657 0.905837348756942 0.816588759090149
"ne0118" 1.07104880376645 1.01942549378451 1.01394348620937 1.08623787365684 1.09230270252174 1.06814095786863 1.05409072669129 1.04870291006766 1.06270153947977 1.13061452384968 1.11974050260884 0.853107340953919 1.07235029979527 0.810805769059541 1.05283940980553 1.0518857820411 0.727573326463959 0.791661562244388 0 1.01805580899067 1.01844593600384 1.00178955399723 1.07600186558779 1.02753086822649 1.10866239584274 1.10914864501831 1.0916379200918 1.01456241556109 1.08482107101656 1.00620229474611 0.940547626419017 0.95581833551066 0.927365966535363 0.908479001726633 0.923151431578548 0.814515378511274 0.846271462803279 0.819835155050257 0.887970056255312 0.858049170863651 0.878728150052969 1.12829026336027 1.1570361350797 1.1209901125407 1.09437116943508 1.08591913960238 1.12360825943896 1.07207235817101 1.00543984647838 1.0075909328453 1.03065411550179 1.0657849079235 1.05004744504 1.07690659676869 1.083667151957 1.07549880874855 1.06357392502994 1.06285639998316 1.02640702944268 1.02216304708351 1.11482552423409 0.895010295679948 0.928182844811818
"ne0124" 1.00680133392026 0.952797097579978 0.963046962723126 0.979799192974136 0.996036878638422 1.01879312227363 1.02400070945377 0.757341899677179 0.92941810575291 0.95509707922453 0.990427570626262 1.01522566554496 1.02043791511568 1.09561114071363 0.957403388604944 0.983130258508837 1.15999266279225 1.12341572210488 1.01805580899067 0 0.829468972336867 0.707703239762056 1.08559105638748 0.966622833096438 1.05201992642252 1.03072824925167 1.103475022987 0.94760205082413 1.02801639622529 0.894489110232728 0.903250760974062 1.03303245103666 1.04858388037826 1.11034724529241 1.11068160434439 1.03950069669121 1.06511879706869 1.07280630888702 1.10674173567678 1.13635086784159 1.06628511902194 0.989179158891339 1.05662928827954 1.04248774086604 1.05602082264797 1.13096822809895 1.11830220612624 1.10708899299763 1.05226728441418 1.01464291637283 1.0453526215567 1.09593711147329 1.03747485683163 1.06439743784313 1.05809992427245 1.11338988227068 1.06694000018592 1.12948917775114 0.932419945095841 0.980425559711091 0.982105920534419 1.041888339742 1.03566722817593
"ne0125" 1.04906469774071 1.01334503945941 1.04951819295612 1.05655765812371 1.06807646300105 1.0738056510731 1.06826959970945 0.965694605549951 1.00584542691638 1.0136570943712 1.0371271651459 1.00203730294402 1.07499624727747 1.0197323056452 1.0079038712506 0.992039576715564 0.980671182191132 1.03946655577949 1.01844593600384 0.829468972336867 0 0.796127537972943 0.97016280800325 0.985239507999357 1.04207485956822 1.05047398132918 1.09671910791103 1.01152047210938 1.0689809323247 0.907172704863983 1.05208290409357 0.971757816116778 0.994230901054921 1.05547562844083 1.08070163987837 0.984268704509085 1.03735336368456 1.0231862007683 1.01257726594116 1.05224255147433 0.933173746719183 1.04644846584233 1.08315174984291 1.0861632870874 1.03961228700848 1.07116358733675 1.03406585205684 1.02227783421764 1.109097188973 1.03776712742736 1.09781144093827 1.08377819957823 1.06763827526355 1.06000586546133 1.01419981181577 1.08124797301861 1.04183771715511 1.08314827465107 0.842596027039503 0.833678704961055 0.954478988005855 0.990773661844919 1.03985384861597
"ne0126" 1.03803707039946 1.03033914218822 1.00678562148184 0.999838897483633 0.993789384881334 0.994399108074631 0.960620119493952 0.975013598183607 0.952494035784504 1.05392754851484 1.06240943507197 1.00995138128659 1.00798278269009 1.02943167848576 0.971934367663484 1.02775580525881 1.11149385280361 1.06729993101855 1.00178955399723 0.707703239762056 0.796127537972943 0 1.05551700634767 0.954867793743999 0.996926926786745 1.10148124033115 1.106718531998 0.97965694774577 1.02570207535076 0.929289914840109 0.868853159977329 1.08489271229615 1.09697797827088 1.02581673149727 1.04090614487817 1.07186988309109 1.03863248677181 1.06137337432016 1.02969585817911 1.04396861640703 0.915160638421566 1.09407491620006 1.10297594131742 1.0455372867121 1.05680357286019 1.14479709989632 1.16009782416825 1.13866327646368 0.984899643754258 0.987228314332485 0.96683882252677 1.04017494186192 0.967351214164813 0.998931816799189 1.07687655764446 1.05284763735778 1.05419373047013 1.0620190404723 0.862087654532983 0.9128961229451 1.02996935662269 0.977869459438329 1.05062859121227
"ne0130" 1.13040176512101 1.17442655147815 1.16038756444999 1.04591351382908 1.13295639359509 1.07541696309867 1.08380803015293 1.06105121019683 1.00296557241274 1.06490663473684 1.06363913588587 1.13965847790868 0.994800740849192 1.09406232569556 1.02981824290427 0.983264831261893 0.998753239526307 1.0435593929146 1.07600186558779 1.08559105638748 0.97016280800325 1.05551700634767 0 0.970103041444947 0.906949853604392 0.914926906705715 0.912240553988583 1.04857548174862 1.03213050982759 1.03264225166484 1.09290342559677 0.986207510325303 1.02274245060134 1.13557051103191 1.09828925316414 1.01503984649228 1.06748702661866 1.10649161128499 1.05803750931494 1.03313702159374 1.04349686513503 0.950639039007495 0.954959242394669 0.967463507214364 0.852893908786209 0.876945980078109 0.834105899917452 0.83397156075538 1.00375785165275 0.971625592294177 0.963509074059702 0.921086158615355 0.95476586853112 0.982630042392672 0.949266788614964 0.943186155889283 0.962474205669597 0.912054797922645 1.03578417763393 1.04762302097187 0.975776676227113 1.07672193264481 1.04985064947956
"ne0143" 1.06292045886005 1.05593625936148 1.05220488821676 1.04136123764019 1.04706624096472 1.03461083067583 1.04052571600798 1.0748747000473 0.845813185277501 1.09663026052474 1.07078137060454 1.02261120679245 0.933251004942149 1.03771695181624 0.855668330339004 1.08843405153886 1.05632896128432 0.997082437733382 1.02753086822649 0.966622833096438 0.985239507999357 0.954867793743999 0.970103041444947 0 0.949565843019045 1.00575825336479 0.993163369730612 0.957160760956776 1.04812617486777 1.01455236472218 1.03417493319261 1.00465660549973 1.02364755174883 1.02816714800348 1.04265611893518 1.02242134883387 1.00218527119393 1.07238884794187 1.04077119779351 1.02185880667149 1.00777259547604 1.05812058737331 1.026588766947 0.972757021520988 0.95967082426459 1.03149760692045 1.0713201224986 1.04487596330048 0.989125312658193 1.02336718300167 1.01762307235073 1.07143524526636 1.02691239897024 1.04506307976313 1.06674032043825 1.04050069845647 1.00958924366534 1.04047444832408 1.00441255849882 0.973592351227949 0.970156398949734 0.983958688971438 0.985797061355753
"ne0144" 1.09265995499079 1.11197660018524 1.08925981660526 1.01091056855809 0.991585394124588 0.9879529222109 1.01088980413791 1.10712173307425 0.935187005900313 1.08044352939159 1.08311146333074 1.12664682990686 0.925501329184852 1.0648174921793 0.986322750266956 0.988131008865605 1.07298998991033 1.04293292157644 1.10866239584274 1.05201992642252 1.04207485956822 0.996926926786745 0.906949853604392 0.949565843019045 0 1.05524258930188 0.992637222178271 1.04658230854458 1.02605597711547 1.08501414337531 1.0567400828405 1.07512275170736 1.06272722078038 1.06030760571846 1.06911177186381 1.073736539082 1.04980970569975 1.09259673643056 1.01409802021196 0.98905322560396 1.07544287940023 1.1071762885228 1.07587449484115 1.01788217579798 1.02597273354188 1.052119408431 1.02584723536874 1.05020990031427 0.849855081544185 0.924055282558507 0.843871388668887 0.847766449236144 0.820935291063867 0.856092242849214 0.973692397973836 0.839522046558594 0.873349052436994 0.861325439202434 1.00665478377019 1.01169512634034 0.817289506604813 1.06473567335956 1.05452211122989
"ne0165" 1.08731293578564 1.09344679048113 1.0876332081931 1.07295199227485 1.15097855444724 1.15147452594347 1.10704731500618 1.00341200215547 0.974088444532078 1.07148578469128 1.03982594984199 1.10043695973704 0.986972866975989 1.13389704048719 1.03815075245734 0.964740108130358 1.06991858218735 1.11656794603546 1.10914864501831 1.03072824925167 1.05047398132918 1.10148124033115 0.914926906705715 1.00575825336479 1.05524258930188 0 0.672307923642133 1.05316948525913 1.06573522502804 0.967971818436024 1.16075257279278 1.1173253978728 1.12833185492042 1.08767725318295 1.03256187198281 1.0637807793373 1.10791831350988 1.07523848361656 1.09931222593202 1.10585210752154 1.12824394731842 0.785598710550804 0.557446489634505 0.570690298582196 0.66075448879222 0.7200128879243 0.780820497208347 0.746777459404763 1.1232223915881 1.07755937674638 1.09979920070279 1.09212702245505 1.13643759376596 1.0915201848914 1.05102048377316 1.11493524305331 1.09476206579439 1.05907626337039 0.961462316064018 1.01100156632527 0.952287222071488 1.09240889057835 1.10100666313376
