idno,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
rv0214,0.0113984245,0.0001595425,0.000193866,0.0482914458,0.0272779131,0.0055400826,0.0003503411,0.0009920974,0.0024569554,0.0003216771,0.0129280038,0.0282150943,0.0026629872,0.0075073574,0.0062300483,0.018739427,0.0013907647,0.0027486873,0.0003688092,0.0046009251,0.0383206179,0.0014009343,0.0019520294,0.0001391469,0.0003495382,0.0420698117,0.001206209,0.0054202321,0.0942037512,0.0005370143,0.0009056184,0.0018100841,0.0125309573,0.0033246705,0.0082438676,0.0005727786,0.0021957828,0.00571998,0.0019166635,0.4873437097,0.0155056753,0.00180982,0.0084743852,0.059379219,0.0008982313,0.0009034122,0.0008963636,0.0023689734,0.0165393508,0.0006867219
rv0215,0.0194170829,0.0024689683,0.0038236519,0.0021030447,0.0137314175,0.0014399573,0.0005285912,0.0077904338,0.0026306428,0.0014865364,0.0621471537,0.024680482,0.0050505057,0.0016410437,0.0075380903,0.0121734058,0.0006225723,0.1946329182,0.0028138014,0.0048150894,0.0122800211,0.004351612,0.0008027719,0.001839247,0.002976176,0.0255800727,0.0014054794,0.0354117522,0.0214436822,0.0007348088,0.0094504069,0.0024201795,0.0253297842,0.0113371237,0.0027170428,0.0012490665,0.0032851361,0.0185466144,0.0164270564,0.3412370479,0.0044261844,0.0016022212,0.0028413847,0.0057583845,0.0069014367,0.0238726362,0.0059558181,0.0171258108,0.0161051052,0.0050505476
rv0216,0.0141017681,0.0026022062,0.0003559266,0.016630161,0.0147933232,0.0010232663,0.0001877916,0.0017750739,0.0001868855,0.0006744039,0.0834695586,0.0031653033,0.0007578604,0.0020794196,0.0061766663,0.0508200176,0.000172989,0.0003855049,0.0008181674,0.0065249293,0.0569343261,0.0008709553,0.0005006627,0.0002792342,0.0007881721,0.1086499177,0.0007076282,0.0121022302,0.0015739055,0.0001897816,0.0041770145,0.0004723289,0.0236149578,0.001974307,0.0054582483,0.0009761362,0.0053209802,0.002372863,0.0085233407,0.5327239897,0.0027150489,0.0008612545,0.0002294097,0.0007790209,0.0051313526,0.002511578,0.0001754331,0.0075730982,0.0046204521,0.0004911492
rv0217,0.0079227495,0.000848155,0.000257451,0.057310577,0.01556891,0.0018373932,0.0019518909,0.0018623416,0.0002288318,0.0002011285,0.0022468558,0.0054739247,0.0005523248,0.0004244195,0.000526625,0.0270614134,0.0014653821,0.0063920922,0.0004393495,0.0021473453,0.042664895,0.0021864462,0.0019309016,0.0010839614,0.0002293326,0.0061477909,0.0043833183,0.0018558878,0.0002934555,0.0004734788,0.0041709541,0.0004503634,0.0636702028,0.0100497932,0.0127926975,0.0002241511,0.0008099555,0.002792099,0.0006923112,0.5892114908,0.0073146301,0.0017294858,0.0007944267,0.017044757,0.0202844988,0.0010035596,0.0002148088,0.0038215832,0.0483503043,0.0186092981
rv0218,0.0029859713,0.0009093308,0.0087380108,0.0104585214,0.0065647135,0.001623939,0.0011983981,0.0074737593,0.0020812269,0.003953525,0.0081978417,0.0117091744,0.0054256448,0.0004355714,0.0019177803,0.0049315652,0.005909938,0.0165707892,0.0031274986,0.0066518108,0.0065097468,0.0018647573,0.0012087031,0.0021425449,0.0042009451,0.0222301483,0.0020361416,0.0008702592,0.0090576434,0.0047205142,0.0018963245,0.0024298163,0.0023066804,0.0261831486,0.0014160602,0.0018689016,0.0015325116,0.0008154676,0.023020752,0.6092204271,0.0115352717,0.0004167233,0.0295702961,0.0041482315,0.0024932345,0.0003916719,0.002101094,0.0103712844,0.1019422107,0.0006334776
rv0219,0.0058007176,0.0008723666,0.0016539306,0.0189148449,0.0135720092,0.001697606,0.0054895977,0.0031871025,0.0058464235,0.0070485392,0.014252546,0.0285161353,0.0129362939,0.001099878,0.0026073864,0.0023884059,0.0011885454,0.0095323949,0.0068091923,0.0058490047,0.0064984249,0.0058513111,0.0072015187,0.007002258,0.0025676935,0.012070808,0.0091498954,0.0028535493,0.0217204853,0.0064327168,0.008455487,0.0038357182,0.0067665952,0.0136974656,0.0084871623,0.0017777236,0.0058217212,0.0008342412,0.0391185426,0.4783873167,0.0149025567,0.0020183321,0.0189878139,0.0064652805,0.0147977628,0.0043418842,0.003849601,0.010206597,0.1254415125,0.0011951039
rv0220,0.0231005558,0.0012862017,0.0514119099,0.054397468,0.0384809511,0.0013907916,0.0003271091,0.0023135928,0.0011861303,0.0003212307,0.0846852207,0.0089910616,0.000923376,0.0019437112,0.0053697431,0.0052276264,0.0059863634,0.0592521201,0.0005593461,0.0051635563,0.0526668373,0.0054584306,0.0029911394,0.0003243804,0.0003566307,0.0674154191,0.0033055859,0.0282708632,0.0021766589,0.0016815258,0.0004963139,0.0041380585,0.0007987286,0.0255305699,0.0005225601,0.0009778958,0.0011845501,0.0006456735,0.0029644803,0.2680026389,0.0130961451,0.0006756259,0.0062982416,0.0139675174,0.0011616442,0.0003719849,0.0020044831,0.0023569425,0.1260810424,0.0117593661
rv0221,0.0059549708,0.0020234632,0.001486029,0.0161139917,0.0352215443,0.0019203546,0.004441218,0.0395694577,0.059711135,0.0029257748,0.0572737276,0.0696638699,0.0004567768,0.0003193449,0.0057783575,0.0180267811,0.0035366665,0.0885195179,0.0031085109,0.0134612202,0.0231314735,0.0025348063,0.0192688142,0.0006890224,0.0013825809,0.0058190419,0.0118181481,0.0120161296,0.0284186921,0.0044698514,0.0008744846,0.0049550536,0.004901603,0.0247177796,0.0100850593,0.0007727413,0.0058774547,0.0054341952,0.0011873354,0.2595359384,0.0113411948,0.0018587615,0.0339702765,0.0209560509,0.0028626282,0.0012487667,0.0021284883,0.020065638,0.0476263568,0.0005389203
rv0222,0.0617993279,0.0009188799,0.0044101954,0.0337792025,0.0321505627,0.0058522009,0.0068376019,0.0122925229,0.0017350899,0.0005514738,0.0242719867,0.06958905,0.0019686542,0.0015413434,0.0022307515,0.0044534669,0.0057313372,0.0029801213,0.0138295857,0.4882821383,0.0143097275,0.0019456431,0.036180056,0.0009020152,0.0008670637,0.001391678,0.0031991521,0.0100489636,0.0133904007,0.0038953619,0.0005555415,0.0031189489,0.0017339725,0.0030007069,0.0030891394,0.002908652,0.0064668181,0.0027524109,0.0012292808,0.000685073,0.0082560709,0.0006150053,0.0039011426,0.0052490149,0.0111705617,0.0020247405,0.0016459786,0.0435068992,0.0336238758,0.0031306117
rv0223,0.0706404965,0.0004098676,0.0867748317,0.0737379122,0.0068656382,0.0028129434,0.0087553738,0.0014533433,0.0011349102,0.0007246265,0.0277770009,0.0020491675,0.0033709263,0.004830949,0.0199850172,0.0026053137,0.0078429426,0.0192199623,0.0010667813,0.3457890705,0.0257365494,0.0046459823,0.0138484936,0.0027479847,0.0031021264,0.007439046,0.0120306096,0.022008102,0.0023558299,0.0072644782,0.0013496931,0.0025948953,0.0009159008,0.0378773644,0.000557983,0.0007975236,0.0099494248,0.0066960339,0.0029430206,0.0155828264,0.0351634607,0.0008193314,0.0131498389,0.0383272876,0.0011734842,0.0030029774,0.0005063674,0.0034564449,0.0258235385,0.0102863261
rv0224,0.0534121713,0.0012489275,0.0264571572,0.0322831514,0.0474182981,0.0033748332,0.0005954488,0.0082879831,0.0014039941,0.0007951033,0.0228144654,0.0213222064,0.0009360698,0.0036724686,0.0021015473,0.0019742601,0.0236559904,0.0108832174,0.0027221807,0.5186008054,0.0220462667,0.0007009771,0.0176042054,0.0009773042,0.0022788043,0.0039184371,0.000739552,0.0236243662,0.0016974849,0.0017076623,0.0017076871,0.0029720379,0.001393371,0.0211500274,0.0016964466,0.0026955683,0.0070610115,0.0051299377,0.0012552681,0.0010815854,0.0046404634,0.0006153086,0.0022211678,0.0207689069,0.0059507686,0.0031574303,0.0012566515,0.0291398637,0.0213647504,0.0054864077
rv0225,0.0363652915,0.002192736,0.0061113773,0.0281839728,0.0120999821,0.0037551203,0.0123837154,0.0422783493,0.003153251,0.0012725378,0.0324580807,0.0250409225,0.0072130832,0.0017921671,0.0124147081,0.0047830138,0.0029792731,0.0139551554,0.0065142585,0.3575039344,0.0214758431,0.014010444,0.0091895738,0.0010863713,0.0038030415,0.005385115,0.0042375808,0.0172075182,0.0114089786,0.0053855848,0.0022722512,0.0035126974,0.0054051401,0.0280309645,0.0151048422,0.0029817687,0.0093481007,0.0027040951,0.000798037,0.0027598718,0.0224662677,0.0034358595,0.0063681063,0.0020816374,0.0292276805,0.0051805414,0.0012766659,0.0584508048,0.0807517188,0.0122019676
rv0228,0.0018031905,0.0004376268,0.0090500312,0.0187176736,0.0112857196,0.0003941195,0.0009386618,0.0072203068,0.0123210539,0.0001457816,0.0125038368,0.0095632819,0.0038998837,0.0018997651,0.0001961249,0.005087696,0.0039932489,0.0401840068,0.0013238958,0.0036247841,0.0382336213,0.0113649599,0.009972536,0.0007990912,0.0053036093,0.0068417658,0.0006240333,0.0093847232,0.0302390745,0.0001684317,0.0019273333,0.0012741016,0.5678377086,0.0029233178,0.0154818722,0.0003527442,0.0035975151,0.0008195967,0.0008816733,0.0041427606,0.0206669753,0.0005579102,0.0068518042,0.0021838275,0.0380337371,0.0014378136,0.0006269446,0.0014394392,0.0648207913,0.0066195979
rv0229,0.0070738295,0.0014098946,0.0006708995,0.0470473781,0.0131812408,0.0045191911,0.0010155532,0.0347835865,0.0036702705,0.0012335418,0.0059165441,0.02637894,0.0469686587,0.0009977608,0.0059565262,0.0058139446,0.0011326309,0.0113039169,0.001798278,0.0043620354,0.0325906597,0.0066715937,0.0099668311,0.0008746483,0.0015369832,0.0153658994,0.0020929859,0.0035207714,0.0185334122,0.0013019723,0.0029307187,0.0032611511,0.5227252085,0.0119593075,0.0256004964,0.0013609881,0.0114036081,0.0019710777,0.0041514129,0.0142968307,0.0074652908,0.0055443416,0.003576623,0.0008800992,0.0071739053,0.0073131763,0.0030094602,0.0005870836,0.0464091571,0.0006896849
rv0230,0.0014800486,0.002344508,0.003401199,0.0003908453,0.0054065948,0.0013913155,0.0001612679,0.002235245,0.0071848737,0.0021742285,0.0097199247,0.0232773585,0.0025543954,0.0012750185,0.0005119059,0.0086226086,0.0080589785,0.104892691,0.0150435076,0.0029059493,0.0016533714,0.0211943847,0.0014974449,0.0005598981,0.0330039355,0.0057529299,0.0007136459,0.0043429252,0.0599440146,0.0006980532,0.0335844112,0.0021590376,0.3226896388,0.0057969695,0.1881847772,0.0019328885,0.006743679,0.0155025596,0.001904375,0.0002748878,0.001832457,0.000494072,0.0009795889,0.0005527663,0.0540241832,0.0070363055,0.0002626504,0.0026476626,0.0067992301,0.0142047921
rv0231,0.0003652639,0.000371592,0.0010736988,0.0341060152,0.0103711655,0.0005323126,0.0007006485,0.0082118344,0.0019141593,0.0007679021,0.0091232981,0.0086173276,0.0283605391,0.0002557813,0.0020367526,0.0031214718,0.0003531929,0.002025958,0.0006017922,0.0053171908,0.0751782106,0.0400665054,0.0012374232,0.0003541097,0.0002703614,0.0076026295,0.000178562,0.0006421237,0.0278243415,0.0006570516,0.0028828168,0.0011830204,0.6023697659,0.005724954,0.0078008827,0.0012985107,0.0011164511,0.000283149,0.0019625057,0.0116812561,0.0236848803,0.0017294339,0.0006993793,0.0011855244,0.022188064,0.0011706629,0.0018189843,0.0007733168,0.0355943616,0.002612865
rv0232,0.0029191586,0.0001489199,0.0026681141,0.0128840177,0.0009599707,0.0035325071,0.0023431179,0.0212281456,0.0004494525,0.0020577253,0.0016280573,0.0094485591,0.0065389516,0.0074470093,0.0023484655,0.0066224663,0.0046655205,0.0283031,0.0004345383,0.0015039403,0.0076392473,0.0194187096,0.0013948324,0.0012124199,0.0024691797,0.0011630083,0.00639454,0.0024975142,0.069238804,0.0009072932,0.0130944429,0.0001856291,0.600596487,0.015096839,0.0256997686,0.0045174701,0.0327151119,0.0086317525,0.0040140739,0.0001678779,0.0107013133,0.0033420471,0.0031218085,0.0030557391,0.0208806138,0.0041122194,0.0086838334,0.0035346468,0.006624815,0.0007562248
rv0233,0.0145547031,0.0057883001,0.0030613428,0.0653179047,0.0123635133,0.0037173758,0.0122765765,0.0437983546,0.0005546316,0.0054332715,0.0081811214,0.0422624655,0.0083907662,0.0059826782,0.0114286687,0.0092280606,0.0024197589,0.0292016705,0.0156416736,0.0112914146,0.0136684531,0.0137166533,0.0182774,0.003597979,0.0037536376,0.0038483678,0.0049464809,0.0133563493,0.018871511,0.0172743893,0.0067156166,0.0075266901,0.2919841042,0.0077443747,0.0282109879,0.0032521011,0.013305184,0.0033161556,0.0003324447,0.0079276186,0.018628126,0.0025546246,0.0174192627,0.0139370658,0.0342451299,0.0365170654,0.0038982648,0.020047052,0.0590097461,0.0012229119
rv0234,0.0076814654,0.0049009857,0.0045872438,0.0292343294,0.0055351136,0.0022107886,0.0001612563,0.0110379394,0.0020716474,0.0013815973,0.006670062,0.0060367425,0.036288342,0.0006006449,0.0100740137,0.0132219814,0.0013830871,0.0035899665,0.0012114127,0.0047626654,0.0719761607,0.0201333707,0.0156873268,0.001934178,0.0008616879,0.0235752882,0.0010234341,0.0072996467,0.0299246761,0.0011653761,0.0002455216,0.0034553624,0.5152003493,0.0122826041,0.0154187373,0.0013162208,0.0010697991,0.0016389249,0.0047564768,0.0154660855,0.0082996797,0.0069763282,0.0031634745,0.0018496953,0.0364782706,0.0076580947,0.0033992013,0.0053902424,0.0291017855,0.0006107154
rv0235,0.0005747569,0.0016501586,0.006651751,0.0041973368,0.003681863,0.0003646064,0.0021836302,0.0073665651,0.0050852606,0.0001391822,0.0003822374,0.0026858503,0.0708982543,0.0145123733,0.0017150419,0.0026281035,0.0024909631,0.110199762,0.0001751348,0.0005620057,0.0749278833,0.0025271883,0.0018645442,0.0023410872,0.0001586997,0.0046948618,0.0005149624,0.0098155579,0.0393713199,0.0003332909,0.0026271116,0.0045862363,0.4187513999,0.059045254,0.0095272898,0.0003132008,0.0138038305,0.0020193062,0.0001436176,0.0015451518,0.0349386275,0.0014942359,0.0138759203,0.0215296929,0.0121348236,0.0223674754,0.0001486491,0.0005457403,0.005393453,0.0005147506
rv0236,0.0042163371,0.0011603999,0.0066538985,0.047115529,0.0078172419,0.0023579135,0.0012238602,0.013343126,0.0003207714,0.0021720194,0.0090780808,0.0059752874,0.0196640312,0.0015039061,0.0104471487,0.0099220682,0.0077229763,0.0141229954,0.0016863767,0.0010102147,0.0555679795,0.0136706212,0.0205825143,0.0017139494,0.001013647,0.0046988482,0.0031621325,0.0062366997,0.0325486829,0.0007046763,0.0007670643,0.0038561588,0.5157024101,0.0271898001,0.0249751505,0.0020169427,0.0044862094,0.0014676665,0.0120669417,0.0027151426,0.0114831187,0.0007403061,0.0083879731,0.0103191284,0.0117350019,0.0283428188,0.0017556775,0.0008191501,0.0222096458,0.0015497596
rv0238,0.0024618304,0.0007512622,0.0089598751,0.0429533744,0.0099233444,0.0008616713,0.0023534714,0.0074927867,0.0094187546,0.0007085471,0.0021170324,0.0133075809,0.0173101654,0.0020649499,0.0097530467,0.0091250765,0.0006027027,0.019839348,0.001548943,0.0012654497,0.0410121785,0.0385937931,0.0044289206,0.0007595953,0.001144327,0.0105337806,0.0008455972,0.0084352732,0.0232172999,0.0023310926,0.0013065658,0.0036341472,0.5104171263,0.0126852321,0.0187879581,0.0028541812,0.0064242021,0.000644952,0.0056078871,0.0041231081,0.0219220481,0.0142826793,0.0118191667,0.030757537,0.0178651355,0.0165241946,0.007209834,0.0042491196,0.0138400105,0.0009238441
rv0239,0.0042567043,0.0011406379,0.0043543785,0.0489425688,0.0091515578,0.0043631189,0.0003967784,0.0030603692,0.001273716,0.0044233308,0.0171206101,0.0109485611,0.0080200081,0.000692144,0.0079204545,0.0267610737,0.0029261672,0.0195988677,0.0025339304,0.0025626331,0.0400043725,0.0099034709,0.0095374722,0.0034386379,0.0017535508,0.0144778299,0.0009976053,0.0016675791,0.0241841239,0.00167688,0.0010649908,0.003343608,0.5486574305,0.0065857548,0.0062190149,0.0027277351,0.0013641822,0.0035517121,0.0018063624,0.0114557913,0.0076779315,0.0178281784,0.0068042752,0.022146287,0.0397460727,0.0173654661,0.0001482135,0.0069224098,0.0063061314,0.0001893196
rv0240,0.011809389,0.0071780462,0.0014657682,0.0798069672,0.0035757245,0.0044936587,0.0073317646,0.0265157154,0.0016949241,0.0020830463,0.0096813369,0.0138063513,0.0215214043,0.0024782009,0.0149830406,0.020983461,0.0010424829,0.0147714621,0.0069693945,0.0026271948,0.0350189521,0.0147671186,0.0225164204,0.0029022828,0.0020315208,0.0101778607,0.0011618864,0.0279413261,0.0154593403,0.0023090389,0.0010335598,0.0032663764,0.4295265019,0.0217703674,0.0074283931,0.0061150304,0.0021911373,0.0013024877,0.0058577087,0.0078306923,0.0082820793,0.0075583087,0.0097719102,0.0271107573,0.0120467599,0.0218660708,0.0060304283,0.0038263612,0.025018625,0.0030613635
rv0241,0.005007905,0.0015940776,0.0034014593,0.0192689243,0.0127182433,0.0017031877,0.0013746655,0.0119678981,0.0023834575,0.0026803284,0.0066448795,0.0094233323,0.02993571,0.0025418747,0.0041083371,0.0033128866,0.0029021848,0.0096158973,0.0006594143,0.0057553335,0.0757753704,0.0179834266,0.0034384546,0.0027164553,0.0034854901,0.0085905196,0.0040096103,0.006764731,0.0180813095,0.0007633598,0.0111437974,0.000714152,0.5889341043,0.0129194718,0.0120396121,0.00104614,0.0068443273,0.0010814673,0.0083353727,0.0118524304,0.0116350838,0.008836781,0.0010862379,0.0030804075,0.0148253234,0.0102715987,0.0009890329,0.0004614737,0.0126431707,0.0026512911
rv0321,0.0210937878,0.0006496643,0.0047778579,0.0044276366,0.0414699258,0.0339101515,0.0242216049,0.0333605125,0.0006950106,0.0051870682,0.0206597195,0.1190163069,0.0006940691,0.0095074953,0.0044800676,0.0011857891,0.0022705134,0.0101878244,0.0134633135,0.0090284725,0.0124796338,0.0107459482,0.0613511264,0.0019750184,0.0003206757,0.0004573194,0.0140400507,0.0367733567,0.0143335006,0.0024407307,0.0147918792,0.0756602541,0.010784302,0.0025705722,0.0004655107,0.0106084381,0.0033373798,0.0036875455,0.0064850944,0.0005254934,0.0462581325,0.0004541351,0.0485733918,0.0426470118,0.0196794013,0.0196055846,0.0101142756,0.1559354141,0.0124141205,0.0001979116
rv0322,0.0023586679,0.0047024406,0.0131083472,0.0044891421,0.0035136471,0.0693026865,0.0122673078,0.025927289,0.0124657791,0.0009696868,0.0088926128,0.1682558189,0.002256987,0.003132728,0.0026104194,0.0015077756,0.0034615535,0.0074301447,0.0458113395,0.0043534571,0.001493765,0.0123995629,0.0473674262,0.0194689598,0.0106971478,0.0008304922,0.0188300666,0.0208152901,0.0251737423,0.00405092,0.0338760127,0.0242883889,0.0072765316,0.0063617559,0.0063043824,0.0163564935,0.0038809932,0.0098450719,0.0073884825,0.0045906932,0.0184711216,0.0045349238,0.1286373579,0.0163125422,0.0171110262,0.0068775046,0.026033831,0.0618691996,0.023106785,0.0189316988
rv0324,0.0134349276,0.0013557344,0.0130143478,0.0289154573,0.1238132516,0.001506799,0.0059579183,0.028458177,0.000595376,0.0031416996,0.012321384,0.0115893245,0.0030460345,0.0017897685,0.0044035097,0.0051099273,0.0041931989,0.0073844411,0.0018334084,0.0146156543,0.0255767983,0.0119367996,0.0037288777,0.001466723,0.0010632597,0.0172800621,0.0032022182,0.3426278053,0.0068161606,0.0067147514,0.0038792637,0.0020132967,0.0081036833,0.0059496041,0.005741076,0.0197258714,0.0075075012,0.0030722311,0.0023491036,0.0078241802,0.0197488435,0.0014878381,0.0245433417,0.0624391995,0.0316771996,0.0166469281,0.0037552024,0.0231640006,0.0379338303,0.0055440089
rv0326,0.0039380938,0.0009423985,0.0011826333,0.0068740002,0.3704446205,0.0060878602,0.0005109615,0.2452908202,0.0005181602,0.0004940399,0.0103630129,0.0406775827,0.0012406933,0.0118411464,0.0004881354,0.0024351625,0.0127201702,0.0343276058,0.0002774432,0.0062012604,0.0143706457,0.0021268013,0.068086554,0.0002286195,0.0007239536,0.0023649293,0.0028860983,0.0511614261,0.0004142707,0.0010010543,0.0033994722,0.0032898967,0.001765541,0.0138968244,0.0018931329,0.0009707165,0.0036034208,0.0017995652,0.0004462934,0.0009829419,0.0017919491,0.0015756272,0.0018536193,0.0082768222,0.0099853357,0.0087072473,0.0113187775,0.0187794654,0.0034852881,0.0019579094
rv0338,0.028381712,0.0006029722,0.0019318259,0.0338805916,0.4286482722,0.0041271127,0.0003545909,0.1821305469,0.0006208495,0.0005189073,0.0124677948,0.0131181168,0.0024592384,0.0064352963,0.0016653971,0.0059589424,0.038264769,0.025158475,0.0024799943,0.0120232546,0.0157081404,0.0033698499,0.0040984098,0.0003686086,0.0001538488,0.0030989207,0.0078267462,0.0489943279,0.0012072729,0.001127886,0.0003086045,0.0080266655,0.0051513546,0.0072767168,0.00054712,0.0205190293,0.0047480613,0.0024361449,0.0010005446,0.0011599736,0.0015646952,0.0002233283,0.0007495593,0.0058033193,0.0075573403,0.0019677343,0.0088058032,0.00770308,0.0032421524,0.0240261014
rv0362,0.1071499968,0.0031414658,0.0050250391,0.0264582528,0.0882480443,0.0222851254,0.0058106951,0.0069200429,0.0030717636,0.0010474826,0.028680947,0.0590136759,0.0008814816,0.0024563836,0.0042175931,0.0025817228,0.0002910635,0.0020017811,0.003061371,0.0125618301,0.0570850417,0.0014938373,0.0162029584,0.0144891966,0.0001553645,0.0037745715,0.0132992761,0.00923436,0.0876871415,0.0043346651,0.0050776059,0.0033723209,0.0007447493,0.0036588504,0.0387335228,0.004501116,0.095197247,0.0012337127,0.0002899847,0.001995226,0.0098662768,0.0008377041,0.0122158255,0.0190788184,0.0118313613,0.0037564873,0.0116779315,0.0327489476,0.0373044758,0.1132156652
rv0363,0.0494241929,0.0008451762,0.0037911966,0.0082938519,0.0142915592,0.0068314779,0.0018094782,0.0028630752,0.0059297604,0.0004509212,0.0023355803,0.018827177,0.0047821555,0.0017807155,0.0023820825,0.0023987714,0.002752542,0.0073569781,0.0080859765,0.0017444432,0.0104784401,0.0048725209,0.029701382,0.5272247038,0.0173227069,0.0073941693,0.0564018468,0.0017730179,0.0069763105,0.0013956514,0.0235699248,0.010973599,0.0014126155,0.0188872393,0.0118176294,0.0061935889,0.0121110882,0.0006904354,0.0170569254,0.0085424388,0.0072502374,0.000907338,0.0052329587,0.0077129658,0.0057650127,0.0026730361,0.006447874,0.0037490994,0.0345162756,0.0039718564
rv0381,0.0726502658,0.0010211931,0.0153692441,0.0144796022,0.0231428486,0.0202659071,0.0044843541,0.0008399259,0.0039771207,0.0001450974,0.0179013308,0.0178163515,0.0042977641,0.0017446838,0.0059410497,0.0042013133,0.0093409757,0.0042281385,0.0031221798,0.0127953524,0.0243397275,0.0036128425,0.0034404023,0.0157196532,0.0026182775,0.0463362073,0.0566559492,0.0073175469,0.0033753506,0.0019849417,0.0303803145,0.0090048993,0.0048882785,0.082874943,0.0014440977,0.0128670628,0.0150804634,0.0014485495,0.0052011191,0.0073259008,0.0063873538,0.0015382907,0.0318729537,0.0023405701,0.002629567,0.0027560194,0.3342551795,0.0078469336,0.0298892119,0.0068026947
rv0384,0.1543694304,0.0061383736,0.001170603,0.0144921488,0.0180499831,0.174686086,0.0004295697,0.0024558891,0.0006820551,0.000744536,0.0563833355,0.0377575641,0.0008684455,0.0013835728,0.0055905647,0.0041678485,0.00079043,0.0005143382,0.00285657,0.0095358316,0.0160758732,0.0018433972,0.0039999073,0.0048191577,0.0020154792,0.021397393,0.0894362732,0.008269047,0.0013292858,0.0004679768,0.0091346326,0.0023961998,0.0009956232,0.0402217789,0.0006951866,0.0084756159,0.0023313831,0.0056638473,0.0127189658,0.0017582808,0.0015063967,0.0004473421,0.0110155758,0.003546532,0.0043227121,0.0108027445,0.1985066537,0.0169843625,0.0162336483,0.0095215521
rv0385,0.0670754508,0.0023445908,0.0062359166,0.0038427941,0.0503810908,0.0707248684,0.0006876706,0.0065918879,0.0170970903,0.0005913579,0.0075747981,0.0453468995,0.0011919307,0.002036764,0.0008892613,0.0068194642,0.002072601,0.0027085064,0.0087474188,0.0096019913,0.0180641801,0.0016613175,0.0729055444,0.00161809,0.0102858878,0.0048128471,0.0060334906,0.0084240784,0.0054625319,0.0007974359,0.0173851037,0.0044552729,0.00452282,0.0075758352,0.0024496773,0.0036388326,0.0199939552,0.0028312753,0.1396954919,0.0019511638,0.0022649552,0.0021488939,0.020300095,0.0252597196,0.0102543884,0.0134160047,0.260454935,0.0106454511,0.0015798962,0.0065484756
rv0386,0.0361757139,0.0031329927,0.0095718947,0.0040789786,0.0309852651,0.0058107518,0.0002795699,0.0071324053,0.0029346998,0.0005346221,0.0019421882,0.006386534,0.0014680524,0.013548275,0.0111846479,0.0030932747,0.0050348684,0.0067249497,0.0066562874,0.0089524481,0.0056350646,0.0033508664,0.0546512685,0.0008351333,0.083250659,0.0155730219,0.1124937539,0.0188124484,0.0088318319,0.0026580084,0.0183758201,0.0019299482,0.0023578591,0.0532787849,0.0007364587,0.0165865533,0.0140321837,0.0072014947,0.0014075376,0.0034262313,0.0049736615,0.0018122745,0.0258400071,0.0112993991,0.0062820066,0.0145650747,0.324984976,0.0041330538,0.0008764259,0.0141797733
rv0387,0.0955420868,0.0010548969,0.0068265587,0.0165760438,0.0111354603,0.1206921227,0.0005044589,0.0031183894,0.0021494084,0.0003319121,0.0272090494,0.0301408496,0.0013823125,0.0050893561,0.0086183374,0.0052767923,0.0117102281,0.0015097864,0.0038635538,0.0115976053,0.0176784187,0.003449624,0.0092568158,0.007635696,0.0055736202,0.0100541101,0.1131253626,0.0243832397,0.0077558597,0.0007668553,0.0209918246,0.0019630918,0.0024849497,0.0525985763,0.0019886533,0.0070002674,0.0071119698,0.0082015558,0.004392465,0.0025855789,0.0039270645,0.0005309188,0.0125182399,0.0045912009,0.0171074512,0.0137766863,0.2399977975,0.0188100975,0.0128807012,0.0025320985
rv0389,0.0219345572,0.0006862276,0.0032004929,0.0082713061,0.0739194798,0.0017435396,0.0010885327,0.0299839019,0.002453201,0.00121903,0.0061923399,0.0451196657,0.0028050804,0.0038705987,0.0022124138,0.0039246596,0.0009544538,0.0056618486,0.0101596224,0.0032604569,0.0555301185,0.0150546356,0.0470524882,0.0017086232,0.0652775093,0.0037716405,0.0007457636,0.0215446035,0.0069275664,0.0012429825,0.0004149918,0.0139293899,0.0156723863,0.0041750951,0.0331616419,0.0292049635,0.0689360849,0.0006265777,0.0291946248,0.0019027543,0.011375977,0.0010933547,0.0120745974,0.0164675084,0.0194340082,0.0094885185,0.2612438485,0.0030090447,0.0146903307,0.0063869615
rv0390,0.0324710802,0.0016145608,0.0040607843,0.0033708541,0.0572174321,0.0030304419,0.0011578489,0.0249812853,0.0007114869,0.0004665296,0.0039323935,0.0277345792,0.000371108,0.0164515452,0.002198081,0.0033912478,0.0101357575,0.0052916215,0.0084132331,0.0059913133,0.0075616249,0.0054752039,0.0974804346,0.0028623161,0.0175471584,0.0032534019,0.0251574803,0.0031302989,0.0120323295,0.0022498558,0.0862424528,0.0048742282,0.0011618365,0.0308686529,0.0005400857,0.0418639747,0.0220963619,0.0005021757,0.0137750273,0.0061876993,0.0020867615,0.0007257915,0.0173860258,0.0076108706,0.0119716835,0.0170415483,0.3320687259,0.0042892098,0.0085751327,0.0003884671
